NOID	Author	Title	Alternative title	Year	
p5547t343	Touhidi-Baghini, Amin..	Absolute permeability of McMurray Formation oil sands at low confining stresses	Absolute permeability of oil sands	1998
vm40xt60k	Sikstrom, Laura.	Replacement parts: the fragmentation and mystification of the body in the human embryonic stem cell debates	Replacement parts.	2002
xs55mf22j	Lees, Linda L.	Relationship of parents dogmatic and irrational thinking to their childrens creative and irrational thinking	Family irrationality, creativity, & dogmatism	1978
0c483m39q	Schech, Roland L. H.	The catalytic dehydration and esterification of ethanol	Dehydration and esterification of ethanol	1977
6h440v699	Vincent, James Douglas.	An exploratory study in the use of the Internet for health promotion: the development of a web site to present a meditation lesson for stress reduction	Exploratory study in the use of the Internet	2001
g732dc02f	Asuchak, Lana.	The examination of the effects of long duration, acute exercise on attitudes, self-efficacy, and outcome expectations in overweight women	Psychological effects of acute ex in overweight women	2001
vq27zq41w	Roberts, Jessica Jaye Edna.	Incorporating low relative humidity and low temperatures into tree nursery growing regimes: effects on white spruce seedling growth, morphology and physiology	Effects on white spruce seedling growth, morphology and physiology	1998
h415pd13k	Epp, Nelson David.	A self-tuning filter for the mitigation of power system harmonics	Self-tuning harmonic filter	2000
vt150m621	Mansell, Sheila.	Sexual abuse detection, sequelae, and therapy accommodations for people with developmental disabilities	Sexual abuse detection, sequelae, and therapy.	1997
k643b309n	Saber, Jane Lee.	The equality of puppies: the disparate effects of IMF development application on developing country women	Disparate effects of IMF development application on developing country women.	1996
k643b309n	Saber, Jane Lee.	The equality of puppies: the disparate effects of IMF development application on developing country women	Equality of puppies, IMF effects on women.	1996
k0698b00w	Heppenstall, Karen Elizabeth.	Chemical weathering in a glaciated carbonate catchment, Canadian high arctic: implications for subglacial hydrology	High Arctic Subglacial chemical weathering.	2002
vt150m59q	Carter, Patricia Elizabeth.	Language arts curriculum development for Barbados: a new approach	Language arts cur. devt for Barbados.	1999
vm40xt781	Leggett, Patricia Diane.	Perceptions of health & use of health services: an exploratory study with older adults	Older adults use of health services	2000
vm40xt781	Leggett, Patricia Diane.	Perceptions of health & use of health services: an exploratory study with older adults	Perceptions of health and use of health services	2000
t148fk404	Reading, Karen Joanne.	Energy availability and its relationship to salivary progesterone levels in elite adolescent aesthetic athletes	Energy & progesterone in female athletes	1999
qj72p889b	Pentney, Alana Rae.	Synaptic and neuronal properties of heterotopic neurons in the methylazoxymethanol model of cortical dysplasia and epilepsy	Properties of heterotopic neurons in MAM rats	2002
vq27zr082	Portas, Lance Owen.	Inverse design of airfoil thickness distributions in incompressible flow	Inverse design of thickness distributions	2000
t148fk24r	Shafik-Ghaly, Salwa.	Towards a medieval narratology: discourse and narration in Chrétiens Y̲v̲a̲i̲n̲ and Chaucers T̲r̲o̲i̲l̲u̲s̲	Discourse and narration in Chrétiens Y̲v̲a̲i̲n̲ and Chaucers T̲r̲o̲i̲l̲u̲s̲	1988
vm40xv00b	Winchell, Daena Christine.	Immunomodulation and alterations in tumor cell adhesion as potential anticarcinogenic mechanisms of conjugated linoleic acid	Potential anticarcinogenic mechanisms of CLA	1999
fq977w89s	Nellis, Robert Christopher	Walking into the light: ideology and the Hollywood classroom	Ideology and the Hollywood classroom	2001
df65vb11h	McNeely, Margaret Lynn.	The efficacy of manual lymph drainage in reduction of arm volume in women treated with multi-layered compression bandaging for breast cancer related lymphedema	Efficacy of manual lymph drainage for lymphedema	2002
db78tf738	Poon, Brenda Tracy.	Parental reactions to deafness in children: a grounded theory investigation	Grounded theory investigation.	1999
d791sj741	Ashton, Barbara Beryl.	Influence of physical therapists prior knowledge of medical history on evaluation of at-risk infants	Influence of knowledge of medical history	1989
c821gm568	Sannigrahi, Poulomi.	Re-Os systematics of the Exshaw Formation: an evaluation of the effects of hydrocarbon maturation on the Re-Os geochronometer in black shales	Evaluation of the effects of hydrocarbon maturation on the Re-Os geochronometer in black shales.	2000
df65v9721	Webster, Linda J.	Treatment of erectile dysfunction in males with moderate heart failure: impact on depressive symptoms	Depressive symptoms, ED and CHF	2002
v118rg498	Fraser, Joy H.	Administrative issues in nursing distance education programs	Administrative issues in nursing distance education.	1998
j9602297n	Nikolarea, Ekaterini.	A communicative model for theatre translation: versions of Oedipus the King in English	Theatre translation: Oedipus the king	1994
rx913r99d	Abbott, Jodi L.	Employment opportunities for Albertans with spinal cord injuries	Employment options after spinal injury.	1996
rx913s18d	Mappin, David Arthur.	Designing simulation environments for the preparation of school administrators	Simulations for administrator preparation.	1996
n870zt57v	Slepkov, Aaron David.	Third-order nonlinearities of novel iso-polydiacetylenes studied by a differential optical Kerr effect detection technique	Optical nonlinearities of iso-polydiacetylenes	2002
h702q8910	Xin, Lingyan	Effects of mesoscale convergence on convective and stratiform rainfall: radar observations and numerical simulations	Effects of convergence: observations & simulation	1996
gh93h1450	Clyburn, Lisa D.	Internet crimes: can and should the internet be regulated?	Internet crimes: is regulation feasible?	1998
n870zt15b	Mani, Rajam Subra.	Physicochemical studies of chloroplast structural protein and ¹⁴C-leucine incorporation into chloroplast proteins	Chloroplast proteins	1970
zc77sr768	Walshaw, Sarah Catherine.	Reconstruction of environment in early Bronze Age Syria through phytolith analysis on human dental calculus	Env. in E.B.A. Syria using phytolith analysis	1999
n870zt19f	Edmonds, Marcia.	Inhaled corticosteroids in the emergency department treatment of acute asthma	Inhaled steroids in the ED treatment of asthma	2001
v692t7932	Wilkes, Catherine.	Understanding hope in practitioners who deal with clients of sexual abuse	Hope, practitioners, sexual abuse	2002
sn00b1087	Garstin, Marguerite Kathleen.	Alain Robbe-Grillets visual techniques, 1949-1970: affinities with metaphysical painting, surrealism, and pop art	A. Robbe-Grillet, modern painting affinities	1985
tm70mx196	Veliz, Mari Aurora.	Relationship of nutrients, and mayfly (Ephemeroptera) abundance and diet to periphyton biomass in boreal streams	Nutrients, algae & mayflies in boreal streams	1999
h702q8308	Peden, Jacqueline Ruby.	Family caregiver needs just prior to the cancer patients hospice admission to die	Family caregiver needs.	1998
ws859h78j	Cole, Robert Pierre.	A reality running like a subterranean river under the surface: the place of the Jungian concept of individuation in the non-Deptford writings of Robertson Davies	Place of the Jungian concept of individuation in the non-Deptford writings of Robertson Davies	1998
z029p6801	Stachniak, Tevye Jason Eugene.	RAMP-2 distribution in the CNS and regulation by changes in blood pressure	RAMP-2 distribution and regulation	2002
mg74qp30b	Hickey, Gary Patrick.	Toward an understanding of seasonality: a study of seasonal visitation to Fort Edmonton Park	Study of seasonal visitation to Fort Edmonton Park	1998
tm70mx110	Sawchyn, Linda Helen.	The New Canadian and Canadas 1927 Diamond Jubilee: representation of national unity and identity	Representation of national unity and identity	1997
hx11xg94f	Bahry, Sharon Elizabeth.	Towards a more graphic representation of Russian simple verbs of motion	Graphic rep. of Russian simple verbs of motion	1997
v692t805n	Kaufmann, Jeffrey Robert.	Influence of prepartum nutrition on the periparturient dairy cow: impact on rumen development	Rumen development in the transition dairy cow	2001
h702q871h	Hawk, Linda J.	Distance education in agriculture extension: a needs assessment for Alberta agriculture staff	Needs assessment for Alberta agriculture staff.	1999
3r074w867	Lam, David Kui Kwong.	Fast matrix inversion & application in optics	Fast matrix inversion and application in optics	1975
hx11xh770	Coolican, Crystal R.	The effect of television programming that emphasizes beauty/thinness on womens body image and self-esteem	Effect of TV on body image and self-esteem.	1999
gh93h2103	Dansereau, Estelle	Patterning and significance in Octavio Pazs La centena and Fernand Ouellettes Poésie	Patterning and significance: Paz/Ouellette	1983
gh93h130c	Brandenbarg, Gregory William Anthony.	Emancipatory adult education and social movement theory	Emancipatory adult ed & social movement theory.	1997
mg74qp52c	Salegio Ramírez, Douglas Mauricio.	Stefans bilingualism: sharing an experience in two language parenting in a mixed-lingual family	Sharing an experience in two language parenting in a mixed-lingual family.	2000
mg74qp52c	Salegio Ramírez, Douglas Mauricio.	Stefans bilingualism: sharing an experience in two language parenting in a mixed-lingual family	Stefans bilingualism, two language parenting.	2000
n583xx374	So, Kit Ching Sylvia.	Do performance standards and task difficulty moderate the effects of rewards on instrinsic motivation?	Moderating rewards effects on int. motivation	2001
p8418r185	Bertwistle, Jim.	A description and analysis of wildlife mortality on transportation corridors in Jasper National Park, Canada	Wildlife collisions Jasper National Park	2002
3r074x51b	Davies, Annie.	Team teaching relationships: teachers stories and stories of school on the professional knowledge landscape	Teachers stories and stories of school on the professional knowledge landscape.	1996
n583xx09z	Friesen, Ronald David.	Phase behavior in the methane-carbon dioxide-ethane-n-hexane system	Phase behavior in the CH₄-CO₂-C₂H₆-n-C₆H₁₄	1972
ht24wm403	Young, Pamela.	Adult High School learners experiences with literacy education in institutional upgrading classrooms	Adult experiences with literacy education.	1999
sn00b1329	Hailu, Atakelty Gebremedihen.	Environmentally sensitive analysis of economic performance: productivity and efficiency in the Canadian pulp and paper industry, 1959-1994	Productivity and efficiency in the Canadian pulp and paper industry, 1959-1994	1998
n870zt07n	Xu, Ke.	An input-output approach to series DC motor speed control	Input-output to motor speed control	1999
tm70mx527	Bohnet, Arthur.	Form and figure: an inquiry into the early history of the ballad in Old Provençal, Old French, and Middle English	Form and figure of the earliest ballads	1979
v692t806x	Folkmann, Louise M.	Elderly people attending day programs: the perceptions of participants and caregivers	Perceptions of day programs.	1997
v692t806x	Folkmann, Louise M.	Elderly people attending day programs: the perceptions of participants and caregivers	Perceptions of participants and caregivers.	1997
tm70mx35k	Olesen, Jan Kristian.	What downcasting Canna Bide: language and class in Mary Barton	Language and class in Mary Barton.	2001
h702q845w	Kan, Hon Wah	Binary distillation column control: evaluation of digital control algorithms	Evaluation of digital control algorithms	1982
m326m4233	Kogekar, Hemant V.	An application of time series analysis for the identification and control of a double effect evaporator	Application of time series analysis	1977
v692t850g	Zhu, Honghui.	Application of matrix-assisted laser desorption/ionization time-of-flight mass spectrometry and gel permeation chromatography to polymer analysis	Polymer analysis by MALDI-TOF and GPC	2000
h702q844m	Russell, Keith Wayne.	A physical profile of male gymnasts: knee muscle strength, osteo-articular status of the wrists and skeletal maturity	Knee muscle strength, osteo-articular status of the wrists and skeletal maturity	1996
1g05fd42x	Judah, Mary-Lee.	Occasioning selves in the computer assisted mathematics classroom	Occasioning selves computers and math.	1999
sf268701t	Gospodyn, James Paul.	Ablative excitation of surface acoustic waves in aluminum using UV laser pulses	Ablative excitation of SAW using UV laser	2002
r494vn143	Sharma, Udit.	Microstructural characterization of microalloyed linepipe steels	Microstructure of microalloyed steels	2001
n583xx17n	Armstrong, Glen William.	Three papers on the natural disturbance model of forest management	Natural disturbance model	1999
qb98mj189	Pudmoreff, Mary Elizabeth.	A window into therapy: the therapeutic relationship with survivors of childhood sexual abuse	Therapeutic relationship with survivors of childhood sexual abuse.	1997
1g05fd41n	Clumpner, Roy A.	American federal government involvement in sport, 1888-1973	American government involvement in sport	1976
4t64gq320	Wheeler, Garry D.	The effects of endurance training on physiological, nutritional and endocrine variables in men and women	Effects of an endurance running program	1989
n870zt12h	Adeodu, Rachel Adenike.	Teachers understandings of educating in culturally diverse contexts	Educating in culturally diverse contexts.	1997
sn00b056p	Yang, Yuqing.	Statistical models for assessing sewer infrastructure inspection requirements	Statistical models to assess sewer inspection	1999
9z903224p	Forest, Silvie F.	Peatland management & conservation in Boreal Alberta, Canada	Peatland conservation & management in Alberta	2001
qb98mh735	Hawkins, James R.	The catalytic oxidation of ethylene in low concentration over supported platinum catalysts	Catalytic oxidation of ethylene	1977
x920g008c	Anderson, Greg J.	Congress, the Excecutive, and the problems of agency: a principal-agent approach to American foreign economic policy	Principal-agent approach to American foreign economic policy	1999
n870zt559	Braun, Conrad.	Applied concepts for facilitating a learning community	App con for facilitating a learning community.	1996
tm70mx32r	Awuyah, Christian Kwame.	The development of a national literature in Ghana	National literature in Ghana	1991
5t34sn07h	MacNeil, Alexander James.	Sedimentology, diagenesis, and dolomitization of the Pedro Castle Formation on Cayman Brac, British West Indies	Sed. & dolo. Pedro Castle Fm. Cayman Brac	2001
m326m425n	Koning, C. Wendell	Sensory and chemical analyses of fish tainting by oil sands wastewaters	Fish tainting by oil sands wastewaters	1987
bk128d03k	Suh, Miyoung.	Relationship between dietary fat, membrane fatty acid composition and function of the photoreceptor cells: role of very long chain (C24-C36) polyenoic fatty acids	Role of very long chain (C24-C36) polyenoic fatty acids	1998
st74cs478	Beauchemin, Kathleen Mary.	Nocturnal psychopathology: sleep, dreaming, mood and light-therapy in bipolar disorder	Sleep, dreaming, mood and light-therapy in bipolar disorder	1997
4t64gq47m	Besner, Jeanne Françoise.	A theory-based approach to establishing effectiveness in a Public Health Nursing Program	Effectiveness in a Public Health Nursing Prog.	1999
x920g064q	Morin, Veronique M.	An experimental investigation of interfacial instabilities and entrainment in exchange flows over a smooth sill	Instabilities and entrainment in exchange flows.	2002
9z903218j	Hannah, Kevin C.	Patterns in habitat quality for the White-throated sparrow (Zonotrichia albicollis) in a recently logged landscape	White-throated sparrow habitat quality	2001
5t34sn38h	Rowley, W. J.	Mass transfer & treatability studies of cyanide ozonation	Mass trans. & treatability of CN⁻ ozonation	1979
5t34sn38h	Rowley, W. J.	Mass transfer & treatability studies of cyanide ozonation	Mass transfer and treatability studies of cyanide ozonation	1979
n009w4341	Jiang, Fan.	Prediction of machine degradation based on vibration analysis	Prediction of machine degradation	2002
9z903212w	Grainger, Stacy Kris-Ann.	Birth order, parent-adolescent relations and the decision to engage in adolescent sexually risky behaviour	Birth order, parents & adolescent sexual behav.	1999
n009w4405	Schroeder, Janice Elaine.	Reproducing literary subjectivities: Victorian life-writing and public opinion	Victorian life-writing and public opinion	1997
k930bz80z	Kashyap, Geetanjali.	Muscle deoxygenation as a determinant of static back muscle endurance	Muscle deoxy as determinant of SBME	2002
q524jr41c	Lavis, Carrie Ann.	Self-monitoring and affect-as-information: individual differences moderate the effects of mood and attributions for mood on ratings of life satisfaction	Individual differences moderate the effects of mood and attributions for mood on ratings of life satisfaction	1997
4t64gq028	Brush, Philippa Mary.	This feminine invasion: women and the workplace in Canadian magazines, 1900-1930	Women and the workplace in Canadian magazines, 1900-1930	1999
k930c007b	Martin, Ruth V.	Images of division: a retreat from self in Hb̈erts Kamouraska and Atwoods Lady Oracle	Images in Hebert and Atwood	1986
k930c007b	Martin, Ruth V.	Images of division: a retreat from self in Hb̈erts Kamouraska and Atwoods Lady Oracle	Retreat from self in Héberts Kamouraska and Atwoods Lady Oracle	1986
xs55md86w	Knoppers, Bartha Maria.	The poetry of Aime Cesaire and Derek Walcott: towards a national Caribbean literature	Towards a national Caribbean literature	1974
hm50tv17r	Lin, Jenn-Shann.	Chinese-English bilingual childrens acquisition of language: a case study of an advantaged group	Bilingual childrens language acquisition	1979
rb68xf022	Barlow, John Peter.	Interpretation of tunnel convergence measurements	Interpretation of tunnel convergence	1986
h415pc807	Midodzi, William Kai.	Nonparametric sequential change detection in the distribution of randomly censored data	Sequential change dete. in dist. of censored data	2001
vt150m65v	Masur, L. Elaine.	My stories of teaching in China: foreign expert?	Foreign expert?	1998
vt150m65v	Masur, L. Elaine.	My stories of teaching in China: foreign expert?	Teaching in China.	1998
rj430649c	Adant, Etienne	Eurocommunism: Stalinism or social democracy?	Stalinism or social democracy?	1983
6h440v41m	Newell, Enid Joyce.	Effects of light, salts, and ethylene on the pH of euglena suspensions	Light, salt and ethylene effect on euglena pH	1971
8w32r7945	Joffres, Christine Elisabeth.	Beyond organizational commitment: selected elementary school teachers work commitments	Selected elementary school teachers work commitments.	1998
1j92g9998	McPhee, Robert William.	The voices of young people: being heard in our high schools	Being heard in our High Schools.	1997
vq27zq778	Hargrove, William Halden.	Concentration fluctuations and structure factors of binary liquid mixtures	Concentration fluctuations in binary liquids.	1976
hh63sx91k	Smith, M. D.	The timing and petrogenesis of the Creighton pluton, Ontario: an example of felsic magmatism associated with Matachewan Igneous Events?	Petrogenesis of the Creighton Pluton	2002
t148fk340	Bird, Carmen.	Inclusion of English as a second language (ESL) students in mainstream classrooms	Inclusion of ESL students in mainstream classrooms.	1998
mc87ps613	Salegio, Julius.	Agroforestry participation: a comparison of organizational levels in two Salvadoran rural communities	Agroforestry participation in El Salvador	2001
qj72p887s	Katahan, Effstratia Antoniou.	Stories of an immigrant Greek woman: my mothers dowry textiles	Analysis of museum and arc	1997
k0698957t	Cadman, Kirby C.	Orthodontic treatment in a First Nations population of Alberta, Canada: a comparative study	Orthodontics in a First Nations population	2001
jm214r346	Schwarz, Kathy.	Perceived barriers to instructional use of computer technology in Alberta Schools	Barriers to use of computer tech. in AB Schools.	1996
k06989850	Peters, Susan Heidi	The impact of small mammals on natural regeneration of white spruce after logging	Seed predation of white spruce	2000
np193c10d	Miron, Sharon Gail.	Empowering women through development: the perspectives of Filipino women in a rural non-government program	Perspectives of Filipino women in a rural non-government program.	1997
dj52w682h	Browne, Denis Wakefield.	Modelling of amine units and multicolumn systems	Amine units and multicolumn systems	1976
hm50tt62c	Valenta, Eva Danielle.	Lespace autobiographique dans loeuvre de Simone de Beauvoir	Espace autobiographique Chez S. de Beauvoir.	1984
jm214r62c	Arkadakskiy, Serguey Viktorov.	Fluid inclusion and stable isotopic study of precious and base metal veins from the Coeur dAlene Ag-Pb-Zn district, Idaho, USA	Study of Ag-Pb-Zn veins from the Coeur dAlene	2000
rb68xd611	Wang, Xiaobo.	Geotechnical analysis of flow slides, debris flows, and related phenomena	Geotechnical analysis of dense granular flows	2008
xs55mf200	Novillo, Ernesto.	On-line performance monitoring of shared memory parallel programs using barriers	On-line monitoring of parallel programs	2002
np193c91m	Majeski, Adrian Jason.	Size and shape of low momentum jet diffusion flames in cross flow	Flame size and shape in cross flow	2000
qj72p954f	Odynski, Shirley Lynn.	Pioneering participatory governance: networks of school councils in two Alberta school jurisdictions	Networks of school councils in two Alberta school jurisdictions.	2000
mc87ps86z	Roberts, Bruce E.	Solubility of carbon dioxide and hydrogen sulphide in mixed and chemical solvents	CO₂ and H₂O solubility in treating solvents	1983
vt150m507	Maier, Sarah E.	Dionysian dominatrices: the nineteenth century decadents/ce of Alcott, Egerton, DArcy and Rachilde	Nineteenth century decadents/ce of Alcott, Egerton, DArcy and Rachilde	1997
p5547t35c	Wentzel, Carolyn.	A comparison of statistics anxiety and mathematics anxiety among graduate students in the social sciences	Comparison of statistics & mathematics anxiety.	1998
hh63sx578	MacKay, Anne.	The experience of female spouses of chronic low back pain sufferers	Experience of spouses of chronic pain sufferers.	1996
hh63sz00b	Kavanagh, Margaret Frances.	The association between cardiovascular risk factors and cardiovascular fitness	CHD risk factors and fitness	1985
w3763856p	Whitehouse, Derek Andrew.	The Hudsons Bay Company and its support of organized religion in the early nineteenth century	HBC and its support of organized religion.	1996
sx61dn97h	Puplampu, Korbla P.	The state and agriculture: a the social dynamics of agricultural policy in Ghana (1900-1994)	Social dynamics of agricultural policy in Ghana (1900-1994)	1998
tq57nt000	Knodel, Rita Irene.	Mothers experiences of their relationships with adolescent daughters	Mother/adolescent daughter relationships	1997
9s1618981	Japanwala, Mohamed Shakir.	Quality of distillates from coking of recycled residue	Distillate quality on repeated residue coking	2001
jq085n69t	Johnstone, Richard McGregor.	Hyperstable, model reference adaptive control systems	Hyperstable adaptive control systems	1978
zp38wf83p	Seiler, Tamara P.	Stories from the margin: insider fictions of immigrant and ethnic experience in Canada	Insider fictions of immigrant and ethnic experience in Canada	1998
9s1618247	Law, Hin-Sum.	Mass transfer due to a confined laminar impinging two-dimensional jet	Mass transfer due to a confined impinging jet	1982
dr26z052j	Oleskiw, Myron Morris.	Simulation of graupel growth in a laboratory cloud chamber	Cloud chamber simulation of graupel growth	1976
tq57nt40z	Sargent, Donald William John	A process simulation test on a small unlined tunnel in jointed coal	Label on spinProcess simulation test	1981
g445cg70b	Pick, William C. S.	Characterization of Pt-Ir/alumina catalysts by x-ray diffraction	Catalyst characterization by xray diffraction	1984
nv9355203	Haener, Michel Karen.	Regional forest resource accounting: a northern Alberta case study incorporating fire and price risk	Northern Alberta case study incorporating fire and price risk	1998
br86b559z	Piquemal, Nathalie.	Ethical learning and learning the others ethics: a shared inquiry into the ethics of researching native knowledge	Shared inquiry into the ethics of researching native knowledge.	1999
4m90dx47v	Jovtoulia, Irina.	T͡Sarivna vymahai͡e vyznanni͡a: feministychna problematyka v tvorakh N. Kobrynsʹkoĭ, O. Kobyli͡ansʹkoï ta O. Zabuz͡hko	Feministychna problematyka v tvorakh N. Kobrynsʹkoĭ, O. Kobyli͡ansʹkoï ta O. Zabuz͡hko	2001
4m90dx47v	Jovtoulia, Irina.	T͡Sarivna vymahai͡e vyznanni͡a: feministychna problematyka v tvorakh N. Kobrynsʹkoĭ, O. Kobyli͡ansʹkoï ta O. Zabuz͡hko	Princess demands recognition: feminist ASP	2001
w3763865n	Ennest, Shane Rene.	Role of the ruler in the Galician-Volhynian Chronicle	Role of the ruler in Rus	2001
nv935517s	Golinowski, Jason O.	Gold, silver, bronze: reflections on a Ukrainian dance competition	Reflections on a Ukrainian dance competition	1999
zk51vj94p	Kadambi, Michaela A.	Vicarious trauma among therapists working with sex offenders	Vicarious trauma: working with sex offenders.	1998
br86b607d	Wilson, Robert G.	Model reduction and reduced order control law design	Model and control law reduction	1974
zp38wg19v	McConnell, Dianne Wynne.	School experiences of successful adults with blindness	School experiences of successful blind adults.	1997
9s161840m	Oliynyk, Romalynn Marie de Guzman.	An evaluation and analysis of the Johnson and Ettinger (1991) soil gas transport model	Evaluation and analysis of the Johnson and Ettinger model	2001
br86b5831	Wood, Nancy L.	Incentive motivation in sport: a theoretical analysis and the development of a measuring instrument	Incentive motivation inventory (IMI).	1980
br86b5831	Wood, Nancy L.	Incentive motivation in sport: a theoretical analysis and the development of a measuring instrument	Theoretical analysis and the development of a measuring instrument.	1980
dr26z0497	Judge, Colleen	The impacts of changes in funding and related policies on higher education in Alberta from 1994 to 1997	Funding in Alberta higher education, 1994-97.	1999
dr26z0828	Suwarni, Endah.	Pollen contamination, mating system, and genetic diversity in a Pinus merkusii seedling seed orchard	Pollen contamination mating system in P. merkusii	1999
tq57nt37n	Peterson, Margaret A.	Bronchoconstriction induced by serotonin, diazoxide, and orthodromic stimulation of the glossopharyngeal nerve	Bronchoconstrictor mechanisms in guinea-pigs	1981
nv9354568	Maha, Api Cazaly	Interorganizational linkages and their effectiveness in the operation of provincial high schools in Papua New Guinea	Interorganizational linkages & effectiveness.	1997
br86b6217	Biswanger, Linda C.	Optimal process operation in the face of uncertainty	Optimal process operation under uncertainty	1972
tq57nt74s	Baxter, Christopher Wayne.	Full-scale artificial neural network modelling of enhanced coagulation	ANN modelling of enhanced coagulation	1998
jq085n261	Linden, Dianne.	Reel kids: pedagogical reflections on depictions of children in twentieth century Hollywood film	Pedagogical reflections on depictions of children in twentieth century Hollywood film.	1999
zp38wf80v	Davis-Herbert, Catherine.	Building organizational knowledge through evaluation	Organizational knowledge through evaluation.	1999
sx61dp025	McDonald, Wayne Robert.	Effects of habitat promotion on small mammal movement in Banff National Park	Small mammal movement	2002
w3763912t	Hill, Wendy Sheryl.	The Sturgeon General Hospital Mental Health Services crisis intervention program: a program evaluation using the PRECEDE-PROCEED (1991) model	Crisis intervention, program evaluation.	1996
w3763912t	Hill, Wendy Sheryl.	The Sturgeon General Hospital Mental Health Services crisis intervention program: a program evaluation using the PRECEDE-PROCEED (1991) model	Program evaluation using the PRECEDE-PROCEED (1991) model	1996
zk51vj54q	Phillips, Fredericka Alice	Africa in selected 18th century fiction: an examination of fictional and non-fictional ideas	Africa in selected eighteenth century fiction	1983
zg64tn782	Spires, Petra K.	La voix/voie sociale dans les romans de jeunesse de Victor Hugo	Voix/boie sociale de Victor Hugo	1999
w37638722	Bitney, Frances Elizabeth.	The work of Eugenio Barba: a post-modern feminist critique	Post-modern feminist critique	1999
zk51vj40c	Chu, Esther Yu-Hui.	On the musical silk route: piano music of Alexina Louie	Piano music of Alexina Louie	1997
sx61dn90k	Cardinal, Donna Laverne.	Envisioning cities: making municipal cultural policy in Canada	Making municipal cultural policy in Canada	1999
tq57nt02j	Kvill, Donald Raymond.	The glacial geomorphology of the Brazeau River Valley, Foothills of Alberta	Glacial geomorphology, Brazeau Valley, Alberta	1984
tq57nt78w	Penney, Sharon Charlotte.	Fostering parent-teacher relationships when children are gifted	Fostering parent-teacher relationships-gifted.	1997
br86b558p	Rolingher, Louise.	Originary syncretism and the construction of Swahili identity, 1890-1964: an experiment in history and theory	Originary syncretism and Swahili identity	2002
zs25xc14q	Wagner, Michael Garry.	The Progressive Conservative government and education policy in Alberta: leadership and continuity	Leadership and continuity.	1998
zs25xc14q	Wagner, Michael Garry.	The Progressive Conservative government and education policy in Alberta: leadership and continuity	PC government and education policy.	1998
w37639329	Chomyc, Laurel Leanne.	The influence of administrators values in teacher selection	Administrators values in teacher selection.	1999
nv935462d	Grainger, Nancy.	Petrogenesis of Middle Jurassic to Miocene magmatism within the Nechako plateau, central British Columbia: insight from petrography, geochemistry, geochronology and tracer isotope studies	Petrogenesis of magmatism in central B.C.	2000
g445ch07s	Janzen, Georgina D.	Experiences that influence the hope of people in helping professions	Experiences that influence helpers hope	2001
zs25xb625	Matthews, Joan M.	Evidence for free radical activity on trauma-induced skeletal muscle in the rat model	Free radical activity on skeletal muscle	1992
tq57nt73h	Ahn, Kee-Chan.	Effects of 5-HT receptor-related compounds in behavioural tests of mesolimbic dopamine activity	5-HT roles in mesolimbic activity	1999
5h73pz512	Le, Theresa.	Asian consumers store choice for fresh pork in San Francisco, California	Asians store choice for fresh pork	1999
tt44pq385	Sekulic, Mary.	Information technology and Alberta Public Schools: a semiotic analysis of educational policy in the 1990s	Semiotic analysis of educational policy in the 1990s.	2000
pn89d8429	Gallagher, Sheila Marie.	Health and managing social risk: young summer workers perceptions	Young summer workers perceptions.	1997
2n49t368f	Flower, David John.	Survival and adaptation: an analysis of dryland farming in the 1940s and 1950s in southeast Alberta	Analysis of dryland farming in the 1940s and 1950s in southeast Alberta	1997
2n49t4107	Lyseng, Randall Dean.	A web site: a tool for enhancing communication in field experience programs	Tool for enhancing communication in field experience programs	2000
2n49t4107	Lyseng, Randall Dean.	A web site: a tool for enhancing communication in field experience programs	Web site, a tool to enhance communication	2000
5h73pz466	Smith, Kristine.	Sacrifice and the Other: oppression, torture and death in Alias Grace, Green Grass, Running Water, and News From a Foreign Country Came	Oppression, torture and death in Alias Grace, Green Grass, Running Water, and News From a Foreign Country Came	1999
5h73pz466	Smith, Kristine.	Sacrifice and the Other: oppression, torture and death in Alias Grace, Green Grass, Running Water, and News From a Foreign Country Came	Sacrifice & the other in three Canadian novels	1999
9c67wq438	Krull-Romanyshyn, Beverly Ann.	Teachers and curriculum change: examining an inservice program implementation	Teachers and change.	1996
12579v31c	Brown, Jason.	Homeless adolescents in Edmonton: a descriptive study	Homeless adolescents.	1996
12579v48j	Hamill, Kyna.	Playing reel to real: Martin McDonagh breaks with convention in The Leenane Trilogy	Martin McDonagh breaks with convention in The Leenane Trilogy	1999
hd76s196w	Taylor, Neil Michael	Climatology of sounding parameters identifying the potential for convective storm development over central Alberta	Sounding parameter climatology for Alberta	1999
cc08hh483	Ma, Wenbin.	GDC: a graph drawing application with clustering techniques	Graph drawing application with clustering techniques.	2001
pz50gz55x	Vossoughi, Shapour.	Non-Newtonian flow distribution in a porous bed	Non-Newtonian flow in a porous bed	1973
tt44pq210	Honeyman, Derek Douglas.	Lynch mobs and child theft rumours in the Guatemalan highlands	Lynch mobs and child theft rumours in Guatemala	1999
5138jg697	Hundert, Sharon.	Velopharyngeal competence: a retrospective study of the outcome of primary cleft palate surgery	Retrospective study of the outcome of primary cleft palate surgery.	2001
gx41mm185	Annandale, David Eric.	Beast with a million eyes: unleashing horror through Deleuze and Guattari	Unleasing horror through Deleuze and Guattari	1998
mk61rk03p	Henderson, Elizabeth Irene.	Extensive engagement: chief executive officers formative life experiences related to their participative style of leadership	Ceos leadership style and life experiences.	1998
