Column 1	LCSH	Column 2	Column 3	blank
Tombs--Italy--Ascoli Satriano--Catalogs		lcsh	http://example.org/1001379#Topic650-24	
Tombs--Italy--Arpi (Extinct city)--Catalogs		lcsh	http://example.org/1001379#Topic650-25	
Sewage--Purification	http://id.loc.gov/authorities/subjects/sh85120461	lcsh	http://example.org/1361508#Topic650-19	
Native language and education--Québec (Province)		lcsh	http://example.org/1350267#Topic650-22	
School choice--Québec (Province)		lcsh	http://example.org/1350267#Topic650-23	
Student aspirations--Québec (Province)		lcsh	http://example.org/1350267#Topic650-24	
School attendance--Québec (Province)		lcsh	http://example.org/1350267#Topic650-25	
Sound motion pictures	http://id.loc.gov/authorities/subjects/sh85088125	lcsh	http://example.org/1391910#Topic650-23	
Motion pictures and music	http://id.loc.gov/authorities/subjects/sh85088133	lcsh	http://example.org/1391910#Topic650-24	
Motion picture music--History and criticism	http://id.loc.gov/authorities/subjects/sh2008108005	lcsh	http://example.org/1391910#Topic650-25	
Proscription	http://id.loc.gov/authorities/subjects/sh85107564	lcsh	http://example.org/1391182#Topic650-24	
Criminal law (Roman law)	http://id.loc.gov/authorities/subjects/sh85034077	lcsh	http://example.org/1391182#Topic650-25	
Monasticism and religious orders for women--France--History--Congresses		lcsh	http://example.org/1309720#Topic650-23	
Authors, German--18th century--Biography	http://id.loc.gov/authorities/subjects/sh2007101655	lcsh	http://example.org/1368807#Topic650-25	
Enlightenment--Germany	http://id.loc.gov/authorities/subjects/sh2009125035	lcsh	http://example.org/1368807#Topic650-26	
French language--Composition and exercises	http://id.loc.gov/authorities/subjects/sh2007004682	lcsh	http://example.org/1311197#Topic650-19	
Educational games	http://id.loc.gov/authorities/subjects/sh85041126	lcsh	http://example.org/1311197#Topic650-20	
Air-pump--History		lcsh	http://example.org/1318889#Topic650-25	
Physics--Experiments--History		lcsh	http://example.org/1318889#Topic650-26	
Science--England--History		lcsh	http://example.org/1318889#Topic650-27	
Food--Standards--Indexes		lcsh	http://example.org/1393062#Topic650-19	
Motion pictures--Italy--History	http://id.loc.gov/authorities/subjects/sh2008108023	lcsh	http://example.org/1375950#Topic650-22	
Motion pictures--Political aspects--Italy--History		lcsh	http://example.org/1375950#Topic650-23	
Motion pictures in propaganda--Italy--History		lcsh	http://example.org/1375950#Topic650-24	
Fascism and motion pictures--Italy--History		lcsh	http://example.org/1375950#Topic650-25	
Monologues with music (Chorus with orchestra)	http://id.loc.gov/authorities/subjects/sh85086927	lcsh	http://example.org/1299637#Topic650-26	
Lithuanian philology--Congresses		lcsh	http://example.org/1360562#Topic650-19	
Algorithms	http://id.loc.gov/authorities/subjects/sh85003487	lcsh	http://example.org/1321093#Topic650-19	
Logic, Symbolic and mathematical	http://id.loc.gov/authorities/subjects/sh85078115	lcsh	http://example.org/1321093#Topic650-20	
Cybernetics	http://id.loc.gov/authorities/subjects/sh85035046	lcsh	http://example.org/1321093#Topic650-21	
Social sciences--Philosophy	http://id.loc.gov/authorities/subjects/sh85124013	lcsh	http://example.org/1386351#Topic650-19	
Suites (Orchestra)--Scores	http://id.loc.gov/authorities/subjects/sh85130048	lcsh	http://example.org/1349628#Topic650-22	
Ballets--Excerpts--Scores	http://id.loc.gov/authorities/subjects/sh85011296	lcsh	http://example.org/1349628#Topic650-23	
Inuit--Northwest Territories--Mackenzie River Valley--Antiquities		cash	http://example.org/1387026#Topic650-21	
Excavations (Archaeology)--Northwest Territories--Mackenzie River Valley		lcsh	http://example.org/1387026#Topic650-22	
Excavations (Archaeology)--Italy, Southern--Congresses		lcsh	http://example.org/1362367#Topic650-17	
Education--Data processing	http://id.loc.gov/authorities/subjects/sh85041001	lcsh	http://example.org/1297397#Topic650-21	
Computer managed instruction	http://id.loc.gov/authorities/subjects/sh85029510	lcsh	http://example.org/1297397#Topic650-22	
Computer-assisted instruction	http://id.loc.gov/authorities/subjects/sh99005301	lcsh	http://example.org/1297397#Topic650-23	
Microcomputers	http://id.loc.gov/authorities/subjects/sh85084804	lcsh	http://example.org/1297397#Topic650-24	
Management information systems--Management--Case studies		lcsh	http://example.org/1393373#Topic650-26	
Library administration	http://id.loc.gov/authorities/subjects/sh85076655	lcsh	http://example.org/1342682#Topic650-21	
Map collections--Illinois--Chicago		lcsh	http://example.org/1312002#Topic650-20	
Folk art--Russia (Federation)--Mariiskai͡a ASS R		lcsh	http://example.org/1351947#Topic650-23	
Clothing and dress--Russia (Federation)--Siberia		lcsh	http://example.org/1369638#Topic650-20	
Clothing and dress--Russia, Northern		lcsh	http://example.org/1369638#Topic650-21	
Costume--Sibera		lcsh	http://example.org/1369638#Topic650-22	
Costume--Russia, Northern		lcsh	http://example.org/1369638#Topic650-23	
Mathematics	http://id.loc.gov/authorities/subjects/sh85082139	lcsh	http://example.org/1337574#Topic650-28	
Perception	http://id.loc.gov/authorities/subjects/sh85099708	lcsh	http://example.org/1337574#Topic650-29	
Knowledge, Theory of	http://id.loc.gov/authorities/subjects/sh85072732	lcsh	http://example.org/1337574#Topic650-30	
Mathematics--Problems, exercises, etc	http://id.loc.gov/authorities/subjects/sh85082154	lcsh	http://example.org/1340717#Topic650-25	
Mathematics--Study and teaching (Secondary)	http://id.loc.gov/authorities/subjects/sh85082166	lcsh	http://example.org/1340717#Topic650-26	
Families--Europe--History	http://id.loc.gov/authorities/subjects/sh2008120195	lcsh	http://example.org/1342227#Topic650-27	
Households--Europe--History		lcsh	http://example.org/1342227#Topic650-28	
Middle Ages	http://id.loc.gov/authorities/subjects/sh85085001	lcsh	http://example.org/1342227#Topic650-29	
Villages--England--History	http://id.loc.gov/authorities/subjects/sh2010117886	lcsh	http://example.org/1398280#Topic650-21	
Cities and towns, Medieval--England--History		lcsh	http://example.org/1398280#Topic650-22	
Memory--Age factors	http://id.loc.gov/authorities/subjects/sh85083498	lcsh	http://example.org/1002380#Topic650-19	
Masses--Scores	http://id.loc.gov/authorities/subjects/sh2008107515	lcsh	http://example.org/1324887#Topic650-23	
Coronation music	http://id.loc.gov/authorities/subjects/sh85032875	lcsh	http://example.org/1324887#Topic650-24	
Methane	http://id.loc.gov/authorities/subjects/sh85084379	lcsh	http://example.org/1371765#Topic650-19	
Biogas	http://id.loc.gov/authorities/subjects/sh85014141	lcsh	http://example.org/1371765#Topic650-20	
Organic wastes	http://id.loc.gov/authorities/subjects/sh85095511	lcsh	http://example.org/1371765#Topic650-21	
Paleogeography--Soviet Union		lcsh	http://example.org/1318879#Topic650-19	
Petroleum--Geology--Soviet Union	http://id.loc.gov/authorities/subjects/sh2010106272	lcsh	http://example.org/1318879#Topic650-20	
Microeconomics	http://id.loc.gov/authorities/subjects/sh85084819	lcsh	http://example.org/1312868#Topic650-19	
Indians of North America--Canada--Population--Statistics		lcsh	http://example.org/1297108#Topic650-23	
Migration, Internal--Canada	http://id.loc.gov/authorities/subjects/sh2010101736	lcsh	http://example.org/1297108#Topic650-24	
Indians of North America--Canada--Statistics, Vital		lcsh	http://example.org/1297108#Topic650-25	
Flowers in art--Exhibitions	http://id.loc.gov/authorities/subjects/sh2008103853	lcsh	http://example.org/1405453#Topic650-27	
Portrait painting, Canadian--Exhibitions		lcsh	http://example.org/1405453#Topic650-28	
Acid sulfate soils	http://id.loc.gov/authorities/subjects/sh87001020	lcsh	http://example.org/1370835#Topic650-22	
Soils, Salts in--Saskatchewan		lcsh	http://example.org/1370835#Topic650-23	
Soils--Sulfur content--Saskatchewan		lcsh	http://example.org/1370835#Topic650-24	
Requiems, Unaccompanied	http://id.loc.gov/authorities/subjects/sh86001724	lcsh	http://example.org/1328340#Topic650-18	
Masses--Vocal scores with piano	http://id.loc.gov/authorities/subjects/sh2008107517	lcsh	http://example.org/1337500#Topic650-24	
Sociology--Philosophy	http://id.loc.gov/authorities/subjects/sh86006205	lcsh	http://example.org/1328252#Topic650-16	
Social sciences--Philosophy	http://id.loc.gov/authorities/subjects/sh85124013	lcsh	http://example.org/1328252#Topic650-17	
Humidity--Congresses		lcsh	http://example.org/1002435#Topic650-21	
Moisture--Congresses		lcsh	http://example.org/1002435#Topic650-22	
Vocal duets with instrumental ensemble	http://id.loc.gov/authorities/subjects/sh85144072	lcsh	http://example.org/1312131#Topic650-33	
Instrumental ensembles	http://id.loc.gov/authorities/subjects/sh85066772	lcsh	http://example.org/1312131#Topic650-34	
Clarinet and violin music	http://id.loc.gov/authorities/subjects/sh85026618	lcsh	http://example.org/1312131#Topic650-35	
Music--Canada--20th century		lcsh	http://example.org/1312131#Topic650-36	
Evolution	http://id.loc.gov/authorities/subjects/sh00007754	lcsh	http://example.org/1321112#Topic650-21	
Morphology (Animals)	http://id.loc.gov/authorities/subjects/sh85087348	lcsh	http://example.org/1321112#Topic650-22	
Indians of North America--Canada--Mortality--Statistics		lcsh	http://example.org/1295882#Topic650-27	
Indians of North America--Canada--Statistics, Vital		lcsh	http://example.org/1295882#Topic650-28	
Mortality--Canada--Statistics		lcsh	http://example.org/1295882#Topic650-29	
Motets	http://id.loc.gov/authorities/subjects/sh85087515	lcsh	http://example.org/1373014#Topic650-28	
Choruses, Sacred (Mixed voices), Unaccompanied	http://id.loc.gov/authorities/subjects/sh85024806	lcsh	http://example.org/1373014#Topic650-29	
Voluntarism	http://id.loc.gov/authorities/subjects/sh85144334	lcsh	http://example.org/1002352#Topic650-22	
Motivation (Psychology)	http://id.loc.gov/authorities/subjects/sh85087562	lcsh	http://example.org/1002352#Topic650-23	
Motor learning	http://id.loc.gov/authorities/subjects/sh85087585	lcsh	http://example.org/1365380#Topic650-23	
Mobile communication systems--Canada		lcsh	http://example.org/1357580#Topic650-16	
Artificial satellites in telecommunication--Canada		lcsh	http://example.org/1357580#Topic650-17	
System analysis	http://id.loc.gov/authorities/subjects/sh85131733	lcsh	http://example.org/1301767#Topic650-20	
National parks and reserves--Northwest Territories	http://id.loc.gov/authorities/subjects/sh87002593	lcsh	http://example.org/1378732#Topic650-20	
Cities and towns--Northwest Territories		lcsh	http://example.org/1378732#Topic650-21	
Motion picture music	http://id.loc.gov/authorities/subjects/sh85088056	lcsh	http://example.org/1408420#Topic650-21	
Country music--1981-1990	http://id.loc.gov/authorities/subjects/sh87003325	lcsh	http://example.org/1408420#Topic650-22	
Music in art	http://id.loc.gov/authorities/subjects/sh85088916	lcsh	http://example.org/1329665#Topic650-22	
Music--India--History and criticism	http://id.loc.gov/authorities/subjects/sh89006854	lcsh	http://example.org/1329665#Topic650-23	
Art, Indic	http://id.loc.gov/authorities/subjects/sh85007703	lcsh	http://example.org/1329665#Topic650-24	
Music--Austria--Vienna--20th century--History and criticism		lcsh	http://example.org/1368741#Topic650-24	
Choruses, Sacred (Mixed voices), Unaccompanied	http://id.loc.gov/authorities/subjects/sh85024806	lcsh	http://example.org/1331179#Topic650-25	
Choruses, Sacred (Mixed voices) with organ	http://id.loc.gov/authorities/subjects/sh85024820	lcsh	http://example.org/1331179#Topic650-26	
Motets	http://id.loc.gov/authorities/subjects/sh85087515	lcsh	http://example.org/1331179#Topic650-27	
Choruses, Sacred (Women's voices) with instrumental ensemble	http://id.loc.gov/authorities/subjects/sh85024850	lcsh	http://example.org/1331179#Topic650-28	
Polish poetry--Poland--Gdańsk--History and criticism		lcsh	http://example.org/1377891#Topic650-24	
Polish poetry--Early modern, 1500-1700		lcsh	http://example.org/1377891#Topic650-25	
Mythology--Juvenile literature--Bibliography		lcsh	http://example.org/1377016#Topic650-22	
Canoes and canoeing--Canada, Northern--History		lcsh	http://example.org/1377901#Topic650-28	
Wilderness areas--Canada, Northern		lcsh	http://example.org/1377901#Topic650-29	
Snowshoes and snowshoeing--Canada, Northern--History		lcsh	http://example.org/1377901#Topic650-30	
Historiography	http://id.loc.gov/authorities/subjects/sh85061211	lcsh	http://example.org/1313531#Topic650-21	
Neuroanatomy	http://id.loc.gov/authorities/subjects/sh85091113	lcsh	http://example.org/1318845#Topic650-25	
Nervous system--Diseases	http://id.loc.gov/authorities/subjects/sh85090924	lcsh	http://example.org/1318845#Topic650-26	
Nervous System--anatomy &amp; histology		mesh	http://example.org/1318845#Topic650-27	
Central nervous system--Diseases--Complications	http://id.loc.gov/authorities/subjects/sh85021910	mesh	http://example.org/1318845#Topic650-28	
Neuropsychology	http://id.loc.gov/authorities/subjects/sh85091163	lcsh	http://example.org/1318845#Topic650-29	
Nigerian poetry (English)--20th century		lcsh	http://example.org/1371655#Topic650-20	
Wildlife conservation--Canada		lcsh	http://example.org/1409258#Topic650-23	
Ethics	http://id.loc.gov/authorities/subjects/sh85045096	lcsh	http://example.org/1314216#Topic650-30	
Choruses, Sacred (Mixed voices) with string orchestra--Vocal scores with piano	http://id.loc.gov/authorities/subjects/sh85024824	lcsh	http://example.org/1324868#Topic650-26	
Psalms (Music)--127th Psalm	http://id.loc.gov/authorities/subjects/sh85108196	lcsh	http://example.org/1324868#Topic650-27	
Libraries--Special collections--Arctic regions		lcsh	http://example.org/1397323#Topic650-22	
Educational exchanges--Great Britain		lcsh	http://example.org/1340470#Topic650-23	
Educational exchanges--Developing countries		lcsh	http://example.org/1340470#Topic650-24	
Numerical analysis--Data processing	http://id.loc.gov/authorities/subjects/sh2008108514	lcsh	http://example.org/1336904#Topic650-26	
FORTRAN (Computer program language)	http://id.loc.gov/authorities/subjects/sh85050987	lcsh	http://example.org/1336904#Topic650-27	
Nursing--Research--Methodology	http://id.loc.gov/authorities/subjects/sh2008108535	lcsh	http://example.org/1368589#Topic650-25	
Nursing	http://id.loc.gov/authorities/subjects/sh99005691	mesh	http://example.org/1368589#Topic650-26	
Research--methods--nurses' instruction		mesh	http://example.org/1368589#Topic650-27	
Research--standards--nurses' instruction		mesh	http://example.org/1368589#Topic650-28	
Archaeologists--United States--Biography	http://id.loc.gov/authorities/subjects/sh2009115323	lcsh	http://example.org/1302626#Topic650-20	
Indians of North America--Antiquities	http://id.loc.gov/authorities/subjects/sh85065194	lcsh	http://example.org/1302626#Topic650-21	
Prohibition--United States--History	http://id.loc.gov/authorities/subjects/sh2010108614	lcsh	http://example.org/1354871#Topic650-26	
City planning and redevelopment law--Alberta--Decision making--Handbooks, manuals, etc		lcsh	http://example.org/1001202#Topic650-16	
City planning--Alberta--Decision making--Handbooks, manuals, etc		lcsh	http://example.org/1001202#Topic650-17	
East-West trade	http://id.loc.gov/authorities/subjects/sh85040584	lcsh	http://example.org/1359383#Topic650-18	
Visitations, Ecclesiastical--Poland		lcsh	http://example.org/1390692#Topic650-25	
Painting--Québec (Province)--Exhibitions		lcsh	http://example.org/1405386#Topic650-17	
Painting, French--Exhibitions	http://id.loc.gov/authorities/subjects/sh2008108827	lcsh	http://example.org/1405386#Topic650-18	
Equipment and supplies	http://id.loc.gov/authorities/subjects/sh87002492	mesh	http://example.org/1313288#Topic650-22	
People with disabilities	http://id.loc.gov/authorities/subjects/sh85058663	mesh	http://example.org/1313288#Topic650-23	
People with disabilities--Health and hygiene	http://id.loc.gov/authorities/subjects/sh85101581	lcsh	http://example.org/1313288#Topic650-24	
Self-care devices for the disabled		lcsh	http://example.org/1313288#Topic650-25	
Artists' books--United States	http://id.loc.gov/authorities/subjects/sh2007101486	lcsh	http://example.org/1296103#Topic650-19	
Piano music	http://id.loc.gov/authorities/subjects/sh85101782	lcsh	http://example.org/1312499#Topic650-28	
Sonatas (Piano)	http://id.loc.gov/authorities/subjects/sh85124927	lcsh	http://example.org/1312499#Topic650-29	
Monogenea	http://id.loc.gov/authorities/subjects/sh88021773	lcsh	http://example.org/1328729#Topic650-19	
Trematoda	http://id.loc.gov/authorities/subjects/sh85137270	lcsh	http://example.org/1328729#Topic650-20	
Australian poetry--20th century	http://id.loc.gov/authorities/subjects/sh2008114318	lcsh	http://example.org/1339268#Topic650-18	
Cuban poetry--20th century	http://id.loc.gov/authorities/subjects/sh85034630	lcsh	http://example.org/1359187#Topic650-18	
Short stories, Macedonian--History and criticism		lcsh	http://example.org/1344911#Topic650-20	
Macedonian fiction--20th century--History and criticism		lcsh	http://example.org/1344911#Topic650-21	
Theater--Tanzania--History--20th century		lcsh	http://example.org/1313867#Topic650-21	
Theater and society--Tanzania		lcsh	http://example.org/1313867#Topic650-22	
Harbors--Developing countries		lcsh	http://example.org/1322889#Topic650-25	
Harbors--Management		lcsh	http://example.org/1322889#Topic650-26	
Harbors--Design and construction	http://id.loc.gov/authorities/subjects/sh85058842	lcsh	http://example.org/1322889#Topic650-27	
Education, Higher--Finance--Law and legislation--Canada		lcsh	http://example.org/1407608#Topic650-21	
Federal aid to higher education--Canada		lcsh	http://example.org/1407608#Topic650-22	
Revisionist Zionists--Biography	http://id.loc.gov/authorities/subjects/sh2010110431	lcsh	http://example.org/1315451#Topic650-25	
Caddisflies--Alaska		lcsh	http://example.org/1302280#Topic650-25	
German newspapers--Germany (West)--Language		lcsh	http://example.org/1371862#Topic650-24	
German language--Social aspects	http://id.loc.gov/authorities/subjects/sh2008118058	lcsh	http://example.org/1371862#Topic650-25	
Teenagers--China--Hong Kong--Conduct of life		lcsh	http://example.org/1314596#Topic650-20	
Juvenile delinquency--China--Hong Kong		lcsh	http://example.org/1314596#Topic650-21	
Enlightenment	http://id.loc.gov/authorities/subjects/sh85044032	lcsh	http://example.org/1313300#Topic650-21	
Semantics (Philosophy)--History--18th century		lcsh	http://example.org/1313300#Topic650-22	
Language and languages--Philosophy--History--18th century	http://id.loc.gov/authorities/subjects/sh2009128794	lcsh	http://example.org/1313300#Topic650-23	
Philosophy, French--18th century	http://id.loc.gov/authorities/subjects/sh85100914	lcsh	http://example.org/1313300#Topic650-24	
Semiotics--History--18th century		lcsh	http://example.org/1313300#Topic650-25	
Sediment transport--Congresses	http://id.loc.gov/authorities/subjects/sh2010112492	lcsh	http://example.org/1363615#Topic650-22	
Alluvial streams--Congresses		lcsh	http://example.org/1363615#Topic650-23	
Sanskrit philology--Congresses		lcsh	http://example.org/1302126#Topic650-20	
Philosophy, Indic--Congresses	http://id.loc.gov/authorities/subjects/sh2010106094	lcsh	http://example.org/1302126#Topic650-21	
Physical education and training--Curricula--Congresses		lcsh	http://example.org/1338067#Topic650-18	
Juvenile delinquency--Prevention	http://id.loc.gov/authorities/subjects/sh85071168	lcsh	http://example.org/1384253#Topic650-21	
Juvenile delinquency--Canada--Prevention		lcsh	http://example.org/1384253#Topic650-22	
Community-based corrections--Canada		lcsh	http://example.org/1384253#Topic650-23	
Juvenile delinquents--Services for--Canada		lcsh	http://example.org/1384253#Topic650-24	
Juvenile corrections--Canada		lcsh	http://example.org/1384253#Topic650-25	
Shipping--European Economic Community countries		lcsh	http://example.org/1348427#Topic650-20	
Transportation and state--European Economic Community countries	http://id.loc.gov/authorities/subjects/sh2008112968	lcsh	http://example.org/1348427#Topic650-21	
Consolidation and merger of corporations--European Economic Community countries		lcsh	http://example.org/1348425#Topic650-21	
Highway engineering--Environmental aspects--Alberta--Banff National Park		lcsh	http://example.org/1369122#Topic650-20	
Roads--Alberta--Banff National Park		lcsh	http://example.org/1369122#Topic650-21	
Environmental protection--Austria	http://id.loc.gov/authorities/subjects/sh2009103420	lcsh	http://example.org/1298371#Topic650-18	
Education--Russia, Northern		lcsh	http://example.org/1398366#Topic650-22	
Planned unit developments--Case studies		lcsh	http://example.org/1404483#Topic650-21	
Saxophone music	http://id.loc.gov/authorities/subjects/sh85117851	lcsh	http://example.org/1351231#Topic650-31	
Electronic music	http://id.loc.gov/authorities/subjects/sh85042350	lcsh	http://example.org/1351231#Topic650-32	
Saxophone music, Arranged	http://id.loc.gov/authorities/subjects/sh85117852	lcsh	http://example.org/1351231#Topic650-33	
Agricultural development projects--Social aspects		lcsh	http://example.org/1339833#Topic650-20	
Rural development--Sociological aspects	http://id.loc.gov/authorities/subjects/sh85115905	lcsh	http://example.org/1339833#Topic650-21	
Sociology, Rural	http://id.loc.gov/authorities/subjects/sh85124229	lcsh	http://example.org/1339833#Topic650-22	
Rural poor	http://id.loc.gov/authorities/subjects/sh85115924	lcsh	http://example.org/1339833#Topic650-23	
Woodwind quartets (Saxophones (4))	http://id.loc.gov/authorities/subjects/sh85147995	lcsh	http://example.org/1312515#Topic650-27	
Variations (Saxophones (4))		lcsh	http://example.org/1312515#Topic650-28	
Forests and forestry--Québec (Province)	http://id.loc.gov/authorities/subjects/sh95004326	lcsh	http://example.org/1300857#Topic650-19	
Social classes--Soviet Union	http://id.loc.gov/authorities/subjects/sh2010113504	lcsh	http://example.org/1341604#Topic650-20	
Social structure--Soviet Union	http://id.loc.gov/authorities/subjects/sh2010113522	lcsh	http://example.org/1341604#Topic650-21	
Dolphins--Juvenile fiction	http://id.loc.gov/authorities/subjects/sh2009123658	lcsh	http://example.org/1354433#Topic650-19	
Reading (Elementary)	http://id.loc.gov/authorities/subjects/sh85111676	lcsh	http://example.org/1354433#Topic650-20	
Psychoanalysis	http://id.loc.gov/authorities/subjects/sh85108411	lcsh	http://example.org/1001292#Topic650-26	
Educational planning--Latin America	http://id.loc.gov/authorities/subjects/sh2009102710	lcsh	http://example.org/1330842#Topic650-20	
Educational planning--Caribbean Area		lcsh	http://example.org/1330842#Topic650-21	
Technical education--Latin America		lcsh	http://example.org/1330842#Topic650-22	
Technical education--Caribbean Area		lcsh	http://example.org/1330842#Topic650-23	
Education--Economic aspects--Latin America	http://id.loc.gov/authorities/subjects/sh2008118800	lcsh	http://example.org/1330842#Topic650-24	
Education--Economic aspects--Caribbean Area		lcsh	http://example.org/1330842#Topic650-25	
Petroleum reserves--United States	http://id.loc.gov/authorities/subjects/sh85100412	lcsh	http://example.org/1298245#Topic650-22	
Coal--United States--Reserves		lcsh	http://example.org/1298245#Topic650-23	
Alluvium--United States		lcsh	http://example.org/1298245#Topic650-24	
Alluvial streams--United States		lcsh	http://example.org/1298245#Topic650-25	
Navigation--Handbooks, manuals, etc	http://id.loc.gov/authorities/subjects/sh2008108367	lcsh	http://example.org/1330266#Topic650-25	
Navigation--Safety measures--Handbooks, manuals, etc		lcsh	http://example.org/1330266#Topic650-26	
Diagenesis	http://id.loc.gov/authorities/subjects/sh85037488	lcsh	http://example.org/1298278#Topic650-22	
Marine sediments	http://id.loc.gov/authorities/subjects/sh85081264	lcsh	http://example.org/1298278#Topic650-23	
Sediments (Geology)	http://id.loc.gov/authorities/subjects/sh85119509	lcsh	http://example.org/1298278#Topic650-24	
Sedimentation and deposition	http://id.loc.gov/authorities/subjects/sh85119506	lcsh	http://example.org/1298278#Topic650-25	
Science--History	http://id.loc.gov/authorities/subjects/sh85118570	lcsh	http://example.org/1359159#Topic650-28	
Religion and science--History	http://id.loc.gov/authorities/subjects/sh85112585	lcsh	http://example.org/1359159#Topic650-29	
Science--Social aspects	http://id.loc.gov/authorities/subjects/sh85118585	lcsh	http://example.org/1359159#Topic650-30	
Industrial design--Technique		lcsh	http://example.org/1398279#Topic650-21	
Artists' materials	http://id.loc.gov/authorities/subjects/sh85008309	lcsh	http://example.org/1398279#Topic650-22	
Artists' tools	http://id.loc.gov/authorities/subjects/sh85008321	lcsh	http://example.org/1398279#Topic650-23	
Technical assistance--Developing countries--Congresses	http://id.loc.gov/authorities/subjects/sh2010115819	lcsh	http://example.org/1339915#Topic650-24	
Criminal justice, Administration of--Canada--Planning		lcsh	http://example.org/1323474#Topic650-17	
Natural resources--Management	http://id.loc.gov/authorities/subjects/sh2001000588	lcsh	http://example.org/1391527#Topic650-23	
Environmental policy	http://id.loc.gov/authorities/subjects/sh85044197	lcsh	http://example.org/1391527#Topic650-24	
Environmental protection	http://id.loc.gov/authorities/subjects/sh85044203	lcsh	http://example.org/1391527#Topic650-25	
Child abuse--United States--Prevention--Study and teaching		lcsh	http://example.org/1325855#Topic650-21	
Child sexual abuse--United States--Prevention--Study and teaching		lcsh	http://example.org/1325855#Topic650-22	
Children's accidents--United States--Prevention--Study and teaching		lcsh	http://example.org/1325855#Topic650-23	
Water reuse--Congresses	http://id.loc.gov/authorities/subjects/sh2010118250	lcsh	http://example.org/1298995#Topic650-20	
Sewage--Purification--Congresses	http://id.loc.gov/authorities/subjects/sh2008111567	lcsh	http://example.org/1298995#Topic650-21	
Architecture, Modern--20th century	http://id.loc.gov/authorities/subjects/sh85006834	lcsh	http://example.org/1356485#Topic650-22	
Composers--Germany--Biography	http://id.loc.gov/authorities/subjects/sh2008101440	lcsh	http://example.org/1002112#Topic650-22	
Antisemitism	http://id.loc.gov/authorities/subjects/sh85005764	lcsh	http://example.org/1002112#Topic650-23	
Serbian fiction--20th century--History and criticism	http://id.loc.gov/authorities/subjects/sh2010112666	lcsh	http://example.org/1351953#Topic650-25	
Piano music	http://id.loc.gov/authorities/subjects/sh85101782	lcsh	http://example.org/1303996#Topic650-27	
Comparative literature--Russian and Spanish		lcsh	http://example.org/1370255#Topic650-21	
Comparative literature--Spanish and Russian		lcsh	http://example.org/1370255#Topic650-22	
Comparative literature--Russian and French	http://id.loc.gov/authorities/subjects/sh2009129960	lcsh	http://example.org/1370255#Topic650-23	
Comparative literature--French and Russian	http://id.loc.gov/authorities/subjects/sh2009129959	lcsh	http://example.org/1370255#Topic650-24	
Russian literature--History and criticism	http://id.loc.gov/authorities/subjects/sh2008111100	lcsh	http://example.org/1370255#Topic650-25	
Spanish literature--History and criticism	http://id.loc.gov/authorities/subjects/sh85126275	lcsh	http://example.org/1370255#Topic650-26	
French literature--History and criticism	http://id.loc.gov/authorities/subjects/sh2008104110	lcsh	http://example.org/1370255#Topic650-27	
Music--India	http://id.loc.gov/authorities/subjects/sh85088840	lcsh	http://example.org/1396348#Topic650-27	
Hindustani music	http://id.loc.gov/authorities/subjects/sh85088852	lcsh	http://example.org/1396348#Topic650-28	
Ragas	http://id.loc.gov/authorities/subjects/sh89005764	lcsh	http://example.org/1396348#Topic650-29	
Transport of sick and wounded	http://id.loc.gov/authorities/subjects/sh85137017	lcsh	http://example.org/1394366#Topic650-21	
Literature, Modern--20th century--History and criticism	http://id.loc.gov/authorities/subjects/sh85077561	lcsh	http://example.org/1315685#Topic650-23	
Folk art, Sami--Exhibitions		lcsh	http://example.org/1387253#Topic650-23	
Decorative arts--Europe, Northern--Exhibitions		lcsh	http://example.org/1387253#Topic650-24	
Research--Austria--1949		lcsh	http://example.org/1298369#Topic650-19	
Science--Austria--1949		lcsh	http://example.org/1298369#Topic650-20	
Science indicators--United States		lcsh	http://example.org/1378545#Topic650-21	
Research--United States	http://id.loc.gov/authorities/subjects/sh85113030	lcsh	http://example.org/1378545#Topic650-22	
Searches and seizures--Canada		lcsh	http://example.org/1333943#Topic650-20	
Attorney and client--Canada		lcsh	http://example.org/1333943#Topic650-21	
Cancer--Treatment	http://id.loc.gov/authorities/subjects/sh85019547	lcsh	http://example.org/1394374#Topic650-22	
Herbs--Therapeutic use	http://id.loc.gov/authorities/subjects/sh85060354	lcsh	http://example.org/1394374#Topic650-23	
Charms--Juvenile literature		lcsh	http://example.org/1001609#Topic650-21	
Incantations--Juvenile literature		lcsh	http://example.org/1001609#Topic650-22	
Petroleum--Geology	http://id.loc.gov/authorities/subjects/sh85100364	lcsh	http://example.org/1316348#Topic650-21	
Seismic prospecting	http://id.loc.gov/authorities/subjects/sh85119624	lcsh	http://example.org/1316348#Topic650-22	
Seismic waves	http://id.loc.gov/authorities/subjects/sh85119630	lcsh	http://example.org/1316348#Topic650-23	
Semantics	http://id.loc.gov/authorities/subjects/sh85119870	lcsh	http://example.org/1333340#Topic650-18	
Predicate calculus	http://id.loc.gov/authorities/subjects/sh85106251	lcsh	http://example.org/1333340#Topic650-19	
Reading comprehension--Study and teaching (Elementary)	http://id.loc.gov/authorities/subjects/sh2010109620	lcsh	http://example.org/1344415#Topic650-21	
Vocabulary	http://id.loc.gov/authorities/subjects/sh85144057	lcsh	http://example.org/1344415#Topic650-22	
Concept learning	http://id.loc.gov/authorities/subjects/sh85029615	lcsh	http://example.org/1344415#Topic650-23	
