Column 1	mach_ID_Per	VIAF-ID	score	VIAF	match_ID-cor	score-c	org	Column 3	Column 4
MacNeice, Louis, 1907-1963	46802910	46802910	1.0	MacNeice, Louis, 1907-1963			Person		http://example.org/1045364#Agent600-19
Clark, Neil			;	Clark, Neil			Person		http://example.org/1045364#Agent700-20
Scollard, Robert J., 1908-	77553613	77553613	1.0	Scollard, Robert J., 1908- 			Person		http://example.org/1049833#Agent100-9
Collins, Charles, 1874-1923	79586984	79586984	1.0	Collins, Charles, 1874-1923			Person		http://example.org/1049833#Agent600-18
Evans-Pritchard, E. E. (Edward Evan), 1902-1973	49225202	49225202	0.9787234042553191	Evans-Pritchard, E. E. (Edward Evan), 1902-1973			Person		http://example.org/100672#Agent100-11
Evans-Pritchard, E. E. (Edward Evan), 1902-1973	49225202	49225202	0.9787234042553191	Evans-Pritchard, E. E. (Edward Evan), 1902-1973			Person		http://example.org/100672#Agent600-19
Evans-Pritchard, E. E. (Edward Evan), 1902-1973	49225202	49225202	0.9787234042553191	Evans-Pritchard, E. E. (Edward Evan), 1902-1973			Person		http://example.org/100672#Agent600-20
Beidelman, T. O. (Thomas O.), 1931-	109291757	109291757	1.0	Beidelman, T. O. (Thomas O.), 1931-			Person		http://example.org/100672#Agent700-21
Wright, Samuel, 1905-	6467293	6467293	0.84	Wright, Samuel, 1905-			Person		http://example.org/100460#Agent100-11
Pater, Walter, 1839-1894	19689601	19689601	0.96	Pater, Walter, 1839-1894			Person		http://example.org/100460#Agent600-20
Bason, Frederick T	59175773	59175773	0.9473684210526315	Bason, Frederick T			Person		http://example.org/106201#Agent100-9
Maugham, W. Somerset (William Somerset), 1874-1965	66470937	66470937	0.9615384615384616	Maugham, W. Somerset (William Somerset), 1874-1965			Person		http://example.org/106201#Agent600-19
Dyer, Isaac W. (Isaac Watson), 1855-1937	20045081	20045081	1.0	Dyer, Isaac W. (Isaac Watson), 1855-1937			Person		http://example.org/1077703#Agent100-9
Carlyle, Thomas, 1795-1881	39390702	39390702	0.9629629629629629	Carlyle, Thomas, 1795-1881			Person		http://example.org/1077703#Agent600-19
Klymasz, Robert Bogdan, 1936-	109517524	109517524	1.0	Klymasz, Robert Bogdan, 1936-			Person		http://example.org/1017301#Agent100-12
Atkin, Pauline	91238396	91238396	1.0	Atkin, Pauline			Person		http://example.org/1007425#Agent100-9
Chapman, Guy			;	Chapman, Guy			Person		http://example.org/10800#Agent100-9
Beckford, William, 1760-1844	4926466	4926466	1.0	Beckford, William, 1760-1844			Person		http://example.org/10800#Agent600-19
Hodgkin, John			;	Hodgkin, John			Person		http://example.org/10800#Agent700-20
Seymour, Richard K	213556766	213556766	0.9473684210526315	Seymour, Richard K			Person		http://example.org/1095122#Agent100-12
Dechene, Verona M	75383266	75383266	1.0	Dechene, Verona M			Person		http://example.org/1000397#Agent100-12
University of Manitoba. Libraries		153551567		University of Manitoba. Libraries	153551567	1.0	Organization		http://example.org/1000397#Agent610-21
University of Manitoba. Libraries		153551567		University of Manitoba. Libraries	153551567	1.0	Organization		http://example.org/1000397#Agent710-24
MacPhail, Cathy	15717729	15717729	1.0	MacPhail, Cathy			Person		http://example.org/1071320#Agent100-10
Sault Area International Library Association				Sault Area International Library Association			Organization		http://example.org/1071320#Agent710-20
Hagar, Helmut	422149106359968492815	422149106359968492815	1.0	Hagar, Helmut			Person		http://example.org/1008859#Agent100-11
Institutum Litterarum Estonicum (Stockholm, Sweden)		167994840		Institutum Litterarum Estonicum (Stockholm, Sweden)	167994840	1.0	Organization		http://example.org/1008859#Agent710-24
Ränk, Aino	21144814264244586270	21144814264244586270	1.0	Ränk, Aino			Person		http://example.org/1097582#Agent100-12
Israel, Stanley	19312226	19312226	1.0	Israel, Stanley			Person		http://example.org/1012968#Agent100-11
Rathmell, John M	112022743	112022743	0.9411764705882353	Rathmell, John M			Person		http://example.org/1011888#Agent100-11
Pettman, B. O	2854149198214974940001	2854149198214974940001	1.0	Pettman, B. O			Person		http://example.org/1010528#Agent100-10
Institute of Scientific Business (Great Britain)		168439612		Institute of Scientific Business (Great Britain)	168439612	1.0	Organization		http://example.org/1010528#Agent810-21
Blaustein, Albert P., 1921-1994	217366649	217366649	1.0	Blaustein, Albert P., 1921-1994			Person		http://example.org/1027482#Agent100-11
Matthews, Jessie L				Matthews, Jessie L			Person		http://example.org/1027482#Agent700-20
DeVergie, Adrienne, 1936-	112218675	112218675	1.0	DeVergie, Adrienne, 1936- 			Person		http://example.org/1027482#Agent700-21
Rawson, Margaret B	77559387	77559387	0.9473684210526315	Rawson, Margaret B			Person		http://example.org/1064669#Agent100-11
Orton Society		155268512		Orton Society	155268512	1.0	Organization		http://example.org/1064669#Agent710-22
Rawson, Margaret B	77559387	77559387	0.9473684210526315	Rawson, Margaret B			Person		http://example.org/1069292#Agent100-10
Orton Society		155268512		Orton Society	155268512	1.0	Organization		http://example.org/1069292#Agent710-21
Gutkind, Peter Claus Wolfgang	105865394	105865394	1.0	Gutkind, Peter Claus Wolfgang			Person		http://example.org/1065312#Agent100-10
Harrauer, Hermann	209400799	209400799	0.9444444444444444	Harrauer, Hermann			Person		http://example.org/1091649#Agent100-13
Tibullus			;	Tibullus			Person		http://example.org/1091649#Agent600-22
Wheat, Carl I. (Carl Irving), 1892-1966	23564681	23564681	1.0	Wheat, Carl I. (Carl Irving), 1892-1966			Person		http://example.org/1026166#Agent100-10
Svensson, Nils-Eric	167502476	167502476	1.0	Svensson, Nils-Eric			Person		http://example.org/1069171#Agent100-10
Dahllöf, Urban	46800675	46800675	1.0	Dahllöf, Urban			Person		http://example.org/1069163#Agent100-13
Berman, Daniel M	6277523	6277523	0.9411764705882353	Berman, Daniel M			Person		http://example.org/1044926#Agent100-12
United States			;	United States			Jurisdiction		http://example.org/1044926#Agent610-20
Foster, Henry Hubbard, 1911-	60323220	60323220	1.0	Foster, Henry Hubbard, 1911-			Person		http://example.org/1034601#Agent100-13
Cook, David B	9930151	9930151	0.9285714285714286	Cook, David B			Person		http://example.org/1045054#Agent100-11
Carlson, Effie B	241418720	241418720	0.9411764705882353	Carlson, Effie B			Person		http://example.org/1081929#Agent100-14
Canadian Music Library Association				Canadian Music Library Association			Organization		http://example.org/1081940#Agent110-11
Harig, Katherine Jean	91669467	91669467	1.0	Harig, Katherine Jean			Person		http://example.org/1028750#Agent100-10
Arbuthnot, May Hill, 1884-1969	25890995	25890995	1.0	Arbuthnot, May Hill, 1884-1969			Person		http://example.org/1028750#Agent600-19
Ash, Lee, 1917-1993	32010283	32010283	1.0	Ash, Lee, 1917-1993			Person		http://example.org/105442#Agent700-25
Uhlendorf, Bernhard A. (Bernhard Alexander), 1893-	28082019	28082019	1.0	Uhlendorf, Bernhard A. (Bernhard Alexander), 1893-			Person		http://example.org/105442#Agent700-26
Council of National Library Associations		122022802		Council of National Library Associations	122022802	0.975609756097561	Organization		http://example.org/105442#Agent710-27
Stothers, Robert				Stothers, Robert			Person		http://example.org/1060154#Agent100-11
Cowley, Robert Henry, 1859-1927				Cowley, Robert Henry, 1859-1927			Person		http://example.org/1060154#Agent600-19
Emden, A. B. (Alfred Brotherston), 1888-1979	109229224	109229224	1.0	Emden, A. B. (Alfred Brotherston), 1888-1979			Person		http://example.org/1072787#Agent100-10
Oxford (England) University			;	Oxford (England) University			Jurisdiction		http://example.org/1072787#Agent610-18
Clark, Ronald W., 1916-	88041678	88041678	1.0	Clark, Ronald W., 1916-			Person		http://example.org/10363#Agent100-11
Nuffield Foundation		128864027	;	Nuffield Foundation	128864027	0.9473684210526315	Organization		http://example.org/10363#Agent610-19
Hussell, C. G. Ivan	163363969	163363969	0.95	Hussell, C. G. Ivan			Person		http://example.org/1062381#Agent100-12
Laing, Alice F	276041045	276041045	1.0	Laing, Alice F			Person		http://example.org/1062381#Agent700-22
Harrington, Milton, 1884-1942				Harrington, Milton, 1884-1942			Person		http://example.org/1044409#Agent100-10
Morris, John Gareth	109461035	109461035	1.0	Morris, John Gareth			Person		http://example.org/1025175#Agent100-12
Laurence, Margaret	44317974	44317974	1.0	Laurence, Margaret			Person		http://example.org/1014424#Agent100-15
Lynch, Frank, 1921-	110417919	110417919	1.0	Lynch, Frank, 1921-			Person		http://example.org/1003568#Agent100-12
Ateneo de Manila. Institute of Philippine Culture		122609138	;	Ateneo de Manila. Institute of Philippine Culture	122609138	0.8166666666666667	Organization		http://example.org/1003568#Agent710-24
Benet, Sula, 1903-1982	41999382	41999382	1.0	Benet, Sula, 1903-1982			Person		http://example.org/1007601#Agent100-13
Sakʻartʻvelos komunisturi partia		149548526		Sakʻartʻvelos komunisturi partia	149548526	1.0	Organization		http://example.org/1048976#Agent610-18
Khvart͡skii͡a, M. Sh			;	Khvart͡skii͡a, M. Sh			Person		http://example.org/1048976#Agent700-19
Lawton, Edith Buchwald, 1911-	66191179	66191179	1.0	Lawton, Edith Buchwald, 1911-			Person		http://example.org/1033111#Agent100-10
Broom, Leonard	24705143	24705143	1.0	Broom, Leonard			Person		http://example.org/1054423#Agent100-12
Jones, F. Lancaster (Frank Lancaster)	25849692	25849692	1.0	Jones, F. Lancaster (Frank Lancaster)			Person		http://example.org/1054423#Agent700-23
Pringle, M. L. Kellmer (Mia Lilly Kellmer)	31967606	31967606	1.0	Pringle, M. L. Kellmer (Mia Lilly Kellmer)			Person		http://example.org/1069819#Agent100-15
National Bureau for Co-operation in Child Care		141893848		National Bureau for Co-operation in Child Care	141893848	1.0	Organization		http://example.org/1069819#Agent710-29
Goldsmith, Edward, 1928-2009	79071266	79071266	1.0	Goldsmith, Edward, 1928-2009			Person		http://example.org/1063620#Agent700-20
Sanchez, Sonia, 1934-	9863912	9863912	1.0	Sanchez, Sonia, 1934-			Person		http://example.org/1024786#Agent100-11
Deaver, George G. (George Gilbert), 1890-	92277074	92277074	1.0	Deaver, George G. (George Gilbert), 1890-			Person		http://example.org/1033122#Agent100-11
Bain, Chester W. (Chester Ward)	36499963	36499963	1.0	Bain, Chester W. (Chester Ward)			Person		http://example.org/1052136#Agent100-12
University of Virginia. Institute of Government		148681116		University of Virginia. Institute of Government	148681116	1.0	Organization		http://example.org/1052136#Agent710-23
Miller, Billie			;	Miller, Billie			Person		http://example.org/1034874#Agent100-13
Miller, Billie			;	Miller, Billie			Person		http://example.org/1034874#Agent600-21
Helwig, David, 1938-	115704098	115704098	0.8333333333333334	Helwig, David, 1938-			Person		http://example.org/1034874#Agent700-23
Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927	47134746	47134746	0.9811320754716981	Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927			Person		http://example.org/1055901#Agent100-10
Stein, Gertrude, 1874-1946	22149082	22149082	0.9629629629629629	Stein, Gertrude, 1874-1946			Person		http://example.org/1080139#Agent100-11
Gidde, Walter	308213330	308213330	1.0	Gidde, Walter			Person		http://example.org/1088451#Agent100-10
MacLean, Colin			;	MacLean, Colin			Person		http://example.org/109788#Agent100-10
Maclean, Moira	84782605	84782605	1.0	Maclean, Moira			Person		http://example.org/109788#Agent700-20
Wakefield, Kaye	280732303	280732303	1.0	Wakefield, Kaye			Person		http://example.org/104373#Agent100-9
Goodhue, Bertram Grosvenor, 1869-1924	30597403	30597403	1.0	Goodhue, Bertram Grosvenor, 1869-1924			Person		http://example.org/1083612#Agent100-10
Beardsley, Aubrey, 1872-1898	88739636	88739636	1.0	Beardsley, Aubrey, 1872-1898			Person		http://example.org/1084151#Agent100-10
Vallance, Aymer, 1862-1943	34828402	34828402	1.0	Vallance, Aymer, 1862-1943			Person		http://example.org/1084151#Agent700-19
Grey Owl, 1888-1938	35250214	35250214	1.0	Grey Owl, 1888-1938			Person		http://example.org/1008327#Agent100-10
Reynolds, Ernest Edwin, 1894-	105864925	105864925	1.0	Reynolds, Ernest Edwin, 1894- 			Person		http://example.org/1008327#Agent700-25
Shimomura, Kojin, 1884-1955	55456832	55456832	1.0	Shimomura, Kojin, 1884-1955			Person		http://example.org/1048758#Agent100-10
Confucius	89664672	89664672	1.0	Confucius			Person		http://example.org/1048758#Agent600-18
Stallworthy, Jon	84480923	84480923	1.0	Stallworthy, Jon			Person		http://example.org/1028454#Agent100-10
Manning-Sanders, Ruth, 1888-1988	79297912	79297912	1.0	Manning-Sanders, Ruth, 1888-1988			Person		http://example.org/102892#Agent100-11
Jacques, Robin			;	Jacques, Robin			Person		http://example.org/102892#Agent700-22
Formaggio, Dino	66467274	66467274	1.0	Formaggio, Dino			Person		http://example.org/1087797#Agent100-11
Basso, Carlo			;	Basso, Carlo			Person		http://example.org/1087797#Agent700-21
Gribelin, Simon, 1661-1733	17463044	17463044	1.0	Gribelin, Simon, 1661-1733			Person		http://example.org/1087918#Agent100-10
Hofer, Philip, 1898-1984	120155546	120155546	1.0	Hofer, Philip, 1898-1984			Person		http://example.org/1087918#Agent700-20
Ruzicka, Rudolph, 1883-1978	317290397	317290397	1.0	Ruzicka, Rudolph, 1883-1978			Person		http://example.org/1087918#Agent700-21
Garnet, Eldon, 1946-	40614968	40614968	0.8333333333333334	Garnet, Eldon, 1946-			Person		http://example.org/106249#Agent700-20
Trevers, Brian				Trevers, Brian			Person		http://example.org/106249#Agent700-21
Whibley, Charles, 1859-1930	37286306	37286306	1.0	Whibley, Charles, 1859-1930			Person		http://example.org/1035316#Agent100-11
Coleman, Lesley	19061539	19061539	1.0	Coleman, Lesley			Person		http://example.org/1003495#Agent100-10
Wyndham, Richard			;	Wyndham, Richard			Person		http://example.org/1081046#Agent100-11
Sitwell, Sacheverell, 1897-1988	109354570	109354570	1.0	Sitwell, Sacheverell, 1897-1988			Person		http://example.org/1081046#Agent700-21
Humphreys, Travers, Sir, 1867-	29184122	29184122	0.8823529411764706	Humphreys, Travers, Sir, 1867-			Person		http://example.org/103682#Agent100-11
Sparshott, Francis Edward, 1926-	5070608	5070608	1.0	Sparshott, Francis Edward, 1926-			Person		http://example.org/100840#Agent100-10
Schapper, Henry P	72635502	72635502	0.9444444444444444	Schapper, Henry P			Person		http://example.org/1017732#Agent100-13
Steward, Julian Haynes, 1902-1972	39417132	39417132	1.0	Steward, Julian Haynes, 1902-1972			Person		http://example.org/1044762#Agent100-12
United States. Indian Claims Commission		154715300		United States. Indian Claims Commission	154715300	1.0	Jurisdiction		http://example.org/1044762#Agent710-25
Davidson, Daniel Sutherland, 1900-	52064727	52064727	1.0	Davidson, Daniel Sutherland, 1900-			Person		http://example.org/1078592#Agent100-11
Moodie, Peter Martin			;	Moodie, Peter Martin			Person		http://example.org/1054813#Agent100-12
Hackenberg, Robert A	50579601	50579601	0.9523809523809523	Hackenberg, Robert A			Person		http://example.org/1045236#Agent100-12
Underhill, Ruth Murray, 1884-1984	32151427	32151427	1.0	Underhill, Ruth Murray, 1884-1984			Person		http://example.org/1045236#Agent700-25
Xavier, Gwyneth H	118579222	118579222	0.9444444444444444	Xavier, Gwyneth H			Person		http://example.org/1045236#Agent700-26
United States. Indian Claims Commission		154715300		United States. Indian Claims Commission	154715300	1.0	Jurisdiction		http://example.org/1045236#Agent710-27
Hackenberg, Robert A	50579601	50579601	0.9523809523809523	Hackenberg, Robert A			Person		http://example.org/1041046#Agent100-12
United States. Indian Claims Commission		154715300		United States. Indian Claims Commission	154715300	1.0	Jurisdiction		http://example.org/1041046#Agent710-27
Long, J. P. M. (Jeremy Phillip Merrick)	19521652	19521652	1.0	Long, J. P. M. (Jeremy Phillip Merrick)			Person		http://example.org/1017733#Agent100-12
Social Science Research Council of Australia		148377727		Social Science Research Council of Australia	148377727	1.0	Organization		http://example.org/1017733#Agent710-24
Chalfant, Stuart A	118575218	118575218	0.9473684210526315	Chalfant, Stuart A			Person		http://example.org/1068994#Agent100-12
Burlingame, Merrill G. (Merrill Gildea), 1901-1994	60477352	60477352	1.0	Burlingame, Merrill G. (Merrill Gildea), 1901-1994			Person		http://example.org/1068994#Agent700-27
Malouf, Carling, 1916-			;	Malouf, Carling, 1916-			Person		http://example.org/1068994#Agent700-28
