File_name,Title,Department,Community,Publisher,Creator
cornerstonejourn113albe,Cornerstone : the journal of the Alberta Historical Resources Foundation / 11: no.3,Government of Alberta. Alberta Historical Resource Foundation. The Foundation,Government of Alberta,[Edmonton] : The Foundation,Alberta Historical Resources Foundation
applyingforconse00fami,Applying for a consent order that does not include child support,Government of Alberta. Family Law Information Centre.,Government of Alberta,Edmonton : Family Law Information Centre,Family Law Information Centre
seriiachytanokdl03turk,Serii͡a chytanok dli͡a rozvitku ukraïnsʹkoï movy,Alberta Education.,Alberta Education,Edmonton : Alberta Education,"Turko, Xenia C Zyp, Hank C. J. M"
annrepalbpub1992,"Annual report / Alberta Public Works, Supply and Services / 1992","Alberta Public Works, Supply and Services.","Alberta Public Works, Supply and Services","[Edmonton] : Alberta Public Works, Supply and Services","Alberta. Alberta Public Works, Supply and Services"
occupationalinju2000albe,Occupational injuries and diseases in Alberta / 2003,Alberta Labour. Alberta Human Resources and Employment. Alberta Employment and Immigration.,Alberta Labour,Edmonton : Alberta Human Resources and Employment,Alberta. Alberta Human Resources and Employment Alberta. Alberta Employment and Immigration
abmchequipgd2007,Alberta machinery & equipment assessment Minister's guidelines / 2007,Alberta Municipal Affairs.,Alberta Municipal Affairs,[Edmonton] : Alberta Municipal Affairs,Alberta. Alberta Municipal Affairs
regionaldevelopm00albe_3,Regional development program : 1975-76,Alberta Economic Development and Trade. Alberta Industry and Commerce.,Alberta Economic Development and Trade,[Edmonton] : Alberta Industry and Commerce,Alberta. Alberta Industry and Commerce
annualreportrest2005albe,Annual Report : Restructuring and Government Efficiency / 2005,Government of Alberta. Restructuring and Government Efficiency.,Government of Alberta,Edmonton : Restructuring and Government Efficiency,Alberta. Restructuring and Government Efficiency
listenvireducpubspet1981,List of environmental education publications / 1981 1981: Sept,Alberta Environment and Parks.,Alberta Environment and Parks,[Edmonton] : The Dept.,Alberta. Alberta Environment
albertaenvironme00stan_0,Alberta Environment water for life : aquatic ecosystems review of issues and monitoring techniques,Alberta Environment and Parks.,Alberta Environment and Parks,[Edmonton] : Alberta Environment,Stantec Consulting Ltd Alberta. Alberta Environment
bibathabaoil1975_3rded,"A Bibliography of the Athabasca oil sands, Fort McMurray, Alberta area; socio-economic and environmental studies / 1975",Alberta Environment and Parks. Library. Dept. of the Environment.,Alberta Environment and Parks,"Edmonton : Alberta Environment, Library",Alberta. Alberta Environment. Library Alberta. Dept. of the Environment
reportofchiefele00albe_9,"The report of the Chief Electoral Officer on the Chinook by-election held Monday, November 23, 1987",Legislative Assembly Office. Chief Electoral Officer.,Legislative Assembly Office,"[Edmonton : Alberta Legislative Assembly, Office of the Chief Electoral Officer]",Alberta. Chief Electoral Officer
grade9mathematic00albe,"Grade 9 mathematics curriculum specifications : (program of studies, 1978)",Alberta Education. Curriculum Branch.,Alberta Education,"[Edmonton, Alta.] : Curriculum Branch",Alberta. Curriculum Branch
sheepfoot1985,Sheep footnotes / 8,Alberta Agriculture and Forestry. Beef and Sheep Branch.,Alberta Agriculture and Forestry,,Alberta. Beef and Sheep Branch
grade12diplomae985albe_16,Grade 12 diploma examination. Biology 30 / Jun 1985,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
summaryreportonp00albe,"Summary report on public forums for the September, 1984 draft of the Castle river sub-regional integrated resource plan",Alberta Energy. Alberta Energy and Natural Resources. Resource Evaluation and Planning Division.,Alberta Energy,"[Edmonton] : Alberta Energy and Natural Resources, Resource Evaluation and Planning",Alberta. Alberta Energy and Natural Resources. Resource Evaluation and Planning Division
preconditioningw00karr,Preconditioning : will it pay the producer as well as the feeder? ; ACPF,Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,"Edmonton, Alta. : Alberta Agriculture","Karren, Dwight Church, Terry Alberta. Alberta Agriculture"
appliedmathemati03albe_3,Applied mathematics 20,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Alberta. Alberta Learning. Learning Technologies Branch
trendsissuesinla00albe,Trends and issues in language education : a discussion paper / Draft.,Alberta Education. Curriculum Standards Branch.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Curriculum Standards Branch
abstatrev1984qu2,Alberta statistical review / 1984: 2nd quar.,Alberta Treasury Board and Finance. Bureau of Statistics.,Alberta Treasury Board and Finance,"Edmonton, Alta. : Bureau of Statistics",Alberta. Bureau of Statistics
statusofprairier00wats,Status of the prairie rattlesnake (Crotalus viridis viridis) in Alberta,Alberta Environment and Parks. Wildlife Management Division. Alberta Environmental Protection.,Alberta Environment and Parks,"[Edmonton] : Alberta Environmental Protection, Wildlife Management Division, Status and Surveys Branch","Watson, Sheri M Russell, Anthony P. (Anthony Patrick), 1947- Alberta. Wildlife Management Division Alberta. Alberta Environmental Protection"
heatradiationfro00guig,Heat radiation from flares,Alberta Environment and Parks. Environmental Sciences Division.,Alberta Environment and Parks,"Edmonton : Alberta Environment, Environmental Sciences Division, Science & Technology Division","Guigard, Selma E Kindzierski, Warren B Harper, Nicola Alberta. Environmental Sciences Division"
rainbowreportour03prem,The Rainbow report : our vision for health,"Government of Alberta. Premier's Commission on Future Health Care for Albertans Saffran, Marion A.",Government of Alberta,Edmonton : The Commission,"Premier's Commission on Future Health Care for Albertans Saffran, Marion A"
agricsocnews83,Agricultural societies newsletter / 1981-1983,Alberta Agriculture and Forestry. Farm Development Division. Engineering and Rural Services Division. Rural Services Division.,Alberta Agriculture and Forestry,"Edmonton, Alta. : Alberta Agriculture, Farm Development Division",Alberta. Farm Development Division Alberta. Engineering and Rural Services Division Alberta. Rural Services Division
science30modules08albe,Science 30 : [modules],Alberta Education. Distance Learning.,Alberta Education,Edmonton : Alberta Education,Alberta. Distance Learning Alberta. Alberta Education
generalenergy1981fa,General publications of Alberta Energy and Natural Resources / 1981,Alberta Energy. Alberta Energy and Natural Resources.,Alberta Energy,Edmonton : Alberta Energy and Natural Resources,Alberta. Alberta Energy and Natural Resources
acidrainscienceo00albe,Acid rain : the science of acidic deposition,Alberta Environment and Parks.,Alberta Environment and Parks,[Edmonton] : Alberta Environment,Alberta. Alberta Environment
altaenergyannrpt1995,Annual report / 1986,Alberta Energy.,Alberta Energy,Edmonton : Alberta Energy,Alberta. Alberta Energy
pruninginalberta00tuck_0,Pruning in Alberta / Rev. 1990,Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,[Edmonton] : Alberta Agriculture,"Tucker, Stuart C Alberta. Alberta Agriculture"
gasdensitymeasur00albe,Gas density measurement frequency (orifice meters),Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"Calgary, Alta. : Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
plantcommunitycl00coen,Plant community classification of the Pakowki Sandhills and sand plains,Alberta Environment and Parks. Alberta Sustainable Resource Development.,Alberta Environment and Parks,Edmonton : Geowest Environmental Consultants Ltd.,"Coenen, Valerie Bentz, Jerry A Alberta. Alberta Sustainable Resource Development Geowest Environmental Consultants Ltd"
assessmentplacem00albe,An assessment/placement model for long term care services in Alberta,Government of Alberta. Interdepartmental Committee on Long Term Care.,Government of Alberta,[Edmonton? : Alberta Hospitals and Medical Care],Alberta. Interdepartmental Committee on Long Term Care Alberta. Alberta Hospitals & Medical Care
samplesofstudent00albe,"Samples of students' responses from the grade 9 science performance-based assessment tasks, June 1993",Alberta Education. Student Evaluation.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education. Student Evaluation
cropprotection00albe_11,Crop protection / 2011,Alberta Agriculture and Forestry. Food and Rural Development.,Alberta Agriculture and Forestry,"Edmonton : Alberta Agriculture, Food and Rural Development","Alberta. Alberta Agriculture, Food, and Rural Development Alberta. Alberta Agriculture and Food Alberta. Alberta Agriculture and Rural Development Alberta. Alberta Agriculture and Forestry"
annualreportdipl1997albe,"Annual report, Diploma Examinations Program / 1990",Alberta Education. Student Evaluation Branch.,Alberta Education,"Edmonton : Alberta Education, Student Evaluation",Alberta. Student Evaluation Branch
mathematics3106albe_1,Mathematics 31 / Second edition,Alberta Education. Alberta Distance Learning Centre.,Alberta Education,,Alberta. Alberta Education. Alberta Distance Learning Centre Alberta. Alberta Education
careerinfo87_88,Career information catalogue / 1987/1988,Alberta Labour. Alberta Manpower. Career Information Services. Career Services Branch. Alberta Career Development and Employment.,Alberta Labour,Edmonton : Alberta Manpower,Alberta. Alberta Manpower Alberta. Career Information Services Alberta. Career Services Branch Alberta. Alberta Career Development and Employment
math402albe,Math 4,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
withinourborders00alb_0xh,"Within our borders, 1962-12 / 1962-12",Alberta Economic Development and Trade. Dept. of Economic Affairs. Publicity Branch.,Alberta Economic Development and Trade,"Edmonton, Govt. of Alberta",Alberta. Dept. of Economic Affairs. Publicity Branch
grade12diplomae984albe_17,Grade 12 diploma examination. Physics 30 / Jun 1984,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
examenenvuedudip00albe_75,Examen en vue du diplôme douzième année. Mathématiques 30. Juin 1990. / 1990:juin,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
fieldpoolcodes88,Field and pool codes numeric list / 1988: Jan.,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,[Calgary] : The Board,Alberta. Energy Resources Conservation Board Alberta Energy and Utilities Board
puremathematics104albe,Pure mathematics 10,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Learning Technologies Branch
grade12diplomae1998albe_7,"Grade 12 diploma examination. English 30. Part A, Written response / Jun 1998",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
officesoflegisla00albe_9,Offices of the Legislative Assembly estimates. General revenue fund / 2009,Alberta Treasury Board and Finance.,Alberta Treasury Board and Finance,[Edmonton : Treasury Board],Alberta. Alberta Treasury Board
science904albe_1,Science 9,Alberta Education. Learning Technologies Branch.,Alberta Education,Edmonton : Alberta Learning,Alberta. Alberta Learning. Learning Technologies Branch Alberta. Alberta Learning
perspectivesonma00albe,Perspectives on marriage : CMH 3140,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Learning Technologies Branch Alberta. Alberta Learning
strathconasitefj00newt,"Strathcona Site (FjPi-29) excavations 1978, 1979 and 1980",Alberta Culture and Tourism. Historical Resources Division.,Alberta Culture and Tourism,"[Edmonton] : Alberta Culture, Historical Resources Division","Newton, B. (Barry) Archaeological Survey of Alberta Alberta. Historical Resources Division"
initiationtoteac00albe,The initiation to teaching project,Alberta Education.,Alberta Education,"[Edmonton, Alta.] : Alberta Education",Alberta. Alberta Education
resourcestosuppo00albe,Resources to support students with diverse learning needs for Francophones and French immersion schools,Alberta Education. French Language Services Branch.,Alberta Education,"Edmonton , AB : Alberta Education",Alberta. Alberta Education. French Language Services Branch
southernheadwate00pear_0,"Southern Headwaters At Risk Project (SHARP) amphibian and western painted turtle (Chrysemys picta) surveys, 2003-2004",Alberta Environment and Parks. Fish and Wildlife Division.,Alberta Environment and Parks,"[Edmonton] : Alberta Sustainable Resource Development, Fish & Wildlife Division, Resource Data and Species at Risk Section","Pearson, K. J Alberta. Fish and Wildlife Division Alberta. Alberta Sustainable Resource Development"
termexaminationj74calg,"Term examination, June, 1924",Government of Alberta. Calgary School Board.,Government of Alberta,[Alberta] : Calgary School Board,Calgary Public School Board
wetlandmanagemen00albe_1,Wetland management in the settled area of Alberta : an interim policy,Government of Alberta. Alberta Water Resources Commission.,Government of Alberta,Edmonton : Alberta Water Resources Commission,Alberta Water Resources Commission
economicsofprodu00albe_0,The economics of production and marketing of greenhouse crops in Alberta / 1983,Alberta Agriculture and Forestry. Production Economics Branch.,Alberta Agriculture and Forestry,"Edmonton, Alta. : Alberta Agriculture, Economic Services Division, Production Economics Branch",Alberta. Alberta Agriculture. Production Economics Branch
cropprotectionwi00albe_3,Crop protection with chemicals / 1998,Alberta Agriculture and Forestry. Food and Rural Development.,Alberta Agriculture and Forestry,Edmonton : Alberta Agriculture,"Alberta. Alberta Agriculture Alberta. Alberta Agriculture, Food, and Rural Development"
reviewofmodified00albe_0,A review of the modified wood pulping & bleaching processes proposed for Alberta-Pacific Forest Industries Inc. pulp mill,Alberta Environment and Parks.,Alberta Environment and Parks,"Edmonton, Alta. The Panel","Alberta-Pacific Scientific Review Panel Brushett, E. R. (Edward R.) Alberta. Alberta Environment Alberta-Pacific Forest Industries Inc"
privateindepende1990priv,Private and independent colleges in Alberta / 3rd ed.,Government of Alberta. Private Colleges Accreditation Board,Government of Alberta,"Edmonton, Alta. : Private Colleges Accreditation Board",Private Colleges Accreditation Board (Alta.)
science30grade122001albe,Science 30 grade 12 diploma examination / Jan 2001,Alberta Education. Student Evaluation Branch.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
pheasantleadersg00albe,Pheasant leaders' guide / 1980,Alberta Agriculture and Forestry. 4-H Branch.,Alberta Agriculture and Forestry,"[Edmonton, Alta.] : Alberta Agriculture, 4-H Branch",Alberta. 4-H Branch
limnologicalchar02cros,"The limnological characteristics of the Bow, Oldman and South Saskatchewan Rivers (1979-82)",Alberta Environment and Parks. Water Quality Control Branch. Pollution Control Division.,Alberta Environment and Parks,"Edmonton : Alberta Environment, Environmental Protection Services, Pollution Control Division, Water Quality Control Branch","Cross, P. M. (Patricia Margaret) Hamilton, H. R. (Henry R.), 1932- Charlton, S. E. D Alberta. Water Quality Control Branch Alberta. Pollution Control Division"
businessinvolvem00nich_1,Business involvement in education : literature review,Alberta Education.,Alberta Education,"Edmonton, AB : Alberta Education",Nichols Education Consulting Group Alberta. Alberta Education
foundationnursing198485,Annual report/Alberta Foundation for Nursing Research / 1985,Government of Alberta. Alberta Foundation for Nursing Research,Government of Alberta,[S.l.] : The Foundation,Alberta Foundation for Nursing Research
departmentalexam06albe_0,"Departmental examinations, 1938, grade IX / Alberta.",Alberta Education. High School Entrance Examination Board.,Alberta Education,[Alberta] : High School Entrance Examination Board,Alberta. High School Entrance Examination Board
customratessurvey2002,Custom rates survey / 1985,"Alberta Agriculture and Forestry. Statistics Branch. Alberta Agriculture, Food and Rural Development. Market Analysis & Statistics Branch. Alberta Agriculture, Food, and Rural Development. Production Economics and Statistics Branch. Alberta Agriculture, Food, and Rural Development. Statistics & Data Development Unit. Alberta Agriculture and Food. Statistics & Data Development Unit. Alberta Agriculture and Rural Development. Statistics & Data Development Unit. Economics and Competitiveness Division. Statistics and Data Development Branch.",Alberta Agriculture and Forestry,"[Edmonton] : Alberta Agriculture, Statistics Branch","Alberta. Alberta Agriculture. Statistics Branch Alberta. Alberta Agriculture, Food and Rural Development. Market Analysis & Statistics Branch Alberta. Alberta Agriculture, Food, and Rural Development. Production Economics and Statistics Branch Alberta. Alberta Agriculture, Food, and Rural Development. Statistics & Data Development Unit Alberta. Alberta Agriculture and Food. Statistics & Data Development Unit Alberta. Alberta Agriculture and Rural Development. Statistics & Data Development Unit Alberta. Economics and Competitiveness Division. Statistics and Data Development Branch"
projabedplsv1983,Project highlights / Alberta Education Planning Services / 1982/1983,Alberta Education. Planning Services.,Alberta Education,Edmonton : The Branch,Alberta. Alberta Education. Planning Services
grade12diplomae993albe_14,Grade 12 diploma examination. Chemistry 30 / Jan 1993,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
cansimrefalb1980,"CANSIM summary reference index, series directory, Alberta / 1980",Alberta Treasury Board and Finance. Bureau of Statistics.,Alberta Treasury Board and Finance,"Edmonton, Alta : Alberta Bureau of Statistics, Alberta Treasury",Alberta. Bureau of Statistics
albertaprovincia17albe,Alberta provincial electoral division profile : Little Bow,Alberta Treasury Board and Finance.,Alberta Treasury Board and Finance,Edmonton : Alberta Treasury,Alberta. Alberta Treasury
albertasagricult1997albe,Alberta's agricultural processing industry directory / 1989,Alberta Agriculture and Forestry. Food and Rural Development.,Alberta Agriculture and Forestry,[Edmonton] : Alberta Agriculture,"Alberta. Alberta Agriculture Alberta. Alberta Agriculture, Food, and Rural Development Alberta. Alberta Agriculture and Food Alberta. Alberta Agriculture and Rural Development"
laplanificationd00albe_4,La planification des études postsecondaires : guide à l'usage de l'élève de 5e-6e année,Alberta Education. Learner Services Branch.,Alberta Education,"Edmonton : Alberta Advanced Education and Technology, Learner Services Branch",Alberta. Learner Services Branch
internationaltrade2010,Alberta international trade review / 2010,"Alberta Economic Development and Trade. Alberta Economic Development and Trade. Alberta Economic Development and Tourism. Alberta Employment, Immigration and Industry. Alberta Employment and Immigration. Alberta International and Intergovernmental Relations. Alberta Intergovernmental, International and Aboriginal Relations.",Alberta Economic Development and Trade,Edmonton : Alberta Economic Development & Trade,"Alberta. Alberta Economic Development Alberta. Alberta Economic Development and Trade Alberta. Alberta Economic Development and Tourism Alberta. Alberta Employment, Immigration and Industry Alberta. Alberta Employment and Immigration Alberta. Alberta International and Intergovernmental Relations Alberta. Alberta Intergovernmental, International and Aboriginal Relations"
biology2003albe_1,Biology 20,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
jobsmarttipsfors00albe_0,Job smart : tips for staying employed,Alberta Labour. Alberta Employment and Immigration.,Alberta Labour,"Edmonton, Alta. : Alberta Human Resources and Employment",Alberta. Alberta Human Resources and Employment
aerialsurveyofol00horn_0,"Aerial survey of the Oldman Reservoir, Southwestern Alberta, 28 February to 1 March 1994",Alberta Environment and Parks. Alberta Environmental Protection.,Alberta Environment and Parks,Calgary : Axys Environmental Consulting Ltd.,"Hornbeck, Garry E Mahoney, John M Alberta. Alberta Environmental Protection Axys Environmental Consulting"
evaluationofpoly00slas,Evaluation of polycyclic aromatic hydrocarbon (PAH) accumulation in plants : the potential use of PAH accumulation as a marker of exposure to air emissions from oil and gas flares,Alberta Environment and Parks.,Alberta Environment and Parks,[Edmonton] : Alberta Environment,"Slaski, Jan J Slaski, Jan J Archambault, Daniel J. (Daniel Jean-Paul), 1966- Li, Xiaomei Alberta. Alberta Environment"
understandingyou00flue_0,Understanding the youth and young adult perspective of raving in Alberta : summary report,Alberta Alcohol and Drug Abuse Commission. Research Services.,Alberta Alcohol and Drug Abuse Commission,[Edmonton] : Alberta Alcohol and Drug Abuse Commission,"Fluet-Howrish, Colette Hutton, Susan Harvey-Jansen, Z'Anne Alberta Alcohol and Drug Abuse Commission. Research Services"
albindusreso1984,Alberta industry & resources / 1984,Alberta Economic Development and Trade.,Alberta Economic Development and Trade,[Edmonton] : Alberta Economic Development,Alberta. Alberta Economic Development
newcontextnewvis00albe,A New context a new vision : a paper to stimulate discussion on social and economic policy in the new Alberta context,Alberta Community and Social Services. Premier's Council on the Status of Persons with Disabilities.,Alberta Community and Social Services,"Edmonton, Alta. : Premier's Council on the Status of Persons with Disabilities",Alberta. Premier's Council on the Status of Persons with Disabilities
livretdedonnesma00albe,Livret de donnes : mathmatiques / Ãdition rÃ©visÃ©e.,Alberta Education.,Alberta Education,,"Alberta. Alberta Education, issuing body"
chemistry2004albe_1,Chemistry 20,Alberta Education. Learning Technologies Branch.,Alberta Education,,Alberta. Distance Learning Alberta. Alberta Education
zootcaprifall1989,Zoot capri / 1989: Fall,Alberta Alcohol and Drug Abuse Commission.,Alberta Alcohol and Drug Abuse Commission,,Alberta Alcoholism and Drug Abuse Commission
liudskavdachauchalbe,Liuds'ka vdacha : uchnivs'kyi zoshyt = Human nature : student activity book,Alberta Education.,Alberta Education,"Edmonton, AB : Alberta Learning","Alberta. Learning and Teaching Resources Branch Borushchak, Bohdan"
newdirectionsfor00albe,New directions for adult learning in Alberta,Alberta Advanced Education. Alberta Advanced Education and Career Development.,Alberta Advanced Education,Edmonton : Alberta Advanced Education and Career Development,Alberta. Alberta Advanced Education and Career Development
planforalbertaen00albe_0,A plan for Alberta : ending homelessness in 10 years,Government of Alberta. Alberta Secretariat for Action on Homelessness,Government of Alberta,[Edmonton] : Alberta Secretariat for Action on Homelessness,"Alberta Secretariat for Action on Homelessness Snyder, Stephen G"
languagearts8les00albe,Language arts 8 : lessons 1-30,Alberta Education. Distance Learning.,Alberta Education,[Edmonton] : Distance Learning,Alberta. Distance Learning Alberta. Alberta Education
zootcaprisummer1992,Zoot capri / 1992: Summer,Alberta Alcohol and Drug Abuse Commission.,Alberta Alcohol and Drug Abuse Commission,,Alberta Alcoholism and Drug Abuse Commission
curriculumhandb7201albe_0,Curriculum handbook for parents. Grade 7 / 2011,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
comprehensivelit00hirs_0,A comprehensive literature review on the applicability of free and dissolved gas sampling for baseline water well testing : final report,Alberta Environment and Parks.,Alberta Environment and Parks,Edmonton : Alberta Environment,"Hirsche, Trevor Mayer, Bernhard Alberta. Alberta Environment"
grade12diplomae989albe_20,Grade 12 diploma examination. Physics 30 / Jun 1989,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
puremathematics105albe,Pure mathematics 10,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Learning Technologies Branch
statusreport2000albe,Status report / 1998,Alberta Justice and Solicitor General. Victims of Crime Programs Committee.,Alberta Justice and Solicitor General,[Edmonton] : Alberta Jusitce,Alberta. Victims of Crime Programs Committee Alberta. Alberta Justice Alberta. Alberta Solicitor General Alberta. Alberta Solicitor General and Public Security
nova6povtorimita610bomb,Nova 6 : povtor-imitat?sii?a,Alberta Education. Learning and Teaching Resources Branch.,Alberta Education,Edmonton : Ministerstvo ocvity Alʹberty,"Bombak, Larissa Natalie, 1958- Alberta. Learning and Teaching Resources Branch"
mathematics401albe,Mathematics 4,Alberta Education. Learning Technologies Branch.,Alberta Education,"[Edmonton] : Alberta Education, Learning Technologies Branch",Alberta. Alberta Education. Learning Technologies Branch Alberta. Alberta Education
toxicityenvironm00albe,Toxicity and environmental chemistry of wastewater from a kraft pulp and paper mill : fish toxicity studies,Government of Alberta. Alberta Environmental Centre.,Government of Alberta,"Vegreville, Alta. : Alberta Environmental Centre",Alberta Environmental Centre
integratingcultu00albe,Integrating cultural concepts into second language instruction,Alberta Education.,Alberta Education,[Edmonton?] : Alberta Education,Alberta. Alberta Education
science801albe_3,Science 8 / First edition,Alberta Education. Distance Learning.,Alberta Education,,Alberta. Alberta Education Alberta. Distance Learning
fishconservation00albe,A fish conservation strategy for Alberta : 2000-2005,Alberta Environment and Parks. Alberta Environment. Natural Resources Service. Fisheries and Wildlife Management Division.,Alberta Environment and Parks,"Edmonton : Alberta Environment, Natural Resources Service, Fisheries and Wildlife Management Division",Alberta. Alberta Environment. Natural Resources Service Alberta. Fisheries and Wildlife Management Division
fosterfamilyhand00albe_0,Foster family handbook,Alberta Community and Social Services. Alberta Family and Social Services.,Alberta Community and Social Services,"[Edmonton, Alta.] : Alberta Family and Social Services",Alberta. Alberta Family and Social Services
examenenvuedudip00albe_72,Examen en vue du diplôme douzième année. Chimie 30. Janvier 2002. / 2002:janvier,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
townofathabascap00albe,Town of Athabasca parking study,Alberta Municipal Affairs. Planning Branch. Parkview Unit.,Alberta Municipal Affairs,"[Edmonton, Alta.] : The Branch",Alberta. Alberta Municipal Affairs. Planning Branch. Parkview Unit
cequemonenfantap00albe_39,Ce que mon enfant apprend à l'école : manuel à l'intention des parents. Quatrième année (2006-2007) / 2006,Alberta Education. Alberta Learning.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education Alberta. Alberta Learning
biology3004albe,Biology 30,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
annualreportalbe00albe_19,Annual report. Alberta. Legislative Assembly Office. / 2003,Legislative Assembly Office.,Legislative Assembly Office,Edmonton : The Office,Alberta. Legislative Assembly Office Commonwealth Parliamentary Association. Alberta Branch
socialstudies301990albe_0,Social studies 30 diploma examination results / Jun 1990,Alberta Education. Student Evaluation Branch.,Alberta Education,"[Edmonton] : Alberta Education, Student Evaluation",Alberta. Student Evaluation Branch
oilprorationdata00albe_6,Oil proration data / 1987-02,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,Calgary : Energy Resources Conservation Board,Alberta. Energy Resources Conservation Board
ruralwomenasbusi00albe_0,Rural women as business entrepreneurs : leaders' guide and workshop manual,Government of Alberta. Women's Career Resources. Alberta Career Development and Employment.,Government of Alberta,"[Edmonton, Alta.] : Women's Career Resources, Alberta Career Development and Employment",Alberta. Women's Career Resources Alberta. Alberta Career Development and Employment
longlakewaterqua00swan_0,Long Lake water quality monitoring report : provincial parks lake monitoring program,Alberta Environment and Parks.,Alberta Environment and Parks,"Edmonton : Alberta Environment, Environmental Assurance Division, Environmental Monitoring and Evaluation Branch","Swanson, Heidi Zurawell, Ron Alberta. Alberta Environment"
statusreportalb1990albe_3,Status report: Alberta Premier's Council on the Status of Persons with Disabilities / Nov 1990,Alberta Community and Social Services. Premier's Council on the Status of Persons with Disabilities.,Alberta Community and Social Services,[Edmonton] : The Premier's Council,Alberta. Premier's Council on the Status of Persons with Disabilities
highlightsofinte00albe_0,"Highlights of integrated resource management in Alberta, year 2000",Government of Alberta.,Government of Alberta,[Edmonton] : Govt. of Alberta,Alberta
annualreport1997albe,Annual report / 1993,Alberta Justice and Solicitor General.,Alberta Justice and Solicitor General,"[Edmonton, Alta.] : Alberta Justice",Alberta. Alberta Justice
agrinews00albe_56,Agri-news / 2002,Alberta Agriculture and Forestry. Communications Branch. Publishing Branch.,Alberta Agriculture and Forestry,"[Edmonton] : Communications Branch, Alberta Dept. of Agriculture","Alberta. Alberta Agriculture. Communications Branch Alberta. Alberta Agriculture. Print Media Branch Alberta. Alberta Agriculture, Food and Rural Development. Publishing Branch"
withinourborders00albe_75,"Within our borders, 1959-01 / 1959-01",Alberta Economic Development and Trade. Dept. of Economic Affairs. Publicity Branch.,Alberta Economic Development and Trade,"Edmonton, Govt. of Alberta",Alberta. Dept. of Economic Affairs. Publicity Branch
withinourborders00albe_24,"Within our borders, 1955-11-01 / 1955-11-01",Alberta Economic Development and Trade. Dept. of Economic Affairs. Publicity Branch.,Alberta Economic Development and Trade,"Edmonton, Govt. of Alberta",Alberta. Dept. of Economic Affairs. Publicity Branch
someenergyconser00albe,Some energy conservation concepts for recreational facilities,Alberta Energy. Research and Technology Branch.,Alberta Energy,"Edmonton, AB : Alberta Energy",Alberta. Alberta Energy. Research and Technology Branch
occupationalinju2003albe,Occupational injuries and diseases in Alberta / 2003,Alberta Labour. Alberta Human Resources and Employment. Alberta Employment and Immigration.,Alberta Labour,Edmonton : Alberta Human Resources and Employment,Alberta. Alberta Human Resources and Employment Alberta. Alberta Employment and Immigration
resconmaydec1989,Residential construction in Alberta / 1989: May-Dec,Alberta Seniors and Housing. Dept. of Housing. Housing Planning Secretariat.,Alberta Seniors and Housing,"[Edmonton] : Alberta, Dept. of Housing",Alberta. Dept. of Housing Alberta. Housing Planning Secretariat
permno88no119_122,Permit no / GR 1988: no. 119-122,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"[Calgary] : Province of Alberta, Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
