resource	Community	ualId:belongsToCommunity	ualid:belongsToCommunity	ualId:hasCollectionId	ualId:hasCollection	ualid:hasCollectionId	ualid:hasCollection	ualids:doi	ualId:fedora3handle	ualids:fedora3handle	http://fedora.info/definitions/v4/repository#uuid	info:hasModel	http://id.loc.gov/vocabulary/relators/dpt	ualId:fedora3uuid	ualids:fedora3uuid	dcterm:creator	dcterm:description	dcterm:modified	dcterm:title	dcterm:relation	dcterm:source	http://scholarsphere.psu.edu/ns#relativePath	dcterm:contributor	dcterm:license	dcterm:type	dcterm:created	dcterm:dateAccepted	dcterm:dateSubmitted	dcterm:isVersionOf	dcterm:language	dcterm:subject	ualId:year_created	ualid:year_created	ualid:ingestbatch	ualId:ingestbatch	http://fedora.info/definitions/v4/repository#created	http://fedora.info/definitions/v4/repository#createdBy	http://fedora.info/definitions/v4/repository#exportsAs	http://fedora.info/definitions/v4/repository#hasParent	http://fedora.info/definitions/v4/repository#lastModified	http://fedora.info/definitions/v4/repository#lastModifiedBy	http://fedora.info/definitions/v4/repository#mixinTypes	http://fedora.info/definitions/v4/repository#primaryType	http://fedora.info/definitions/v4/repository#writable	info:downloadFilename	info:createdDate	AASM::Persistence::ActiveFedoraPersistence::AASMTermsaasmstate	info:fedora/fedora-system:def/relations-external#isPartOf	rdf:type	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/6q/18/2k/48/6q182k48w>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3TB7D	http://hdl.handle.net/10402/era.32608	http://hdl.handle.net/10402/era.32608	b26b2782-ad1e-4c9e-831d-de6d6a7bdc12	GenericFile	gapsshrc@ualberta.ca	uuid:2e9b05b7-ed28-4bc7-ab13-c9a53d8e0a32	uuid:2e9b05b7-ed28-4bc7-ab13-c9a53d8e0a32	GAPSSHRC | Moure, Kenneth	Black markets in wartime expose serious economic and social tensions; the choices faced in wartime are instructive for understanding contemporary issues in economic regulation. In France, wartime shortages and state controls accentuated stresses that reveal critical state-market and market-consumer relations. My primary objective is to research and write a history of the proliferation of black market activity in France in the 1940s in the context of shortages and state controls during the Occupation and the postwar years. I will examine state policy, business efforts to deal with shortages and state controls, and civilians efforts to obtain the food, shelter and clothing they needed to survive. My study will include close attention to food supply and food security, including the regional variations and the urban/rural divide in access to food. Detailed study of the economic problems in France will allow a comparative analysis of the use of controls and black markets in Occupied Europe and in Allied countries (particularly Britain and the United States). The state and market responses to the economic challenges of the wartime shortages and the relationship between state controls and black markets involve much starker choices than in peacetime, but as such they allow a clearer view of the issues of government control and market behaviour that are relevant to current debates about the role for economic regulation and the functioning of free markets. France provides an excellent case study to distinguish what factors encourage compliance or defiance of state controls, and the role for regulations to limit excess and abuse in free markets. State controls in wartime France diverted consumer demand, production and the creative powers of markets to illegal activities -- the black heart of Frances economy. Significance: Marché noir: Capitalisms Black Heart in France 1939-1950 has significance for our understanding of the French economy: the efficacy of economic controls, the prevalence of black market activity in wartime, and the severity of food shortages in France and Occupied Europe. It will provide a new analysis of black market activity and food security, adding to our understanding of black markets, economic controls, market behaviours, market rhetoric, and histories of consumption and of economic policy in times of crisis. It will interest historians of Modern France, World War II, policy history, consumption history, and of how events are conceived in history and in memory. Beyond historians, it will interest economists specializing in economic history, economic policy, and transitions from wartime control regimes to peacetime, as well as political scientists engaged in debates on regulation and markets. Markets do not exist without rules. Contemporary debates on the need for regulation or deregulation are part of my interest in earlier experience. The role of the state in the economy and the basis for moral behaviour in economic life are central concerns in my study. These issues should have a broader audience in a general public interested in the role of the state and regulation in economic stability and the market dynamics essential to economic growth. Methodology: This project is based on intensive archival research, principally in France, in the archives of the major ministries involved in economic activity and the design and enforcement of controls. It draws on economic theory and cultural theory to analyse government policy, its enforcement, its effectiveness, and the agency of firms and consumers in adapting to and contravening controls. It will look as well at the representations of controls and black markets by the state, the press, entrepreneurs, consumers, and in postwar fiction and film.	2016-05-31T14:48:34.666Z	Marche noir: Capitalisms black heart in France, 1939-1950	N/A	Moure, Kenneth	N/A	N/A	Creative Commons Attribution-Non-Commercial 3.0 Unported	Research Material	2012/10/15	2013-08-09T13:53:39Z	2013-08-09T13:53:39Z	N/A	English	2013 | Economics | History | Insight Grant | SSHRC Grant | black market | Economic Policy | governmentality | Law and Justice | price controls | rationing | Vichy regime | Wartime Occupation | World War II	2012	2012	cz30pt02k	cz30pt02k	2015-10-03T20:56:45.294Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/6q/18/2k/48/6q182k48w/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-20T22:52:36.312Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr. Kenneth Moure IG.pdf	2013-08-09T19:53:39.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/w0/89/2b/18/w0892b18t	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2f/75/r9/47/2f75r947x>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558t12r	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/44/55/8s/61/44558s61g	44558t12r	Workshop Materials (SSHRC)	doi:10.7939/R36M3341K	http://hdl.handle.net/10402/era.37606	http://hdl.handle.net/10402/era.37606	f5691864-3b5e-4061-b128-ba35366d852a	GenericFile	gapsshrc@ualberta.ca	uuid:0f512fc2-4d9b-4dc7-ab24-b40af325e807	uuid:0f512fc2-4d9b-4dc7-ab24-b40af325e807	Grant Assist Program (Social Sciences / Humanities) | B. Stelmach	Workshop materials; grant-writing; SSHRC.	2016-03-08T13:48:41.397Z	Academic Writing is Not Equal to Grant Writing	N/A	Grant Assist Program (Social Sciences and Humanities)	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2014/01/06	2014-01-06T14:59:10Z	2014-01-06T14:59:10Z	N/A	English	SSHRC | Grant Writing | Grant Proposals	2014	2014	c534fq294	c534fq294	2015-10-10T16:33:14.979Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2f/75/r9/47/2f75r947x/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-23T00:58:46.431Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Academic Writing Is Not Equal to Grant Writing.pdf	2014-01-06T21:59:10.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1z/40/kv/31/1z40kv31g	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3r/07/4x/81/3r074x812>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R36H4CS9M	N/A	N/A	d66afa12-afae-460f-9072-fb7d1405194f	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAPSSHRC | David McConnell	SHRCC PDG awarded 2016: This study aims to determine a solution to two inter-related problems for human services in Quebec and Alberta. One problem is that we currently lack the requisite knowledge to make good on our commitment under the United Nations Convention on the Rights of Persons with Disabilities to eliminate discrimination against... and render appropriate assistance to... parents with intellectual impairment in the performance of their child-rearing responsibilities (Article 23). The second problem is that there is no provincial or national strategy at present to translate extant knowledge about parents and parenting with intellectual impairment into the planning and delivery of more effective parenting and family supports. As a result of these two problems, children of parents with intellectual impairment are at increased risk of developmental delay, accidents and injuries, and behaviour problems; and, they are ten to fifteen times more likely than their peers to be apprehended by child and youth protection authorities and permanently placed out-of-home.	2016-11-23T17:56:54.046Z	Support needs and service pathways of parents with intellectual impairment	N/A	David McConnell	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2015-12-01	N/A	N/A	N/A	English	Successful SSHRC | 2016 | Parenting | child development | child welfare | SSHRC Application | family | Partnership Development Grant | PDG | child safety | Intellectual disability | mixed methods research | service pathways	N/A	2015	N/A	N/A	2016-08-26T18:30:29.278Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3r/07/4x/81/3r074x812/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T08:42:51.561Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	McConnellDavid-PDG-2016.pdf	2016-08-26T18:30:27.327Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/k3/56/97/06/k3569706s	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/21/gk/57/c821gk57b>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library (SSHRC)	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3833N246	http://hdl.handle.net/10402/era.32507	http://hdl.handle.net/10402/era.32507	5640c140-c2ad-4375-abd0-b78dafcdcf5c	GenericFile	gapsshrc@ualberta.ca	uuid:90941a88-8894-44d6-b9fd-f337abd7c57d	uuid:90941a88-8894-44d6-b9fd-f337abd7c57d	GAPSSHRC | Laidlaw, Linda	IDG awarded in 2011: The proposed research focused  on developing and examining digital media experiences at Kindergarten level, to contribute to the area of new literacy practices.	2017-11-14T15:28:50.697Z	Literacy learning in playful spaces: Using multimodal strategies to develop narrative with young learners	N/A	Linda Laidlaw	N/A	Makovichuk, Lee | OMara, Joanne	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2011/01/31	2013-08-01T15:44:12Z	2013-08-01T15:44:12Z	N/A	English	2011 | Child | Pedagogy | Teaching Methods | IDG | Insight Development Grant | SSHRC | Literacy | Digital | Early Childhood Education | Successful SSHRC Application	2011	2011	sq87bv37k	sq87bv37k	2015-10-05T19:18:27.433Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/21/gk/57/c821gk57b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-14T22:28:50.891Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr. Linda Laidlaw IDG.pdf	2013-08-01T21:44:12.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/90/19/s3/20/9019s320q	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2n/49/t1/92/2n49t1923>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3K73P	http://hdl.handle.net/10402/era.32283	http://hdl.handle.net/10402/era.32283	50c0ee27-7fb6-4c5a-8b11-0b5d613fe14e	GenericFile	gapsshrc@ualberta.ca	uuid:36293027-ab30-4bb6-b269-288039784216	uuid:36293027-ab30-4bb6-b269-288039784216	GAPSSHRC | Supernant, Kisha	SSHRC IDG awarded 2012:  Our pilot project will address the question of Métis territory and identity via the remains of Métis landscapes in the archaeological record, particularly the material culture and spatial arrangements of known over-wintering sites in the Canadian Parklands, and highlighting the importance of geographic mobility during the merchantile fur trade as a defining characteristic of a Métis cultural landscape. Since the landmark 2003 decision of the Supreme Court of Canada in R. v. Powley to recognize Aboriginal rights of Métis people, debate has swirled re: the boundaries and locales of Métis traditional territory. Working closely with the Métis National Council during all project stages, this  collaborative archaeological research project will identify the daily life of the Métis beyond the trading posts.	2016-07-15T12:51:33.064Z	Material traces of ethnogenesis: An archaeological and spatial analysis of the Metis cultural landscape in the Canadian West, 1700-1880	N/A	Kisha Supernant	N/A	Kermoal, Nathalie | Tough, Frank	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Research Material	2012/01/30	2013-07-25T13:04:40Z	2013-07-25T13:04:40Z	N/A	English	Successful SSHRC | Archaeology | IDG | Insight Development Grant | Colonization | Grant application | Métis | Metis | Aboriginal Research | Landscape | Community-based research | Archival research | Cultural landscape | Culture contact | Ethnogenesis | GIS Mapping | Historical geography | Indigenous Archaology | Paleodemography | Settlement Patterns | Trade routes	2012	2012	v118rd860	v118rd860	2015-10-03T15:11:41.976Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2n/49/t1/92/2n49t1923/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-20T16:55:04.418Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr. Supernant IDG.pdf	2013-07-25T19:04:40.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/98/80/vr/21/9880vr219	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3f/46/28/35/3f462835b>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library (SSHRC)	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3VM42X65	N/A	N/A	0e4651e5-cda1-4539-b458-1280ab97b002	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAPSSHRC | Meagher, Michelle	SSHRC IG awarded 2014 (2013 competition): This four year project that will analyse the influential but under-examined feminist periodical Heresies: A Feminist Publication on Art and Politics. Heresies was a quasi-biannual magazine edited and produced by a collective that included artists, art historians, activists, and critics. Heresies branded itself as a place where many womens voices would be heard. The central claim of this research project is that the periodicals commitment to representing opposing points of view makes it a particularly valuable document for understanding feminist thinking about art and politics from 1977 to 1993. Heresies stands as a gauge for what its participants -- many of whom would continue to play a central role in feminist art practice, criticism and history well after the periodical folded -- understood to be the key issues of the time. I argue that Heresies is additionally a valuable gauge for understanding the contours of the debates that animated feminist discourses and feminist art thinking during the 1980s -- a period that has been largely overlooked by feminist art historians and critics.	2016-08-26T15:58:46.391Z	Art, Politics, and Feminist Periodicals: The Case of Heresies (1977-1993)	N/A	Meagher, Michelle	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2013/10/07	N/A	2016-03-15T18:20:38.133Z	N/A	English	Women | Successful SSHRC | cultural studies | Insight Grant | Grant application | Media Studies | Arts and culture | book culture | feminist activism | feminist art history | feminist cultural production | Fine Arts | heresies | IG | Interdisciplinary Studies | periodical studies | women-in-print movement	2013	2013	N/A	N/A	2016-03-15T18:20:39.122Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/3f/46/28/35/3f462835b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T11:21:42.969Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	MeagherMichelle-IG-2013.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/tb/09/j8/36/tb09j836j	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/54/4b/p1/b1544bp166>	Grant Assist Program (Social Sciences / Humanities)	44558r03c	44558r03c	44558s984	Successful Grants Library (SSHRC)	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3154DW7D	N/A	N/A	71bcce5f-2b4a-4b2f-b357-b492a0f17bbb	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAPSSHRC | Terri Tomski	SSHRC Connection grant awarded in 2016:  Memory Economies will be a two-day symposium, hosted by the University of Albertas Departments of English & Film Studies and Womens & Gender Studies on September 4-5, 2015. It is designed to contribute new concepts and theorizations to the multidisciplinary field of memory studies as well asbuild an international network for future collaboration. The symposium is premised on a question: what is the relationship between memory and economy?	2016-08-26T16:09:45.787Z	Memory Economies	N/A	Tomsky, Terri	N/A	Luhmann, Susanne	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2014/11/01	N/A	2016-03-15T17:05:02.570Z	N/A	English	CG | Connection Grant | Successful SSHRC | Literature | SSHRC Grant | Communications | Grant application | Tourism | Ghana | Globalization | human rights | Media Studies | Ukraine | Conference |  global capitalism | circulation of memories | collective histories | cultural heritage | Cultural memory | dissemination of memories | historical trauma | Memorabilia | Memorial | Poland	2014	2014	N/A	N/A	2016-03-15T17:05:03.269Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/54/4b/p1/b1544bp166/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-19T01:14:28.074Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Tomsky,TerriConnectionGrant2015.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/67/31/38/bj6731384x	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b3/77/20/c8/b37720c80f>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s61g	Grant-Writing (SSHRC)	N/A	N/A	N/A	d041e11a-b8cb-4dc5-bbb5-5dd10fe59e52	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	Szeman, Imre	Sample PG-LOI (not funded). Private copy for educational and archival documentation purposes.	2017-06-19T17:07:27.747Z	After Oil: The Future Cultures Project [PG-LOI]	N/A	Szeman, Imre	N/A	GAPSSHRC	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2014	N/A	N/A	N/A	English	SSHRC | Grant application | Partnership | PG-LOI | Unsuccessful	N/A	2014	N/A	N/A	2016-09-03T04:52:47.816Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b3/77/20/c8/b37720c80f/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-06-19T23:07:29.778Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Szeman-PG-LOI-2014.pdf	2016-09-03T04:52:46.235Z	not_available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bj/67/31/38/bj6731387v	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/p4/8s/c9/bmp48sc923>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3PN8XV3G	N/A	N/A	5881aff9-d3ff-465a-a8af-9937b061b5da	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	Lund, Anna	SSHRC IDG funded 2017:  Although bankruptcy should not be a side effect of sickness, many Canadians are pushed over this financial precipice by an illness or injury. In the United States, uncovered medical expenses wreak havoc on the finances of the ill and injured, whereas in Canada, the income lost while convalescing leaves many individuals struggling to make ends meet. Public programs, such as the federal employment insurance sickness benefit and provincial workers compensation programs, are intended to insulate ill and injured Canadians from financial distress by providing them with replacement income. The frequency with which medical events trigger bankruptcy suggests that these programs are not fulfilling this goal; this project seeks to understand why.	2017-10-05T20:44:52.314Z	Providing Income Support to the Ill and Injured	N/A	Anna Lund	N/A	GAPSSHRC	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2017/02/01	N/A	N/A	N/A	English	Successful SSHRC | 2017 | IDG | Law | Bankruptcy | Employment insurance | Financial distress | Medical poverty | Sickness benefit | Workers compensation	N/A	2017	N/A	N/A	2017-10-05T20:44:53.057Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/p4/8s/c9/bmp48sc923/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-10-05T21:29:36.424Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	LundAnna-IDG-2017.pdf	2017-10-05T20:44:52.314Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bp/26/76/v6/bp2676v672	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ws/85/9j/48/ws859j481>	Grant Assist Program (Social Sciences / Humanities)	N/A	44558r03c	N/A	N/A	44558s984	Successful Grants Library (SSHRC)	doi:10.7939/R3FB4WP7Z	N/A	N/A	5700fc0a-4ea4-47ee-9adb-53539317cf95	GenericFile	gapsshrc@ualberta.ca	N/A	N/A	GAPSSHRC | Szeman, Imre	SSHRC Knowledge Synthesis grant awarded 2015: The dominant form of energy of any given era shapes the characteristics and capacities of societies in an essential way; energy is a key aspect of the fabric of our social experience, and not just a neutral input that helps run the engines of our economies and societies. Given such social significance, what repercussions might follow a transition from fossil fuels to renewable energy? The developing field of the “energy humanities”1 has begun to help us understand more fully the many types of cultural impasse—habits and practices of being, believing and belonging—that stand in the way of the forms of energy transition we will need to undertake this century as we move to a post-fossil fuel world.	2016-12-06T13:32:02.651Z	On Energy Humanities: Contributions from the humanities, social sciences and arts to understanding energy transition and energy impasse	http://www.outil.ost.uqam.ca/CRSH/Detail.aspx?Cle=147374&Langue=2	Imre Szeman	/Szeman-2015.pdf	Beer, Ruth | Wilson, Sheena | Simpson, Mark | Cariou, Warren	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2015/	N/A	N/A	N/A	English	Grant Application | Cultural Studies | SSHRC | Successful Grant | Energy Humanities | Knowledge Synthesis | KS	N/A	2015	N/A	N/A	2016-12-06T00:05:15.099Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/ws/85/9j/48/ws859j481/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T09:30:14.011Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Szeman-2015.pdf	2016-12-06T00:05:14.665Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/zc/77/ss/77/zc77ss77r	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
