resource	Community	ualId:belongsToCommunity	ualid:belongsToCommunity	ualId:hasCollectionId	ualId:hasCollection	ualid:hasCollectionId	ualid:hasCollection	ualids:doi	ualId:fedora3handle	ualids:fedora3handle	http://fedora.info/definitions/v4/repository#uuid	info:hasModel	http://id.loc.gov/vocabulary/relators/dpt	ualId:fedora3uuid	ualids:fedora3uuid	dcterm:creator	dcterm:description	dcterm:modified	dcterm:title	dcterm:relation	dcterm:source	http://scholarsphere.psu.edu/ns#relativePath	dcterm:contributor	dcterm:license	dcterm:type	dcterm:created	dcterm:dateAccepted	dcterm:dateSubmitted	dcterm:isVersionOf	dcterm:language	dcterm:subject	ualId:year_created	ualid:year_created	ualid:ingestbatch	ualId:ingestbatch	http://fedora.info/definitions/v4/repository#created	http://fedora.info/definitions/v4/repository#createdBy	http://fedora.info/definitions/v4/repository#exportsAs	http://fedora.info/definitions/v4/repository#hasParent	http://fedora.info/definitions/v4/repository#lastModified	http://fedora.info/definitions/v4/repository#lastModifiedBy	http://fedora.info/definitions/v4/repository#mixinTypes	http://fedora.info/definitions/v4/repository#primaryType	http://fedora.info/definitions/v4/repository#writable	info:downloadFilename	info:createdDate	AASM::Persistence::ActiveFedoraPersistence::AASMTermsaasmstate	info:fedora/fedora-system:def/relations-external#isPartOf	rdf:type	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/z3/16/q2/03/z316q203z>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558r928	Readings	44558r928	Readings	doi:10.7939/R3CJ87K86	http://hdl.handle.net/10402/era.41302	http://hdl.handle.net/10402/era.41302	064ef2c9-fd82-46c7-912a-ef7588e8403e	GenericFile	iwona.pawlina@ualberta.ca	uuid:5a79351e-0c43-423f-9603-9ea1954819f1	uuid:5a79351e-0c43-423f-9603-9ea1954819f1	Carey, Jason	N/A	2015-06-11T02:09:42.432Z	Advise on NSERC Discovery Grant Proposal	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2013/04/01	2015-06-10T20:09:39Z	2015-06-10T20:09:39Z	N/A	English	Discovery Grant | NSERC | Discovery Grants	2013	2013	r207tp870	r207tp870	2015-10-04T18:33:24.762Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/z3/16/q2/03/z316q203z/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-16T15:54:08.140Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Advice on proposals and form 100 by Dr. Jason Carey.pdf	2015-06-11T02:09:39.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/31/97/xm/59/3197xm594	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/44/55/8h/20/44558h20k>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558r928	Readings	doi:10.7939/R34746R7R	N/A	N/A	f2f3fdf2-bf45-41d1-b4e7-aa2b83884d26	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Pawlina, Iwona	N/A	2016-11-02T17:00:10.326Z	Current support to applicants from GAP (NSE)	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2016/10/30	N/A	N/A	N/A	English	GAP (NSE) | Support	N/A	2016	N/A	N/A	2016-11-02T17:00:10.829Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/44/55/8h/20/44558h20k/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T11:42:11.279Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	CurrentsupportfromNSEGAPasofOct2016.pdf	2016-11-02T17:00:10.326Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qr/46/r3/75/qr46r375z	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/21/gn/52/c821gn52c>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops	doi:10.7939/R3MS3K20F	N/A	N/A	2137fd30-a51d-4cb2-8f7d-d0fb418c45c9	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Chuck Lucy	N/A	2016-09-29T20:56:03.540Z	Institutional Resources for Professional Development	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2016/09/12	N/A	N/A	N/A	English	NSERC | Funding applications	N/A	2016	N/A	N/A	2016-09-29T20:56:04.027Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/c8/21/gn/52/c821gn52c/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T11:28:02.388Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	HQP Institutional Resources (3).pdf	2016-09-29T20:56:03.540Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bh/70/2q/64/bh702q642z	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/dz/01/0q/44/dz010q44w>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3PV6BB4H	http://hdl.handle.net/10402/era.41298	http://hdl.handle.net/10402/era.41298	0a06e972-3b00-4cb2-bdb4-e9544e72fa46	GenericFile	iwona.pawlina@ualberta.ca	uuid:487a5319-e79b-4442-a423-1a259b0e3104	uuid:487a5319-e79b-4442-a423-1a259b0e3104	Funk, Gregory	N/A	2015-06-10T20:32:01.011Z	NSERC  Discovery Grant Roundtable presentation EG 1502 June 11 2015	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/06/10	2015-06-10T14:31:58Z	2015-06-10T14:31:58Z	N/A	English	Discovery Grant | NSERC | Discovery Grants	2015	2015	9w0323349	9w0323349	2015-10-04T03:32:37.267Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/dz/01/0q/44/dz010q44w/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T17:08:35.006Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC DG Rouundtable EG 1502 with Dr. Gregory Funk June 11 2015.pdf	2015-06-10T20:31:58.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qr/46/r1/19/qr46r1196	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/z9/02/z9/b9z902z987>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558v37t	Learning Materials	doi:10.7939/R36M3371X	N/A	N/A	524c95b3-fedd-4695-afce-73bfc3159c71	GenericFile	nsercgap@ualberta.ca	N/A	N/A	University of Alberta | Graduate Students Associate	N/A	2016-08-17T20:23:27.666Z	Graduate Student Collective Agreement, 2016 - 2018	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016/08/17	N/A	N/A	N/A	English	2016 | 2017 | 2018 | Collective Agreement	N/A	2016	N/A	N/A	2016-08-17T20:23:28.184Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/z9/02/z9/b9z902z987/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T15:12:10.070Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	2016-2018 Graduate Students Collective Agreement.pdf	2016-08-17T20:23:27.666Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cz/30/pw/55/cz30pw551	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bx/g9/4h/p5/bxg94hp58c>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops	doi:10.7939/R3VJ7S	N/A	N/A	56704b59-834b-41df-a62b-032f24edf0ce	GenericFile	nsercgap@ualberta.ca	N/A	N/A	NSERC	N/A	2016-07-28T15:23:58.580Z	NSERC RTI Information Session Presentation	N/A	NSERC	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2016/07/28	N/A	N/A	N/A	English	NSERC RTI	N/A	2016	N/A	N/A	2016-07-28T15:24:00.220Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bx/g9/4h/p5/bxg94hp58c/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-21T19:02:31.177Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	2016_RTI_info_session.pdf	2016-07-28T15:23:58.580Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bv/x0/21/f1/bvx021f19m	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/0r/96/73/73/0r967373m>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R32V2CB4T	http://hdl.handle.net/10402/era.41217	http://hdl.handle.net/10402/era.41217	9d744f2e-f175-4377-96a9-4339814f8e3c	GenericFile	iwona.pawlina@ualberta.ca	uuid:0186e08c-2e66-4b0e-b33e-2582e014e398	uuid:0186e08c-2e66-4b0e-b33e-2582e014e398	Pawlina, Iwona	N/A	2015-05-28T21:41:04.774Z	Importing publications from Scopus	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	N/A	2015-05-28T15:40:57Z	2015-05-28T15:40:57Z	N/A	English	NSERC | Scopus | Common CV	N/A	N/A	kh04dp681	kh04dp681	2015-10-02T19:30:26.381Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/0r/96/73/73/0r967373m/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-23T22:33:49.021Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Importing publications from Scopus.pdf	2015-05-28T21:40:57.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/0g/35/4f/23/0g354f23n	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b8/33/6h/19/b8336h198z>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops	doi:10.7939/R3125QD38	N/A	N/A	b568ca41-31a7-4a66-9931-f5e6429dd59d	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Dr. Greg Funk	N/A	2016-07-14T17:59:16.696Z	NSERC Discovery Grant Roundtable presentation EG 1502, July 6, 2016	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016/07/06	N/A	N/A	N/A	English	Discovery Grant | NSERC	N/A	2016	N/A	N/A	2016-07-14T17:59:15.979Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b8/33/6h/19/b8336h198z/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T15:10:06.610Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC Roundtable Talk - Dr. Funk.pdf	2016-07-14T17:59:16.696Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/k9/1f/k6/bkk91fk604	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2n/49/t4/54/2n49t4549>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558v37t	Learning Materials (NSE)	doi:10.7939/R39W09B0T	N/A	N/A	2649ee33-decf-4278-962e-37c1e7fd0858	GenericFile	nsercgap@ualberta.ca	N/A	N/A	GAP (NSE)	Practical advice on how to create a clear and effective title for fundable grant application.	2017-03-14T15:52:35.024Z	Draft - Importance of Titles in Fundable Applications	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2016/02/02	N/A	2016-05-09T17:24:43.141Z	N/A	English	Grandsmanship	N/A	2016	N/A	N/A	2016-05-09T17:24:43.683Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/2n/49/t4/54/2n49t4549/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-14T21:52:38.407Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Titles_guidelines.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bp/r7/6f/35/bpr76f350s	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/fq/97/7w/39/fq977w39k>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3DN4006J	http://hdl.handle.net/10402/era.39126	http://hdl.handle.net/10402/era.39126	a38ebabb-ee46-45a1-8d87-958fb6b1b0f3	GenericFile	iwona.pawlina@ualberta.ca	uuid:39570570-052c-478e-a454-cf3f09121b29	uuid:39570570-052c-478e-a454-cf3f09121b29	Jason Carey	N/A	2014-07-18T14:50:27.079Z	2014 Discovery Grant Evaluation Group 1512 Round Table Presentation	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2014/07/17	2014-07-18T08:50:04Z	2014-07-18T08:50:04Z	N/A	English	NSERC Discovery Grants | Discovery Grants Evaluation | NSERC grants	2014	2014	fj2363790	fj2363790	2015-10-10T20:47:13.432Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/fq/97/7w/39/fq977w39k/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T17:32:45.126Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr Carey Round Table for Discovery Grants Evaluation Group 1512.pdf	2014-07-18T14:50:04.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/cz/30/pv/22/cz30pv228	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/54/25/kb/12/5425kb124>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3VX7K	http://hdl.handle.net/10402/era.41321	http://hdl.handle.net/10402/era.41321	fcfde490-b1a0-409f-99dd-0d5efdbb8649	GenericFile	iwona.pawlina@ualberta.ca	uuid:4f7f48af-038b-4949-86e3-925085296c44	uuid:4f7f48af-038b-4949-86e3-925085296c44	Lewis, Mark	N/A	2015-06-15T21:54:14.277Z	NSERC Discovery Grant Roundtable EG 1508 June 16 2015	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/06/16	2015-06-15T15:54:12Z	2015-06-15T15:54:12Z	N/A	English	NSERC | NSERC Discovery Grant | NSERC Discovery Grants	2015	2015	f1881m31b	f1881m31b	2015-10-04T08:18:17.763Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/54/25/kb/12/5425kb124/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-20T19:27:53.084Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	2015 Dr. Mark Lewis EG 1508 Roundtable.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bn/99/97/25/bn999725p	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qb/98/mg/04/qb98mg04j>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3F25G	http://hdl.handle.net/10402/era.41260	http://hdl.handle.net/10402/era.41260	9731c9ab-778f-4db1-9a47-d85f020435c3	GenericFile	iwona.pawlina@ualberta.ca	uuid:760eafac-4a5d-4d14-b59a-c2e5753648e0	uuid:760eafac-4a5d-4d14-b59a-c2e5753648e0	Dr. David Evans	N/A	2015-06-05T18:51:23.661Z	NSERC  Discovery Grant Roundtable for EG 1501 by Dr. David Evans	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/06/04	2015-06-05T12:51:20Z	2015-06-05T12:51:20Z	N/A	English	NSERC Discovery Grants | NSERC Discovery Grant Evaluation	2015	2015	dv13zt925	dv13zt925	2015-10-05T05:00:29.732Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qb/98/mg/04/qb98mg04j/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T00:22:58.726Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	2015 NSERC Discovery Grant Roundtable for EG 1501 by Dr. David Evans.pdf	2015-06-05T18:51:21.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/z8/90/rt/84/z890rt847	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/25/79/s4/b12579s42n>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops (NSE)	doi:10.7939/R3JH3DG1V	N/A	N/A	0e25016b-aedb-48a8-a11b-8753725039ea	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Lin, Guohui | NSERC	N/A	2017-08-18T16:41:00.222Z	NSERC Discovery Grant Roundtable Presentation EG 1507 - August 17, 2017	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2017/17/08	N/A	N/A	N/A	English	Discovery Grant | NSERC | Computing Science | DG	N/A	2017	N/A	N/A	2017-08-18T16:41:00.636Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b1/25/79/s4/b12579s42n/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-08-18T16:51:40.280Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC Roundtable EG 1507 - Dr. Guohui Lin.pdf	2017-08-18T16:41:00.222Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b7/65/37/15/b76537159h	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kh/04/dr/15/kh04dr15d>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3B27PZ23	http://hdl.handle.net/10402/era.41961	http://hdl.handle.net/10402/era.41961	0580dedd-6a15-4b23-af7e-f807562fa47a	GenericFile	iwona.pawlina@ualberta.ca	uuid:de1a2275-d829-4d4c-9165-74a7a589b41b	uuid:de1a2275-d829-4d4c-9165-74a7a589b41b	Coltman, David	N/A	2015-09-04T20:08:58.302Z	Discovery Grant Roundtable for EG 1503 (Sept.3 2015)	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/09/03	2015-09-04T14:08:56Z	2015-09-04T14:08:56Z	N/A	English	NSERC Grants | Discovery Grants	2015	2015	m326m322m	m326m322m	2015-10-10T22:59:14.157Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/kh/04/dr/15/kh04dr15d/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-18T22:38:03.400Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	EG 1503 Roundtable 2015 with Dr David Coltman.pdf	2015-09-04T20:08:56.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/qj/72/p8/58/qj72p858b	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
