collection,filename,elementName,elementValue,elementOccurrence
ualberta_ukrainian_studies,journalofukraini42cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini42cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini42cana_meta.xml,volume,"4, no. 2",1
ualberta_ukrainian_studies,journalofukraini42cana_meta.xml,year,Fall 1979,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,addeddate,2016-05-18 16:42:15,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,camera,Canon EOS 5D Mark II,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,cat_key,441050,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,collection,toronto,4
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,collection,university_of_alberta_libraries,3
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,collection,ualberta_ukrainian_studies,3
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,collection,cius_journal,3
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,date,1980,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,description,38 43,3
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,description,Parallel title romanized,3
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,foldoutcount,0,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,identifier,journalofukraini51cana,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini51cana,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,identifier-ark,ark:/13960/t2z36hb8w,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,imagecount,122,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,invoice,1,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,language,English,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,lccn,80646931 //r82,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,mediatype,texts,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,note,"This issue features an analysis of the influence of populists on Ukrainian grammar, an essay on Ukrainian orthography, a piece on William Kurelek, an essay on Kharkiv University, and a reflection on ethnicity and writers in Canada.",1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,ocr,ABBYY FineReader 11.0,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,page-progression,lr,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,ppi,500,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,publicdate,2016-05-18 15:41:11,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,repub_seconds,121,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,repub_state,4,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,scandate,20160519165051,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,scanfee,250,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,scanner,scribe1.alberta.archive.org,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,scanningcenter,alberta,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,shiptracking,cius01,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,sponsor,University of Alberta Libraries,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,sponsordate,20160531,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,subject,Ukrainian literature,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,title,Journal of Ukrainian Studies 8,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,updatedate,2016-05-18 16:42:13,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,volume,"5, no. 1",1
ualberta_ukrainian_studies,journalofukraini51cana_meta.xml,year,Spring 1980,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,addeddate,2016-05-18 16:42:40,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,camera,Canon EOS 5D Mark II,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,cat_key,441050,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,collection,toronto,4
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,collection,university_of_alberta_libraries,3
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,collection,ualberta_ukrainian_studies,3
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,collection,cius_journal,3
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,date,1983,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,description,38 43,3
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,description,Parallel title romanized,3
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,foldoutcount,0,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,identifier,journalofukraini81cana,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini81cana,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,identifier-ark,ark:/13960/t0tr0kx8t,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,imagecount,118,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,invoice,1,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,language,English,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,lccn,80646931 //r82,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,mediatype,texts,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,note,"This issue features an essay on the role of Ukraine and Belorussia, a piece on the contemporary Ukrainian belles-lettres, and an analysis of images of Ukrainian women in Canadian literature.",1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,ocr,ABBYY FineReader 11.0,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,page-progression,lr,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,ppi,500,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,publicdate,2016-05-18 15:41:17,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,repub_seconds,167,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,repub_state,4,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,scandate,20160519160327,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,scanfee,250,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,scanner,scribe1.alberta.archive.org,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,scanningcenter,alberta,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,shiptracking,cius01,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,sponsor,University of Alberta Libraries,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,sponsordate,20160531,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,subject,Ukrainian literature,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,title,Journal of Ukrainian Studies 14,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,updatedate,2016-05-18 16:42:38,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,volume,"8, no. 1",1
ualberta_ukrainian_studies,journalofukraini81cana_meta.xml,year,Summer 1983,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,addeddate,2016-05-18 16:42:44,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,camera,Canon EOS 5D Mark II,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,cat_key,441050,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,collection,toronto,4
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,collection,university_of_alberta_libraries,3
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,collection,ualberta_ukrainian_studies,3
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,collection,cius_journal,3
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,date,1983,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,description,38 43,3
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,description,Parallel title romanized,3
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,foldoutcount,0,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,identifier,journalofukraini82cana,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini82cana,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,identifier-ark,ark:/13960/t8kd6kp2n,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,imagecount,134,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,invoice,1,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,language,English,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,lccn,80646931 //r82,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,mediatype,texts,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,note,"This issue features an essay on Bohdan Khmelnytsky and the Rakoczis in 1648, a piece on the early Ukrainian American immigration and the conversion of the Minneapolis Parish to Russian Orthodoxy, an essay on the Methodist Rural Home Missions as agencies of assimilation, a piece on the geography of the 1933 Soviet Famine, an essay on the Ukrainian Catholic Bishops protest against the Famine, a piece on the National Students Organization in Germany, a brief biography of the last years of Mykhailo Slabchenko, a statistical profile of dissidents in Ukraine before 1972, an essay on the romantic utopia and science fiction of Oles Berdnyk, and a postmortem of the Ukrainian Helsinki Group.",1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,ocr,ABBYY FineReader 11.0,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,page-progression,lr,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,ppi,500,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,publicdate,2016-05-18 15:41:18,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,repub_seconds,347,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,repub_state,4,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,scandate,20160519154952,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,scanfee,250,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,scanner,scribe1.alberta.archive.org,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,scanningcenter,alberta,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,shiptracking,cius01,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,sponsor,University of Alberta Libraries,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,sponsordate,20160531,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,subject,Ukrainian literature,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,title,Journal of Ukrainian Studies 15,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,updatedate,2016-05-18 16:42:42,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,volume,"8., no. 2",1
ualberta_ukrainian_studies,journalofukraini82cana_meta.xml,year,Winter 1983,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,addeddate,2016-05-18 16:42:52,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,camera,Canon EOS 5D Mark II,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,cat_key,441050,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,collection,toronto,4
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,collection,university_of_alberta_libraries,3
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,collection,ualberta_ukrainian_studies,3
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,collection,cius_journal,3
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,creator,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,date,1984,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,description,38 43,3
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,description,"[No. 26 (i.e. v. 14, no.1-2)] a Festschrift for G.S.N. Luckyj",3
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,description,Parallel title romanized,3
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,foldoutcount,0,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,identifier,journalofukraini92cana,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,identifier-access,http://archive.org/details/journalofukraini92cana,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,identifier-ark,ark:/13960/t3rv57r54,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,imagecount,134,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,invoice,1,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,language,English,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,lccn,80646931 //r82,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,mediatype,texts,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,note,"This issue features an article on serfdom in Galicia, a biographical note on the Ukrainian economist Ivan Vernadskyi, an open letter to the Presidium of the Supreme Soviet of the USSR and the Central Committee of the CPSU, an analysis of characteristics of the Ukrainian language in the Belorussian chronicle Bychovtsia, Ukrainian Art Associations at the end of XIX and start of XX centuries, and a piece on the Ukrainian filmmaker Ievhen Deslav.",1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,ocr,ABBYY FineReader 11.0,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,operator,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,page-progression,lr,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,ppi,500,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,publicdate,2016-05-18 15:41:20,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,publisher,[Toronto : Canadian Institute of Ukrainian Studies],1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,repub_seconds,88,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,repub_state,4,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,scandate,20160519153233,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,scanfee,250,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,scanner,scribe1.alberta.archive.org,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,scanningcenter,alberta,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,shiptracking,cius01,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,sponsor,University of Alberta Libraries,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,sponsordate,20160531,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,subject,Ukrainian literature,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,title,Journal of Ukrainian Studies 17,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,updatedate,2016-05-18 16:42:50,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,updater,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,uploader,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,volume,"9, no. 2",1
ualberta_ukrainian_studies,journalofukraini92cana_meta.xml,year,Winter 1984,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,addeddate,2016-05-18 16:38:43,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,bookplateleaf,0004,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,camera,Canon EOS 5D Mark II,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,cat_key,2578926,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,collection,toronto,4
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,collection,university_of_alberta_libraries,3
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,collection,ualberta_ukrainian_studies,3
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,collection,cius_research_reports,3
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,creator,"Senchuk, Wolodymyr",2
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,creator,"Iwanus, Jaroslaw",2
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,date,1988,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,description,43,2
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,description,English and Ukrainian,2
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,foldoutcount,0,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,identifier,straphaelsukrain21iwan,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,identifier-access,http://archive.org/details/straphaelsukrain21iwan,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,identifier-ark,ark:/13960/t8ff8g353,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,imagecount,42,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,invoice,1,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,language,English,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,lccn,97149430,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,mediatype,texts,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,note,"Finding aid to this collection which is located in the Ukrainian Cultural and Educational Centre (Oseredok) in Winnipeg, Manitoba.",1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,ocr,ABBYY FineReader 11.0,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,operator,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,page-progression,lr,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,ppi,500,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,publicdate,2016-05-18 15:40:21,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,publisher,"Edmonton, Alta. : Canadian Institute of Ukrainian Studies, University of Alberta",1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,repub_seconds,79,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,repub_state,4,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,scandate,20160518224442,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,scanfee,250,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,scanner,scribe1.alberta.archive.org,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,scanningcenter,alberta,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,shiptracking,cius01,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,sponsor,University of Alberta Libraries,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,sponsordate,20160531,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,subject,Ukrainians,2
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,subject,Tovarystvo opiky nad ukraÃ¯nsÊ¹kymy pereselentÍ¡siÍ¡amy im. sv. RafaÃ¯la v Kanadi,2
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,title,The St. Raphaels Ukrainian Immigrants Welfare Association of Can,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,updatedate,2016-05-18 16:38:41,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,updater,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,uploader,associate-aaron-campbell@archive.org,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,volume,21,1
ualberta_ukrainian_studies,straphaelsukrain21iwan_meta.xml,year,1988,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,addeddate,2016-05-18 16:37:45,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,bookplateleaf,0010,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,camera,Canon EOS 5D Mark II,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,cat_key,810016,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,collection,toronto,4
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,collection,university_of_alberta_libraries,3
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,collection,ualberta_ukrainian_studies,3
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,collection,cius_research_reports,3
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,contributor,Canadian Institute of Ukrainian Studies,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,creator,Greek Catholic Carpatho-Russian Benevolent Association Liberty,4
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,creator,Canadian Institute of Ukrainian Studies,3
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,creator,"Makuch, Andrij",3
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,creator,"Swyripa, Frances, 1951-",3
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,date,1985,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,description,43,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,foldoutcount,0,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,identifier,ukrainiancanadia07swyr,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,identifier-access,http://archive.org/details/ukrainiancanadia07swyr,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,identifier-ark,ark:/13960/t94792z6m,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,imagecount,164,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,invoice,1,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,language,English,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,mediatype,texts,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,note,"A comprehensive annotated index of the sole forum for the exchange of information, ideas and experiences among Ukrainians in Canada before 1903.",1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,ocr,ABBYY FineReader 11.0,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,operator,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,page-progression,lr,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,ppi,500,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,publicdate,2016-05-18 15:40:07,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,publisher,"Edmonton, Alta. : Canadian Institute of Ukrainian Studies, University of Alberta",1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,repub_seconds,103,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,repub_state,4,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,republisher,associate-tanya-ulmer@archive.org,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,scandate,20160518215601,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,scanfee,250,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,scanner,scribe1.alberta.archive.org,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,scanningcenter,alberta,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,shiptracking,cius01,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,sponsor,University of Alberta Libraries,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,sponsordate,20160531,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,subject,Ukrainian Canadians,2
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,subject,Greek Catholic Carpatho-Russian Benevolent Association Liberty,2
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,title,Ukrainian Canadian Content in the Newspaper Svoboda 1893â1904,1
ualberta_ukrainian_studies,ukrainiancanadia07swyr_meta.xml,updatedate,2016-05-18 16:37:43,1
