ia id	catkey	title	subjects
departmentalexam06albe	639580	Departmental examinations, 1922, grade VII. [electronic resource]	Examinations--Alberta--Questions.--Juvenile literature.;
irrigationresour1997albe	3089110	Irrigation and Resource Management Division : [electronic resource] applied research report.	Irrigation--Research--Alberta.;
albertamunicipal510albe	2905745	Alberta municipal counsellor. [electronic resource]	;
directoryofalber2008albe	2442547	Directory of Alberta public libraries. [electronic resource]	Public libraries--Alberta--Directories.;
customratessurvey1993	2868585	Custom rates survey. Livestock operations. [electronic resource]	Agriculture--Custom rates--Alberta--Statistics--Periodicals.--Cattle--Alberta--Costs--Statistics--Periodicals.--Grain--Alberta--Processing--Costs--Statistics--Periodicals.;
currentwildlifep00rads	1701746	Current wildlife projects in Alberta : [electronic resource] September 1994-September 1995, listing of research and projects on wildlife in Alberta / Greg Radstaak.	Zoology--Alberta--Research.--Wildlife research--Alberta.;
albertaeducation03albe	2363802	Alberta Education documents catalogue / [electronic resource] Alberta Education.	Alberta.--Alberta Education--Catalogs.--Government publications--Alberta--Catalogs.;
meetingchallenge00albe_3	3097683	Meeting the challenge III : [electronic resource] three-year business plan for education, 1996/97 - 1998/99.	Educational planning--Alberta.--Education and state--Alberta.--Education--Alberta--Finance.--Educational accountability--Alberta.--Education--Alberta--Aims and objectives.;
howtohireconsult00lapp	2065156	How to hire a consultant / [electronic resource] David Lapp.	Architecture and state--Canada.--Historic preservation--Canada--Personnel management.--Historic buildings--Conservation and restoration.;
companynamemar90	6377339	Company name and address. Alphabetic list. [electronic resource]	Petroleum industry and trade--Alberta--Directories.;
biology30diplom1999albe_0	797732	Biology 30 diploma examination results. [electronic resource]	Biology--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
sprucecouleerese00swan	3863704	Spruce Coulee Reservoir water quality monitoring report : [electronic resource] provincial parks lake monitoring program / prepared by Heidi Swanson & Ron Zurawell.	Water quality--Alberta--Spruce Coulee Reservoir.--Lakes--Alberta--Monitoring.--Provincial parks and reserves--Alberta--Monitoring.--Spruce Coulee Reservoir (Alta.)--Cypress Hills Interprovincial Park (Alta. and Sask.);
reportofchiefele00albe_8	1361995	Report of the Chief Electoral Officer on the Edmonton-Strathcona by-election held Monday, December 17, 1990. [electronic resource]	Elections--Alberta--Statistics.;
protectiondelenf00unse	1773862	Protection de l'enfant : [electronic resource] guide d'enseignement : module optionnel : hygiène à l'élémentaire : thème IV : connaissance et soin du corps.	Éducation--Alberta--Programmes d'études.--Hygiene--Résumés, programmes, etc.--Alberta.;
waterwelldriller00albe	2917524	Water well driller program. [electronic resource]	Water well drilling--Study and teaching--Alberta.--Well driller--Alberta.--Apprentices--Alberta.--Groundwater--Alberta.--Occupational training--Alberta.;
programplanningf00unse_0	2841953	Program planning for organizations. [electronic resource]	;
incineratorexpan00albe	830705	Incinerator expansion of the Swan Hills Special Waste Treatment Centre. [electronic resource]	Swan Hills Special Waste Treatment Centre.--Alberta Special Waste Treatment Centre.--Hazardous waste treatment facilities--Alberta--Swan Hills.--Hazardous waste sites--Alberta--Swan Hills.--Hazardous wastes--Alberta--Swan Hills.--Environmental protection--Alberta--Swan Hills.--Environmental monitoring--Alberta--Swan Hills.--Environmental impact analysis--Alberta--Swan Hills.--Swan Hills (Alta.);
buckforwildlifep00albe	2161180	Buck for Wildlife, the program. [electronic resource]	Alberta.--Buck for Wildlife Program.--Wildlife management--Alberta.;
credittoyourself00albe	2230685	A Credit to yourself / [electronic resource] Alberta Education.	High schools--Alberta--Curricula.--School credits--Alberta.;
enviroviews3n1	541520	Environment views. [electronic resource]	Environmental protection--Alberta--Periodicals.--Pollution--Environmental aspects--Alberta--Periodicals.;
examenenvuedudip00albe_96	1726693	Examen en vue du diplôme douzième année. Physique 30. [electronic resource]	Physique--Alberta--Examens.--Examens--Questions.;
examenenvuedudi1994albe_0	1726736	Examen en vue du diplôme douzième année. Chimie 30. [electronic resource]	Chimie--Alberta--Examens.--Examens--Questions.--Chemistry--Alberta--Examinations, questions, etc.;
cattlenumbers1995	664353	Agricultural statistics. Cattle numbers. [electronic resource]	Cattle--Alberta--Statistics.;
psublockprojappr198912	1748862	PSU, block and project approvals, monthly update. [electronic resource]	Gas well drilling--Alberta--Statistics.--Oil well drilling--Alberta--Statistics.;
grade12diplomae1987albe_7	1761209	Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
albertawetlandin00hals	2797499	Alberta wetland inventory standards version 2.0 / [electronic resource] Linda A. Halsey ... [et al.].	Wetlands--Alberta.--Wetland ecology--Alberta.--Habitat (Ecology)--Classification.;
occupationalinju2000albe	2831990	Occupational injuries and diseases in Alberta. Alberta Motor Transport Association Industries. [electronic resource]	Trucking--Alberta--Statistics.--Motor vehicle driving--Alberta--Statistics.--Transportation--Alberta--Statistics.;
englishassecond2002cath_0	2195419	English as a second language : [electronic resource] a directory of ESL programs and services in selected urban centres in Alberta.	English language--Study and teaching--Foreign speakers--Directories.--English language--Study and teaching--Alberta--Directories.;
zootmagseptoct1987	6452057	Zoot : [electronic resource] the magazine.	Youth--Alberta--Social life and customs--Periodicals.--Youth--Substance use--Alberta--Prevention--Periodicals.--Youths' writings, Canadian (English)--Alberta--Periodicals.--Youth in development--Alberta--Periodicals.;
albertaindustria43albe	818553	Alberta industrial newsletter / [electronic resource] Dept. of Industry and Development, Industrial Development Branch.	Alberta.--Industrial Development Branch--Information services--Periodicals.--Cities and towns--Alberta--Economic aspects--Periodicals.--Alberta--Industries--Periodicals.--Alberta--Industries, Rural--Periodicals.;
healthgoalsforal00albe	2165219	Health goals for Alberta : [electronic resource] progress report.	Medical policy--Alberta.--Health promotion--Alberta.--Health status indicators--Alberta.--Quality of life--Alberta.--Delivery of Health Care--Alberta.--Health Planning--Alberta.--Public Health--Alberta.;
curriculumhandb9201albe_0	1829005	Curriculum handbook for parents. Grade 9. [electronic resource]	Ninth grade (Education)--Alberta--Curricula--Handbooks, manuals, etc.--Education--Alberta--Curricula--Handbooks, manuals, etc.;
socialstudies20educ	2064735	Social studies 20. [electronic resource]	Social sciences--Alberta--Examinations.--Academic achievement--Alberta--Testing.--Education, Secondary--Alberta--Evaluation.;
safehealthyguide00albe	3531406	Safe and healthy : [electronic resource] a guide to managing an aging workforce.	Age and employment.--Older people--Employment--Alberta.--Labor market--Alberta.--Workplace--Alberta.--Aged.;
grade12diplomae1990albe_5	1761209	Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
childwelfareinpr01albe_0	618632	Child welfare in progress. [electronic resource]	Alberta.--Child Welfare Act--(1985)--Canada.--Young Offenders Act--(1984)--Children--Legal status, laws, etc.--Alberta--Handbooks, manuals, etc.--Children--Alberta--Services for--Handbooks, manuals, etc.--Juvenile delinquents--Legal status, laws, etc.--Alberta.--Social workers--In-service training--Alberta.;
examenenvuedudip00albe_45	1726717	Examen en vue du diplôme douzième année. Biologie 30. [electronic resource]	Biologie--Alberta--Examens.--Douzième année (Éducation)--Alberta--Examens.;
albertafurbearer00pool_0	2875269	Alberta furbearer harvest data analysis / [electronic resource] K.G. Poole and G. Mowat.	Fur-bearing animals--Alberta.--Fur trade--Alberta.--Wildlife management--Alberta.--Trapping--Alberta.;
officesoflegisla00albe_5	6629630	Offices of the Legislative Assembly estimates. [electronic resource]	Alberta.--Legislative Assembly Office--Appropriations and expenditures--Periodicals.--Alberta.--Legislative Assembly Office--Crédits budgétaires et dépenses--Périodiques.;
customratessurvey2011	2868585	Custom rates survey. Livestock operations. [electronic resource]	Agriculture--Custom rates--Alberta--Statistics--Periodicals.--Cattle--Alberta--Costs--Statistics--Periodicals.--Grain--Alberta--Processing--Costs--Statistics--Periodicals.;
appliedmathemat2001albe_0	2563243	Applied mathematics 30, grade 12 diploma examination. [electronic resource]	Mathematics--Alberta--Examinations, questions, etc.--Twelfth grade (Education)--Alberta--Examinations.;
withinourborders625albe	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
curriculumhandb2199albe_0	1828977	Curriculum handbook for parents. Grade 2. [electronic resource]	Second grade (Education)--Alberta--Curricula--Handbooks, manuals, etc.--Education--Alberta--Curricula--Handbooks, manuals, etc.;
caslanmtissettle00albe_0	1712937	Caslan Métis Settlement : [electronic resource] land use planning inventory / Planning Branch, Alberta Municipal Affairs.	Indians of North America--Mixed descent--Alberta--Reservations.--Métis--Alberta--Caslan Settlement.--Land use--Alberta--Caslan Settlement.--Caslan Metis Settlement (Alta.);
fertilizerrecomm00albe	4187786	Fertilizer recommendations for Alberta. [electronic resource]	Fertilizers--Alberta.;
departmentalexam71albe_0	710895	Departmental examinations, 1928. [electronic resource]	Examinations--Alberta--Questions.;
stayinyouwindrop00albe	2263377	Stay in - you win : [electronic resource] dropouts : problems and solutions :bmodule two.	Dropouts--Alberta--Prevention.--High school dropouts--Alberta--Prevention.;
grade12diplomae000albe_24	1772364	Grade 12 diploma examination. Social studies 33. [electronic resource]	Social sciences--Alberta--Examinations--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
reclamationofste00cott	849092	Reclamation of sterilant affected sites : [electronic resource] a review of the issue in Alberta / M. Cotton, M.P. Sharma.	Reclamation of land--Alberta.--Soil disinfection.;
permnoas85no1	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
psublockprojappr199801	1748862	PSU, block and project approvals, monthly update. [electronic resource]	Gas well drilling--Alberta--Statistics.--Oil well drilling--Alberta--Statistics.;
letstalkguidetor00albe_1	2904491	"Let's talk" : [electronic resource] a guide to resolving workplace conflicts.	Conflict management--Alberta.--Personnel management--Alberta.--Interpersonal conflict--Prevention--Alberta.--Industrial relations--Alberta.;
	7065100		;
interferencesaff00whar	2292577	Interferences affecting the analysis of aluminum in waters by solvent extraction-atomic absorption spectrometry : [electronic resource] a comparison of two solvent extraction procedures using the oxine-MIBK system / by Angela Wharmby, Shaole Wu.	Water quality.--Water--Analysis.--Aluminum--Toxicology.--Water--Aluminum content.;
albertapopulatio00albe	795496	Alberta population growth. [electronic resource]	Alberta--Population--Periodicals.--Alberta--Statistics, Vital--Periodicals.;
interimreportofe00dixo	1916008	Interim report of the Electoral Boundaries Commission of the Province of Alberta, 1983/84. [electronic resource]	Election districts--Alberta.;
annualreport1983albe	712514	Annual report / [electronic resource] Alberta Advanced Education.	Alberta.--Alberta Advanced Education--Periodicals.--Education, Higher--Alberta--Periodicals.;
albertawaterwast00albe_0	646107	Alberta water and wastewater operators basic course manual / [electronic resource] Municipal Engineering Branch, Pollution Control Division, Alberta Environment.	Water--Purification--Alberta--Handbooks, manuals, etc.--Sewage--Purification--Alberta--Handbooks, manuals, etc.;
goodmoves00albe_1	3560220	Good moves. [electronic resource]	Physical distribution of goods--Alberta--Periodicals.;
inpraiseofolderw00albe	1338376	In praise of older workers. [electronic resource]	Age and employment.--Older people--Employment--Canada.--Employment--Canada.--Middle Aged--Canada.--Older people--Canada.;
curriculumhandb1201albe_0	1828976	Curriculum handbook for parents. Grade 1. [electronic resource]	First grade (Education)--Alberta--Curricula--Handbooks, manuals, etc.--Education--Alberta--Curricula--Handbooks, manuals, etc.;
laclanonne00albe	1893380	Lac La Nonne. [electronic resource]	Water quality--Alberta--Lac La Nonne.--Lac La Nonne (Alta.);
withinourborders00albe_4	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
bonnielakemanage00bonn	571909	Bonnie Lake management study : [electronic resource] background report / [prepared for the Council of the County of Smoking Lake by the Bonnie Lake Plan Committee].	Land use--Alberta--Bonnie Lake Region--Planning.--Bonnie Lake Region (Alta.);
2000adguidetofin00albe_2	764155	2000 A.D. : [electronic resource] a guide to financial awareness.	Finance, Personal--Canada.--Financial security.--Investments.;
surveyoffortsask00albe	832837	Survey of Fort Saskatchewan / [electronic resource] prepared by Industrial Development Branch, Dept. of Industry & Development.	Fort Saskatchewan (Alta.)--Fort Saskatchewan (Alta.)--Economic conditions.;
departmentalexam30albe_25	1944070	Departmental examinations, [grade 12] 1968. [electronic resource]	Examinations--Alberta--Questions.;
firesmartguidebo00albe	4123914	FireSmart guidebook for the oil and gas industry. [electronic resource]	Wildfires--Alberta--Prevention and control.--Wildfires--Prevention and control.--Forest fires--Alberta--Prevention and control.--Petroleum industry and trade--Environmental aspects--Alberta.;
albertamuniurban1987	377971	Alberta municipalities, urban and rural, including the chief officials of all cities, towns, villages, counties and municipal districts. [electronic resource]	Cities and towns--Alberta--Directories--Municipal officials and employees--Alberta--Directories--Municipal government--Alberta--Directories.--Local government--Alberta--Directories.;
psublockprojappr199807	1748862	PSU, block and project approvals, monthly update. [electronic resource]	Gas well drilling--Alberta--Statistics.--Oil well drilling--Alberta--Statistics.;
surveyofsangudo00albe	834714	Survey of Sangudo / [electronic resource] prepared by Industrial Development Branch, Dept. of Industry & Development.	Sangudo (Alta.)--Sangudo (Alta.)--Economic conditions.;
examenenvuedudip00albe_70	1726736	Examen en vue du diplôme douzième année. Chimie 30. [electronic resource]	Chimie--Alberta--Examens.--Examens--Questions.--Chemistry--Alberta--Examinations, questions, etc.;
diplomaexaminat1992albe_2	798725	Diploma examinations program bulletin. Biology 30, chemistry 30, physics 30. [electronic resource]	Biology--Alberta--Examinations, questions, etc.--Periodicals.--Chemistry--Alberta--Examinations, questions, etc.--Periodicals.--Physics--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
enviroviews10n3	541520	Environment views. [electronic resource]	Environmental protection--Alberta--Periodicals.--Pollution--Environmental aspects--Alberta--Periodicals.;
withinourborders00albe_60	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
mentalhealthserv00albe_0	648262	Mental health services in Alberta. [electronic resource]	Mental health services--Alberta.--Mental Health--Alberta.;
remotesensingfor00thom	1891013	Remote sensing for brush encroachment : [electronic resource] landsat monitoring of brush encroachment in fescue grasslands of southwest Alberta / by M. Diane Thompson, Intera Technologies Ltd.	Rangelands--Remote sensing--Alberta.--Shrublands--Remote sensing--Alberta.--Range management--Remote sensing--Alberta.--Remote sensing--Alberta.;
boardmembershand00nort	770979	A board member's handbook. [electronic resource]	Community leadership--Handbooks, manuals, etc.--Leadership--Handbooks, manuals, etc.--Voluntarism--Handbooks, manuals, etc.;
annualreportdipl00albe	1393701	Annual report, Diploma Examinations Program. [electronic resource]	Education--Alberta--Evaluation--Statistics--Periodicals.--Education, Secondary--Alberta--Statistics--Periodicals.--Examinations--Alberta--Interpretation--Statistics--Periodicals.;
achievementtestg00albe_6	935400	Achievement test. Grade 9 social studies. [electronic resource]	Social sciences--Alberta--Examinations, questions, etc.;
permitno1990111118	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
watersupplyoutlook198903	658327	Water supply outlook for Alberta / [electronic resource] produced by River Forecast Centre, Hydrogeology Branch and Survey Branch.	Precipitation (Meteorology)--Alberta--Measurement--Periodicals.--Water-supply--Alberta--Periodicals.;
albertadairy1988	598332	Annual report of the Alberta Dairy Control Board for the fiscal year ending March 31, ... [electronic resource]	Alberta Dairy Control Board--Periodicals.--Alberta Dairy Control Board.--Dairying--Alberta--Periodicals.--Dairy products--Alberta--Statistics--Periodicals.;
motorcyclemechan00albe	3296213	Motorcycle mechanic apprenticeship course outline. [electronic resource]	Motorcycles--Maintenance and repair--Study and teaching--Alberta.--Motorcycle industry workers--Training of--Alberta.--Apprentices--Alberta.--Occupational training--Alberta.;
demographicoverv00albe	736130	A demographic overview of the Native populations in Alberta / [electronic resource] Policy & Planning Branch, Native Affairs Secretariat [Alberta].	Indians of North America--Alberta--Population.--Indians of North America--Alberta--Statistics, Vital.--Métis--Alberta--Population.--Métis--Alberta--Statistics, Vital.;
achievementtestg00albe_4	934355	Achievement test. Grade 6 mathematics. [electronic resource]	Mathematics--Alberta--Examinations, questions, etc.;
newslinealbertar112albe	3447122	Newsline. [electronic resource]	Alberta Research Council--Periodicals.;
reportofchiefele00albe_10	3427291	The report of the Chief Electoral Officer on the Senate nominee election, Monday, November 22, 2004. [electronic resource]	Canada.--Parliament.--Senate--Elections.--Elections--Alberta--Statistics.--Legislators--Selection and appointment--Canada.;
auditionsperspec00albe_0	758736	Auditions : [electronic resource] a perspective for aspiring actors in Alberta.	Acting--Auditions.--Theater--Alberta.;
permitno1985no14	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
leplandactivitsd00albe	2588182	Le plan d'activités d'Alberta Learning. [electronic resource]	Alberta.--Alberta Learning--Periodicals.--Alberta.--Alberta Learning--Périodiques.--Education--Alberta--Finance--Periodicals.--Educational planning--Alberta--Periodicals.--Education and state--Alberta--Periodicals.--Educational accountability--Alberta--Periodicals.--Éducation--Planification--Alberta--Périodiques.--Éducation--Politique gouvernementale--Alberta--Périodiques.--Éducation--Alberta--Finances--Périodiques.--Responsabilité du rendement (en éducation)--Alberta--Périodiques.;
methodsforproduc00albe_0	832155	Methods for producing and upgrading liquid hydrocarbons from Alberta coal. [electronic resource]	Coal liquefaction--Alberta.--Coal--Research--Alberta.--Hydrocarbons--Alberta.--Hydrocarbons--Research--Alberta.;
assessmenthighli1994albe	1594933	Assessment highlights : [electronic resource] Grade 9 language arts.	Language arts (Secondary)--Alberta--Examinations.--Examinations--Alberta.--Achievement tests--Alberta.;
attenuationofpol00bake	867522	Attenuation of pollutants by Alberta soils / [electronic resource] by Bruce L. Baker for Research Management Division, Alberta Environment.	Soil percolation--Alberta.--Soil pollution--Alberta--Measurement.--Soils--Alberta--Agricultural chemical content.--Leaching.--Toluene.--Xylene.--Soils--Alberta.;
albertasfirstnat00albe	2563093	Alberta's First Nations : [electronic resource] Indian register population (December, 2000), 18 years of age and under by place of residence.	Indian children--Alberta--Statistics.--Indians of North America--Alberta--Population--Statistics.--Alberta--Population--Statistics.;
grade12diplomae998albe_15	914711	Grade 12 diploma examination. Mathematics 30. [electronic resource]	Mathematics--Alberta--Examinations, questions, etc.--Twelfth grade (Education)--Alberta--Examinations.--Examinations--Alberta.;
oldmanriverdamwi00smre	798744	Oldman River Dam wildlife habitat mitigation-vegetation establishment : [electronic resource] interim progress report, 1990-91 / A. Smreciu and J. Hobden.	Wildlife habitat improvement--Alberta--Oldman River Dam Region.--Wildlife conservation--Alberta--Oldman River Dam Region.--Revegetation--Alberta--Oldman River Dam Region.--Oldman River Dam (Alta.);
curriculumhandb2201albe_0	1828977	Curriculum handbook for parents. Grade 2. [electronic resource]	Second grade (Education)--Alberta--Curricula--Handbooks, manuals, etc.--Education--Alberta--Curricula--Handbooks, manuals, etc.;
albertassalmonid00stel	2500759	Alberta's salmonid identification course / [electronic resource] by Jim D. Stelfox, Dean M. Baayens, David K. Berry.	Salmonidae--Alberta--Identification.--Trout--Alberta--Identification.--Char--Alberta--Identification.--Salmonidae--Identification--Education--Alberta.;
agrinews00albe_5	2010660	Agri-news. [electronic resource]	Agriculture--Alberta--Periodicals.;
grade12diplomae1995albe_5	1752552	Grade 12 diploma examination. English 30. Part A, Written response. [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
mathmatiques30bu00albe_0	1739513	Bulletin d'information, programme des examens en vue du diplôme. Mathématiques 30. [electronic resource]	Mathématiques--Alberta--Examens--Périodiques.--Douzième année (Éducation)--Alberta--Examens--Périodiques.--Examens--Alberta--Périodiques.--Mathematics--Alberta--Examinations--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
governmentestima2012albe	3478179	Government estimates, general revenue fund, lottery fund. [electronic resource]	Lotteries--Alberta--Finance--Periodicals.--Finance, Public--Alberta--Periodicals.--Alberta--Appropriations and expenditures--Periodicals.;
guidelinesfordes00albe	946192	Guidelines for the design, approval and operation of sewage lagoon systems for small municipal developments / [electronic resource] prepared by Alberta Environment, Standards and Approvals Division, Municipal Engineering Branch.	Sewage disposal, Rural--Alberta.--Sewage lagoons--Alberta.;
multispeciescons135albe	3992762	A multi-species conservation strategy for species at risk in the Milk River basin ... progress report [electronic resource]	Wildlife conservation--Milk River Watershed (Mont. and Alta.)--Periodicals.--Wildlife conservation--Alberta--Periodicals.--Ecological surveys--Milk River Watershed (Mont. and Alta.)--Periodicals.--Ecological surveys--Alberta--Periodicals.--Endangered species--Milk River Watershed (Mont. and Alta.)--Periodicals.--Endangered species--Alberta--Periodicals.;
continuingcarehe00albe	3595051	Continuing care health service standards. [electronic resource]	Long-term care of the sick--Standards--Alberta.--Long-term care of the sick--Quality control--Standards--Alberta.;
seekersstorytell00albe	2611542	Seekers and storytellers : [electronic resource] aboriginal role models share their career journeys / Alberta Human Resources and Employment. Career and Workplace Resources.	Continuing education.--Indians of North America--Education (Higher)--Alberta.--Indians of North America--Canada.--Adult education.;
albertaspublicla00albe	1563329	Alberta's public land and resources-planning for the future [electronic resource]	Natural resources--Alberta--Management.--Public lands--Management.--Alberta--Public lands--Management.;
recordingreporti2011albe	3891767	Recording and reporting information for assessment audit and equalized assessment manual. [electronic resource]	Municipal government--Alberta--Records and correspondence--Computer programs.--Municipal government--Alberta--Auditing--Computer programs.;
bowcanmorevisual00albe_2	3081736	Bow-Canmore visual impact assessment design manual/ [electronic resource] Alberta Tourism.	Environmental impact analysis--Alberta--Bow-Canmore Valley.--Environmental protection--Alberta.--Bow-Canmore Valley (Alta.);
gasificationofwe00albe	581685	Gasification of Western Canadian coals : [electronic resource] a project / supported in part by the Alberta/Canada Energy Resources Research Fund.	Coal gasification--Alberta.;
newslinealbertar131albe	3447122	Newsline. [electronic resource]	Alberta Research Council--Periodicals.;
waterforlifemini00albe	2627441	Water for life : [electronic resource] minister's forum on water : summary report of advice received to the Honourable Lorne Taylor, Minister of Environment, Government of Alberta / prepared by Equus Consulting Group.	Water-supply--Alberta.--Water quality--Alberta.--Water--Alberta--Management.--Water--Government policy--Alberta.;
littlebowproject07albe	2731623	Little Bow project newsletter [electronic resource]	Environmental impact analysis--Alberta--Little Bow River--Periodicals.--Environmental impact analysis--Alberta--Highwood River--Periodicals.--Water resources development--Environmental aspects--Alberta--Little Bow River Basin.--Water diversion--Alberta--Highwood River--Environmental aspects.--Little Bow River Basin (Alta.)--Highwood River (Alta.);
fieldalpha87	6342523	Field alphabetic list / [electronic resource] Energy Resources Conservation Board.	Oil fields--Alberta--Code names--Periodicals.--Oil fields--Alberta--Indexes.;
2002burrowingowl00russ_0	2661478	2002 burrowing owl trend block survey and monitoring, Brooks area / [electronic resource] R.F. Russell.	Burrowing owl--Alberta--Surveys.--Endangered species--Alberta.--Wildlife conservation--Alberta.--Wildlife management--Alberta.--Burrowing owl--Alberta--Brooks Region.--Brooks Region (Alta.);
proceedingsofsev00grea	3347151	An act for vesting the settled estate of Sir Robert Sutton, in the county of Nottingham, in trustees [electronic resource]	;
immigrantaid91	6452047	Immigrant aid organizations in Alberta. [electronic resource]	Immigrants--Alberta--Societies, etc.--Directories.--Alberta--Emigration and immigration--Societies, etc.--Directories.;
tuitionfeereview00albe	1734250	Tuition fee review : [electronic resource] a review of tuition fees at post-secondary institutions.	Education, Higher--Canada--Costs.;
tourisminalberta00wigh_0	597416	Tourism in Alberta / [electronic resource] prepared by Pamela Wight.	Tourism--Alberta.;
diplomaexaminat1998albe_1	1799888	Diploma examination results examiners' report for ... Mathematics 33. [electronic resource]	Mathematics--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
internationaltrade1991	642442	Alberta international trade review. [electronic resource]	Export sales contracts--Alberta--Statistics--Periodicals.--International trade--Alberta--Periodicals.--Export sales contracts--Alberta--Periodicals--Alberta--Commerce--Statistics--Periodicals.--Canada--Commerce--Statistics--Periodicals.;
communityconsort00albe_1	887265	Community consortia in Alberta. [electronic resource]	Distance education--Alberta.--Consortia--Alberta.--University extension--Alberta.--University cooperation--Alberta.;
agrinews00albe_41	2010660	Agri-news. [electronic resource]	Agriculture--Alberta--Periodicals.;
financingk12scho00albe	396151	Financing K-12 schooling in Alberta. [electronic resource]	Education--Alberta--Finance.;
linkingregenerat00albe	2632358	Linking regeneration standards to growth and yield and forest management objectives / [electronic resource] prepared by Alberta Reforestation Standards Science Council for Alberta's Minister of Sustainable Resource Development.	Forest regeneration--Alberta.--Forest regeneration--Standards--Alberta.--Forest management--Alberta.--Sustainable forestry--Alberta.--Reforestation--Alberta.;
proposedprotocol00corn_0	2574163	Proposed protocol for a rare plant survey in the lower foothills, Northern East Slopes / [electronic resource] Beth Cornish.	Rare plants--Alberta--Northern East Slopes Region.--Botany--Alberta--Surveys.--Vegetation surveys--Alberta--Northern East Slopes Region.;
specifiedgasemit00albe_16	4173009	Specified gas emitters regulation : [electronic resource] quantification protocol for low-retention, water-powered electricity generation as run-of-river or on an existing reservoir.	Climatic changes--Alberta--Monitoring.--Greenhouse gases--Monitoring--Alberta.--Hydroelectric power plants--Environmental aspects.--Water-power--Environmental aspects.--Electric power production--Environmental aspects--Alberta.;
grade12diplomae999albe_15	914711	Grade 12 diploma examination. Mathematics 30. [electronic resource]	Mathematics--Alberta--Examinations, questions, etc.--Twelfth grade (Education)--Alberta--Examinations.--Examinations--Alberta.;
historicalevolut00albe	1576270	The historical evolution of the Dept. of Municipal Affairs [electronic resource]	Alberta.--Alberta Municipal Affairs--History.--Administrative agencies--Alberta--History.;
aerialsurveyofol00horn	1734163	Aerial survey of the Oldman Reservoir, Southwestern Alberta, 1 to 3 February 1993 / [electronic resource] for The Oldman Dam Project Office, Alberta Public Works, Supplies and Services ; prepared by Garry E. Hornbeck and Peter Balagus.	Mule deer--Alberta--Oldman River Dam Region.--Deer populations--Alberta--Oldman River Region.--Deer--Alberta--Effect of dams on.--Ungulates--Alberta--Oldman River Region.--Wildlife management--Alberta--Oldman River Region--Surveys.--Oldman River Dam (Alta.);
4hclubreporterma00albe	3992200	4 H Club reporter manual. [electronic resource]	;
mountroyalcollege198586	1407157	Annual report / [electronic resource] Mount Royal College.	Mount Royal College--Periodicals.;
withinourborders00albe_72	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
juniorhighschool00albe_6	774010	Junior high school curriculum guide for mathematics. [electronic resource]	Mathematics--Study and teaching (Secondary)--Outlines, syllabi, etc.--Alberta.--Education--Alberta--Curricula.;
applyingfororder00fami_1	2425241	Applying for an order for child support. [electronic resource]	Child support--Law and legislation--Alberta.--Domestic relations courts--Alberta.;
grade12diplomae1999albe_4	1761209	Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
productionevalua00dosd	2241948	Production and evaluation of two strains of the bacterium, Bacillus Thuringiensis Berliner, as biological insecticides for bertha armyworm, Mamestra Configurata (Walker) / [electronic resource] by L.M. Dosdall and J.S. Davies.	Bacillus (Bacteria)--Bacillus thuringiensis.--Insect pests--Biological control.--Insecticides.;
