Column 1	LC-ID	match-ID	score	VIAF-C	VIAF-IDC	score-c	org	Column 3	Column 4	blank
Pearson, John, 1613-1686.	2494112	2494112	1	Pearson, John, 1613-1686.			Person		http://example.org/1005997#Agent100-9	
Church of England		135203514		Church of England	135203514	1	Organization		http://example.org/1005997#Agent610-18	
Halliday, F. E. (Frank Ernest), 1903-	109605000	109605000	0.972972973	Halliday, F. E. (Frank Ernest), 1903-			Person		http://example.org/103324#Agent100-11	
Solinus, C. Julius, 3rd century ?				Solinus, C. Julius, 3rd century ?			Person		http://example.org/1092031#Agent100-10	
Golding, Arthur, 1536-1606,	59343136	59343136	0.962962963	Golding, Arthur, 1536-1606,			Person		http://example.org/1092031#Agent700-20	
Magary, James F.,	56270229	56270229	0.9411764706	Magary, James F.,			Person		http://example.org/1071500#Agent100-12	
Eichorn, John R.,	68588756	68588756	0.9411764706	Eichorn, John R.,			Person		http://example.org/1071500#Agent700-21	
Siegel, Ernest.	72635876	72635876	1	Siegel, Ernest.			Person		http://example.org/1004638#Agent100-18	
Barbe, Walter Burke, 1926-	60368633	60368633	0.8666666667	Barbe, Walter Burke, 1926-			Person		http://example.org/1071509#Agent100-12	
Levinson, Harry.	108445771	108445771	0.9375	Levinson, Harry.			Person		http://example.org/1012988#Agent100-14	
McMurray, J. G. (J. Grant), 1924-	34281041	34281041	0.9705882353	McMurray, J. G. (J. Grant), 1924-			Person		http://example.org/1037288#Agent100-10	
Hall, N. F. (Noel Frederick), 1902-	36461672	36461672	1	Hall, N. F. (Noel Frederick), 1902-			Person		http://example.org/1017735#Agent100-11	
Stuvel, G. (Gerhard), 1917-	108562188	108562188	1	Stuvel, G. (Gerhard), 1917-			Person		http://example.org/1020871#Agent100-10	
Poole, Reginald Lane, 1857-1939.				Poole, Reginald Lane, 1857-1939.			Person		http://example.org/1020264#Agent100-11	
Great Britain. Exchequer.				Great Britain. Exchequer.			Jurisdiction		http://example.org/1020264#Agent610-19	
Phelps, William Lyon, 1865-1943.	29787804	29787804	0.96875	Phelps, William Lyon, 1865-1943.			Person		http://example.org/1066556#Agent100-10	
Jennings, Eugene E. (Eugene Emerson), 1926-	28530716	28530716	1	Jennings, Eugene E. (Eugene Emerson), 1926-			Person		http://example.org/1012874#Agent100-10	
Uris, Auren.	54669322	54669322	1	Uris, Auren.			Person		http://example.org/1009753#Agent100-11	
Jennings, Eugene E. (Eugene Emerson), 1926-	28530716	28530716	1	Jennings, Eugene E. (Eugene Emerson), 1926-			Person		http://example.org/1012876#Agent100-12	
Balinsky, Benjamin.	12128532	12128532	0.9473684211	Balinsky, Benjamin.			Person		http://example.org/1012381#Agent100-10	
Burger, Ruth,				Burger, Ruth,			Person		http://example.org/1012381#Agent700-21	
Randall, Clarence Belden, 1891-	79303828	79303828	0.8857142857	Randall, Clarence Belden, 1891-			Person		http://example.org/1012915#Agent100-11	
Fortune.				Fortune.			Organization		http://example.org/1012842#Agent110-10	
Blake, Edward, 1833-1912.	31565244	31565244	0.96	Blake, Edward, 1833-1912.			Person		http://example.org/102073#Agent100-11	
Canada. Dept. of Justice,				Canada. Dept. of Justice,			Jurisdiction		http://example.org/102073#Agent710-22	
Ontario. Court of Appeal.		151189231		Ontario. Court of Appeal.	151189231	0.96	Jurisdiction		http://example.org/102073#Agent710-23	
Ontario. Dept. of the Attorney General,		146498969		Ontario. Dept. of the Attorney General,	146498969	0.8048780488	Jurisdiction		http://example.org/102073#Agent710-24	
Breckenridge, Adam Carlyle, 1916-	108896155	108896155	0.8918918919	Breckenridge, Adam Carlyle, 1916-			Person		http://example.org/1031049#Agent100-14	
Eley, Lynn W.	60408986	60408986	1	Eley, Lynn W.			Person		http://example.org/1046731#Agent100-11	
Hodgson, R. (Richard)				Hodgson, R. (Richard)			Person		http://example.org/1012863#Agent100-11	
Levinson, Daniel J.,	162681500	162681500	0.95	Levinson, Daniel J.,			Person		http://example.org/1012863#Agent700-20	
Zaleznik, Abraham, 1924- ,	17268840	17268840	0.9230769231	Zaleznik, Abraham, 1924- ,			Person		http://example.org/1012863#Agent700-21	
Dixon, Robert L.	68106490	68106490	1	Dixon, Robert L.			Person		http://example.org/1014942#Agent100-13	
Haig, Robert Murray, 1887-1953.	57670728	57670728	0.9677419355	Haig, Robert Murray, 1887-1953.			Person		http://example.org/1023187#Agent100-11	
New York (N.Y.). Committee on Taxation.		160781544		New York (N.Y.). Committee on Taxation.	160781544	0.9743589744	Jurisdiction		http://example.org/1023187#Agent710-24	
Hopkins, Terence K.	91767312	91767312	1	Hopkins, Terence K.			Person		http://example.org/1022948#Agent100-10	
International Conference on the Comparative Study of Adult Education, 1st, Exeter, N.H., 1966.				International Conference on the Comparative Study of Adult Education, 1st, Exeter, N.H., 1966.			Meeting		http://example.org/1072581#Agent111-12	
Liveright, A. A. (Alexander Albert), 1907-	112015129	112015129	0.9761904762	Liveright, A. A. (Alexander Albert), 1907-			Person		http://example.org/1072581#Agent700-23	
Haygood, Noreen,	289561519	289561519	0.9375	Haygood, Noreen,			Person		http://example.org/1072581#Agent700-24	
Marden, William.	305009177	305009177	0.9375	Marden, William.			Person		http://example.org/1030703#Agent100-11	
Roberts, Don D.	46889565	46889565	1	Roberts, Don D.			Person		http://example.org/1006652#Agent100-10	
Peirce, Charles S. (Charles Sanders), 1839-1914.	89203252	89203252	1	Peirce, Charles S. (Charles Sanders), 1839-1914.			Person		http://example.org/1006652#Agent600-19	
Wright, Quincy, 1890-1970.	9921592	9921592	1	Wright, Quincy, 1890-1970.			Person		http://example.org/1053349#Agent100-11	
Patton, Janice.				Patton, Janice.			Person		http://example.org/1076962#Agent100-14	
Burland, C. A. (Cottie Arthur), 1905-1983.	66464570	66464570	0.9761904762	Burland, C. A. (Cottie Arthur), 1905-1983.			Person		http://example.org/1079772#Agent100-15	
Forman, Werner,	44298881	44298881	0.9333333333	Forman, Werner,			Person		http://example.org/1079772#Agent700-28	
Duerr, Michael G.	62788909	62788909	1	Duerr, Michael G.			Person		http://example.org/1069141#Agent100-11	
European Economic Community.		135819217		European Economic Community.	135819217	1	Organization		http://example.org/1069141#Agent610-21	
Conference Board.				Conference Board.			Organization		http://example.org/1069141#Agent710-23	
Canadian Nurses' Association.		140637534		Canadian Nurses' Association.	140637534	0.9310344828	Organization		http://example.org/1058594#Agent110-9	
Lamothe, Rachel.				Lamothe, Rachel.			Person		http://example.org/1058594#Agent700-19	
Browning, Mary H.,	25850017	25850017	0.9444444444	Browning, Mary H.,			Person		http://example.org/1036049#Agent100-10	
Lewis, Edith Patton,	25850732	25850732	0.95	Lewis, Edith Patton,			Person		http://example.org/1036049#Agent700-23	
Gutkind, Erwin Anton, 1886-1968.	22283944	22283944	1	Gutkind, Erwin Anton, 1886-1968.			Person		http://example.org/1032186#Agent100-10	
Card, B. Y. (Brigham Young), 1914-2006.	61678763	61678763	0.9743589744	Card, B. Y. (Brigham Young), 1914-2006.			Person		http://example.org/1025675#Agent100-9	
Binkley, William C. (William Campbell), 1889-1970.				Binkley, William C. (William Campbell), 1889-1970.			Person		http://example.org/1046279#Agent100-11	
Williams, James Mickel, 1876-	93629806	93629806	1	Williams, James Mickel, 1876-			Person		http://example.org/1034049#Agent100-11	
McCormick, E. H. (Eric Hall), 1906-1995.	79070093	79070093	0.9	McCormick, E. H. (Eric Hall), 1906-1995.			Person		http://example.org/1086429#Agent100-10	
Hodgkins, Frances, 1869-1947.	70291774	70291774	0.9655172414	Hodgkins, Frances, 1869-1947.			Person		http://example.org/1086429#Agent600-18	
Turnovsky, Stephen J.	39438950	39438950	1	Turnovsky, Stephen J.			Person		http://example.org/1038345#Agent100-10	
Smollett, T. (Tobias), 1721-1771.				Smollett, T. (Tobias), 1721-1771.			Person		http://example.org/1020167#Agent100-9	
Barbauld, Mrs. (Anna Letitia), 1743-1825.	9896232	9896232	0.8048780488	Barbauld, Mrs. (Anna Letitia), 1743-1825.			Person		http://example.org/1020167#Agent700-21	
Franks, Oliver, Baron, 1905-1992.	12357604	12357604	0.9696969697	Franks, Oliver, Baron, 1905-1992.			Person		http://example.org/1048143#Agent100-11	
Great Britain. Ministry of Supply.				Great Britain. Ministry of Supply.			Jurisdiction		http://example.org/1048143#Agent610-19	
Silberman, Melvin L.,	23430835	23430835	0.9523809524	Silberman, Melvin L.,			Person		http://example.org/1059431#Agent100-13	
Ulrich, Roger Elwood, 1931- ,	112516597	112516597	0.9310344828	Ulrich, Roger Elwood, 1931- ,			Person		http://example.org/1023104#Agent100-13	
Mountjoy, Paul T.	53061550	53061550	1	Mountjoy, Paul T.			Person		http://example.org/1023104#Agent700-25	
Cochran, Emory Ellsworth.	91299763	91299763	0.96	Cochran, Emory Ellsworth.			Person		http://example.org/1055724#Agent100-9	
Otto, Ernst, 1877-1959.				Otto, Ernst, 1877-1959.			Person		http://example.org/1055724#Agent600-18	
Johnson, B. Lamar (Byron Lamar), 1904-	18605775	18605775	1	Johnson, B. Lamar (Byron Lamar), 1904-			Person		http://example.org/1060094#Agent100-10	
California. University. University at Los Angeles. Junior College Leadership Program.				California. University. University at Los Angeles. Junior College Leadership Program.			Jurisdiction		http://example.org/1060094#Agent810-21	
Penny, R. K. (Royston Kenneth)	64111293	64111293	1	Penny, R. K. (Royston Kenneth)			Person		http://example.org/1027886#Agent100-11	
Gibbings, J. C.	167597804	167597804	0.9333333333	Gibbings, J. C.			Person		http://example.org/1027886#Agent700-20	
Brown, Bob Burton.	164443159	164443159	1	Brown, Bob Burton.			Person		http://example.org/1061651#Agent100-11	
Eysenck, H. J. (Hans Jurgen), 1916-1997.	108250867	108250867	0.925	Eysenck, H. J. (Hans Jurgen), 1916-1997.			Person		http://example.org/1023020#Agent100-14	
Freud, Sigmund, 1856-1939.	34456780	34456780	1	Freud, Sigmund, 1856-1939.			Person		http://example.org/1023020#Agent600-23	
Wilson, Glenn D. (Glenn Daniel)	68937277	68937277	1	Wilson, Glenn D. (Glenn Daniel)			Person		http://example.org/1023020#Agent700-25	
Research Seminar in Archaeology and Related Subjects University of Sheffield, 1971.				Research Seminar in Archaeology and Related Subjects University of Sheffield, 1971.			Meeting		http://example.org/1038869#Agent111-11	
Renfrew, Colin, 1937- ,	20774338	20774338	0.84	Renfrew, Colin, 1937- ,			Person		http://example.org/1038869#Agent700-22	
Waitzkin, Howard.	62895140	62895140	0.9411764706	Waitzkin, Howard.			Person		http://example.org/1025308#Agent100-11	
Waterman, Barbara,	269990225	269990225	0.9444444444	Waterman, Barbara,			Person		http://example.org/1025308#Agent700-22	
Pelletier, Émile, 1917-1979.	6472350	6472350	0.8928571429	Pelletier, Émile, 1917-1979.			Person		http://example.org/101764#Agent100-10	
Böhm-Bawerk, Eugen von, 1851-1914.	2478543	2478543	0.9705882353	Böhm-Bawerk, Eugen von, 1851-1914.			Person		http://example.org/103563#Agent100-12	
Organisation for Economic Co-operation and Development. Special Committee for Oil.		143664565		Organisation for Economic Co-operation and Development. Special Committee for Oil.	143664565	0.987804878	Organization		http://example.org/1066832#Agent110-13	
Hobson, C. K. (Charles Kenneth), 1887-	109783486	109783486	1	Hobson, C. K. (Charles Kenneth), 1887-			Person		http://example.org/1019003#Agent100-11	
Hirsch, Seev.	47315371	47315371	0.9230769231	Hirsch, Seev.			Person		http://example.org/1007528#Agent100-11	
Burnet, Gilbert, 1643-1715.	22151653	22151653	1	Burnet, Gilbert, 1643-1715.			Person		http://example.org/1034109#Agent600-17	
Church of England.		135203514		Church of England.	135203514	0.9444444444	Organization		http://example.org/1034109#Agent610-18	
Dube, Wolf Dieter.	46760280	46760280	0.8888888889	Dube, Wolf Dieter.			Person		http://example.org/1085679#Agent100-16	
Tilghman, Benjamin R.	34503055	34503055	1	Tilghman, Benjamin R.			Person		http://example.org/1076449#Agent100-12	
Shearin, Hubert Gibson, 1878-.				Shearin, Hubert Gibson, 1878-.			Person		http://example.org/1009353#Agent100-11	
Gordon, Wendell Chaffee, 1916-	32915583	32915583	0.8823529412	Gordon, Wendell Chaffee, 1916-			Person		http://example.org/1004534#Agent100-11	
American Council on Public Affairs.		136773435		American Council on Public Affairs.	136773435	0.9714285714	Organization		http://example.org/1004534#Agent710-22	
Pindar.				Pindar.			Person		http://example.org/1091340#Agent100-11	
Myers, Ernest, 1844-1921,	29403344	29403344	0.96	Myers, Ernest, 1844-1921,			Person		http://example.org/1091340#Agent600-19	
McIver, Vera, 1916-	71180485	71180485	1	McIver, Vera, 1916-			Person		http://example.org/1036580#Agent100-9	
Scotland. Advisory Council on the Treatment of Offenders.				Scotland. Advisory Council on the Treatment of Offenders.			Jurisdiction		http://example.org/1016210#Agent110-11	
Great Britain. Scottish Home Department.				Great Britain. Scottish Home Department.			Jurisdiction		http://example.org/1016210#Agent710-21	
Hamilton, Ivan Lorne.				Hamilton, Ivan Lorne.			Person		http://example.org/1067610#Agent100-10	
Brown, Weir M. (Weir Messick), 1914-	109352690	109352690	1	Brown, Weir M. (Weir Messick), 1914-			Person		http://example.org/1019727#Agent100-10	
Stokhof, W. A. L.	59245903	59245903	1	Stokhof, W. A. L.			Person		http://example.org/1031250#Agent100-10	
Julius, D. I.				Julius, D. I.			Person		http://example.org/1070086#Agent100-9	
Daresbury Nuclear Physics Laboratory.		151773944		Daresbury Nuclear Physics Laboratory.	151773944	0.972972973	Organization		http://example.org/1070086#Agent710-20	
Wade, John, 1788-1875.	39503062	39503062	0.9545454545	Wade, John, 1788-1875.			Person		http://example.org/1050357#Agent100-11	
Great Britain. Parliament		148513878		Great Britain. Parliament	148513878	1	Jurisdiction		http://example.org/1050357#Agent610-20	
Drummond, A. J.,				Drummond, A. J.,			Person		http://example.org/1060130#Agent700-18	
Thekaekara, Matthew Pothen, 1914-.				Thekaekara, Matthew Pothen, 1914-.			Person		http://example.org/1060130#Agent700-19	
Trevor-Roper, Patrick Dacre, 1916-	12434421	12434421	1	Trevor-Roper, Patrick Dacre, 1916-			Person		http://example.org/1033889#Agent100-13	
Jackson, C. R. S. (Charles Robert Sweeting)	272208535	272208535	1	Jackson, C. R. S. (Charles Robert Sweeting)			Person		http://example.org/1002168#Agent100-12	
Jackson, C. R. S. (Charles Robert Sweeting)	272208535	272208535	1	Jackson, C. R. S. (Charles Robert Sweeting)			Person		http://example.org/1001771#Agent100-11	
Jackson, C. R. S. (Charles Robert Sweeting)	272208535	272208535	1	Jackson, C. R. S. (Charles Robert Sweeting)			Person		http://example.org/1002160#Agent100-11	
Jackson, C. R. S. (Charles Robert Sweeting)	272208535	272208535	1	Jackson, C. R. S. (Charles Robert Sweeting)			Person		http://example.org/1002164#Agent100-9	
Claudel, Paul, 1868-1955.	100163516	100163516	1	Claudel, Paul, 1868-1955.			Person		http://example.org/1080756#Agent100-10	
Rodman, Selden, 1909-2002.	98155436	98155436	0.9615384615	Rodman, Selden, 1909-2002.			Person		http://example.org/1077733#Agent100-10	
Clifton, Jack.	35768441	35768441	0.9285714286	Clifton, Jack.			Person		http://example.org/1037418#Agent100-11	
Edelman, Nathan, 1911-	14851133	14851133	1	Edelman, Nathan, 1911-			Person		http://example.org/1074283#Agent100-14	
Loomis, Andrew, 1892-	96547800	96547800	1	Loomis, Andrew, 1892-			Person		http://example.org/1086502#Agent100-10	
Mitchell, Donald, 1925- ,	59086755	59086755	0.8518518519	Mitchell, Donald, 1925- ,			Person		http://example.org/1042175#Agent100-10	
Biss, Roderick.,	74279815	74279815	0.875	Biss, Roderick.,			Person		http://example.org/1042175#Agent700-18	
Le Cain, Errol.	110030751	110030751	1	Le Cain, Errol.			Person		http://example.org/1042175#Agent700-19	
Roberts, Michael, 1902-1948,	37093	37093	0.9642857143	Roberts, Michael, 1902-1948,			Person		http://example.org/1076193#Agent100-10	
Smith, Janet Adam.	16050718	16050718	0.9444444444	Smith, Janet Adam.			Person		http://example.org/1076193#Agent700-21	
Montague, John,				Montague, John,			Person		http://example.org/1027320#Agent100-12	
Bewick, Thomas, 1753-1828,	2629144	2629144	0.9615384615	Bewick, Thomas, 1753-1828,			Person		http://example.org/1090768#Agent700-22	
Caxton, William, approximately 1422-1491 or 1492,				Caxton, William, approximately 1422-1491 or 1492,			Person		http://example.org/1090769#Agent700-29	
Jacobs, Joseph, 1854-1916,	44316214	44316214	0.9615384615	Jacobs, Joseph, 1854-1916,			Person		http://example.org/1090769#Agent700-30	
Gill, Richard, 1922-1989,	9573010	9573010	0.8	Gill, Richard, 1922-1989,			Person		http://example.org/1062576#Agent100-12	
