Column 1	LCSH	Column 2	Column 3	blank
Application software--Development	http://id.loc.gov/authorities/subjects/sh95009362	lcsh	http://example.org/6784354#Topic650-29	
Mobile apps	http://id.loc.gov/authorities/subjects/sh2014000897	lcsh	http://example.org/6784354#Topic650-30	
Intel 80x86 series microprocessors	http://id.loc.gov/authorities/subjects/sh90001226	lcsh	http://example.org/6606088#Topic650-28	
Assembly languages (Electronic computers)	http://id.loc.gov/authorities/subjects/sh85008765	lcsh	http://example.org/6606088#Topic650-29	
X86 assembly language (Computer program language)	http://id.loc.gov/authorities/subjects/sh2012003657	lcsh	http://example.org/6606088#Topic650-30	
ABAP/4 (Computer program language)	http://id.loc.gov/authorities/subjects/sh98001561	lcsh	http://example.org/6659569#Topic650-38	
Agile software development	http://id.loc.gov/authorities/subjects/sh2007006411	lcsh	http://example.org/6630201#Topic650-29	
Open source software	http://id.loc.gov/authorities/subjects/sh99003437	lcsh	http://example.org/6630201#Topic650-30	
Aeroelasticity	http://id.loc.gov/authorities/subjects/sh85001300	lcsh	http://example.org/6812124#Topic650-31	
Biomass chemicals	http://id.loc.gov/authorities/subjects/sh85014230	lcsh	http://example.org/6797147#Topic650-36	
Organic compounds	http://id.loc.gov/authorities/subjects/sh85095499	lcsh	http://example.org/6797147#Topic650-37	
Telecommunication--Textbooks		lcsh	http://example.org/6786328#Topic650-26	
Signal theory (Telecommunication)--Textbooks		lcsh	http://example.org/6786328#Topic650-27	
Computer graphics	http://id.loc.gov/authorities/subjects/sh85029500	lcsh	http://example.org/6808914#Topic650-32	
Corrections--United States		lcsh	http://example.org/6858938#Topic650-29	
Crime--United States	http://id.loc.gov/authorities/subjects/sh2009008025	lcsh	http://example.org/6858938#Topic650-30	
Prisons--United States	http://id.loc.gov/authorities/subjects/sh2008108920	lcsh	http://example.org/6858938#Topic650-31	
Criminal justice, Administration of--United States	http://id.loc.gov/authorities/subjects/sh86006644	lcsh	http://example.org/6858938#Topic650-32	
Crystal growth	http://id.loc.gov/authorities/subjects/sh85034507	lcsh	http://example.org/6748915#Topic650-25	
Ecology--Statistical methods	http://id.loc.gov/authorities/subjects/sh2008118584	lcsh	http://example.org/6786191#Topic650-27	
Sampling (Statistics)	http://id.loc.gov/authorities/subjects/sh85117056	lcsh	http://example.org/6786191#Topic650-28	
Forensic psychology	http://id.loc.gov/authorities/subjects/sh85108475	lcsh	http://example.org/6802539#Topic650-26	
Video games--Evaluation		lcsh	http://example.org/6710977#Topic650-28	
Video games--Design	http://id.loc.gov/authorities/subjects/sh2006004108	lcsh	http://example.org/6710977#Topic650-29	
Video games--Psychological aspects	http://id.loc.gov/authorities/subjects/sh2010117815	lcsh	http://example.org/6710977#Topic650-30	
Video games--Social aspects	http://id.loc.gov/authorities/subjects/sh2010117816	lcsh	http://example.org/6710977#Topic650-31	
Video games--Evaluation		lcsh	http://example.org/6669631#Topic650-34	
Video games--Design	http://id.loc.gov/authorities/subjects/sh2006004108	lcsh	http://example.org/6669631#Topic650-35	
Video games--Psychological aspects	http://id.loc.gov/authorities/subjects/sh2010117815	lcsh	http://example.org/6669631#Topic650-36	
Video games--Social aspects	http://id.loc.gov/authorities/subjects/sh2010117816	lcsh	http://example.org/6669631#Topic650-37	
Computer games--Programming	http://id.loc.gov/authorities/subjects/sh95003476	lcsh	http://example.org/6659380#Topic650-30	
Computer games--Design	http://id.loc.gov/authorities/subjects/sh2008101479	lcsh	http://example.org/6659380#Topic650-31	
Video games--Design	http://id.loc.gov/authorities/subjects/sh2006004108	lcsh	http://example.org/6659380#Topic650-32	
Video games--Programming		lcsh	http://example.org/6659380#Topic650-33	
C# (Computer program language)	http://id.loc.gov/authorities/subjects/sh2001001705	lcsh	http://example.org/6659380#Topic650-34	
General relativity (Physics)	http://id.loc.gov/authorities/subjects/sh85053765	lcsh	http://example.org/6773969#Topic650-34	
Black holes (Astronomy)	http://id.loc.gov/authorities/subjects/sh85014574	lcsh	http://example.org/6773969#Topic650-35	
Gravitational waves	http://id.loc.gov/authorities/subjects/sh85056562	lcsh	http://example.org/6773969#Topic650-36	
Cosmology	http://id.loc.gov/authorities/subjects/sh85033169	lcsh	http://example.org/6773969#Topic650-37	
Geopolitics	http://id.loc.gov/authorities/subjects/sh85054192	lcsh	http://example.org/6786840#Topic650-27	
World politics	http://id.loc.gov/authorities/subjects/sh85148216	lcsh	http://example.org/6786840#Topic650-28	
International relations	http://id.loc.gov/authorities/subjects/sh85067435	lcsh	http://example.org/6786840#Topic650-29	
Pathology	http://id.loc.gov/authorities/subjects/sh85098685	lcsh	http://example.org/6432317#Topic650-34	
Allied health personnel	http://id.loc.gov/authorities/subjects/sh85003678	lcsh	http://example.org/6432317#Topic650-35	
Pathologic Processes--physiopathology		mesh	http://example.org/6432317#Topic650-36	
Image processing--Mathematics	http://id.loc.gov/authorities/subjects/sh2009126758	lcsh	http://example.org/6808988#Topic650-32	
Scattering (Mathematics)	http://id.loc.gov/authorities/subjects/sh85118046	lcsh	http://example.org/6808988#Topic650-33	
Photovoltaic cells	http://id.loc.gov/authorities/subjects/sh89006119	lcsh	http://example.org/6756772#Topic650-32	
Solar cells	http://id.loc.gov/authorities/subjects/sh85124492	lcsh	http://example.org/6756772#Topic650-33	
Photovoltaic cells	http://id.loc.gov/authorities/subjects/sh89006119	fast	http://example.org/6756772#Topic650-34	
Solar cells	http://id.loc.gov/authorities/subjects/sh85124492	fast	http://example.org/6756772#Topic650-35	
Mass media	http://id.loc.gov/authorities/subjects/sh85081863	lcsh	http://example.org/6698225#Topic650-27	
Mass media and culture	http://id.loc.gov/authorities/subjects/sh94007034	lcsh	http://example.org/6698225#Topic650-28	
Media literacy	http://id.loc.gov/authorities/subjects/sh96010160	lcsh	http://example.org/6698225#Topic650-29	
Dynamics	http://id.loc.gov/authorities/subjects/sh99005727	lcsh	http://example.org/6798627#Topic650-31	
Petroleum industry and trade--Safety measures--Examinations--Study guides		lcsh	http://example.org/6773880#Topic650-35	
Petroleum engineering--Safety measures--Examinations--Study guides		lcsh	http://example.org/6773880#Topic650-36	
Petroleum engineers--Certification		lcsh	http://example.org/6773880#Topic650-37	
Chemical engineering--Computer programs		lcsh	http://example.org/6657832#Topic650-26	
Spectrum analysis--Textbooks		lcsh	http://example.org/6668119#Topic650-27	
Organic compounds--Analysis--Textbooks		lcsh	http://example.org/6668119#Topic650-28	
Sports--Marketing	http://id.loc.gov/authorities/subjects/sh2010114553	lcsh	http://example.org/6804045#Topic650-26	
Time-series analysis	http://id.loc.gov/authorities/subjects/sh85135430	lcsh	http://example.org/6799269#Topic650-31	
Social sciences--Statistical methods	http://id.loc.gov/authorities/subjects/sh85124018	lcsh	http://example.org/6799269#Topic650-32	
Quantum theory	http://id.loc.gov/authorities/subjects/sh85109469	lcsh	http://example.org/6812157#Topic650-30	
Nanotechnology	http://id.loc.gov/authorities/subjects/sh91001490	lcsh	http://example.org/6812157#Topic650-31	
Field-effect transistors	http://id.loc.gov/authorities/subjects/sh85048099	lcsh	http://example.org/6812157#Topic650-32	
Statistics	http://id.loc.gov/authorities/subjects/sh85127580	lcsh	http://example.org/6798576#Topic650-35	
Biological invasions	http://id.loc.gov/authorities/subjects/sh88004352	lcsh	http://example.org/6733877#Topic650-29	
Introduced organisms	http://id.loc.gov/authorities/subjects/sh2002000268	lcsh	http://example.org/6733877#Topic650-30	
Globalization--Environmental aspects	http://id.loc.gov/authorities/subjects/sh2008105320	lcsh	http://example.org/6733877#Topic650-31	
Introduced aquatic organisms--Juvenile literature		lcsh	http://example.org/6697339#Topic650-29	
Biological invasions--Juvenile literature		lcsh	http://example.org/6697339#Topic650-30	
Environmental disasters--Juvenile literature	http://id.loc.gov/authorities/subjects/sh2009103127	lcsh	http://example.org/6697339#Topic650-31	
Patent laws and legislation--United States--History		lcsh	http://example.org/6808077#Topic650-49	
Telecommunication--Patents	http://id.loc.gov/authorities/subjects/sh85133283	lcsh	http://example.org/6808077#Topic650-50	
Telecommunication--Law and legislation--United States	http://id.loc.gov/authorities/subjects/sh2008112725	lcsh	http://example.org/6808077#Topic650-51	
Patents--United States--History		lcsh	http://example.org/6808077#Topic650-52	
Inventors--United States--History		lcsh	http://example.org/6808077#Topic650-53	
Inventors	http://id.loc.gov/authorities/subjects/sh85067676	fast	http://example.org/6808077#Topic650-54	
Patent laws and legislation	http://id.loc.gov/authorities/subjects/sh85098644	fast	http://example.org/6808077#Topic650-55	
Patents	http://id.loc.gov/authorities/subjects/sh99001711	fast	http://example.org/6808077#Topic650-56	
Telecommunication	http://id.loc.gov/authorities/subjects/sh85133270	fast	http://example.org/6808077#Topic650-57	
Telecommunication--Law and legislation	http://id.loc.gov/authorities/subjects/sh85133279	fast	http://example.org/6808077#Topic650-58	
Organizational effectiveness	http://id.loc.gov/authorities/subjects/sh85095526	lcsh	http://example.org/6702191#Topic650-29	
Organizational change	http://id.loc.gov/authorities/subjects/sh85095525	lcsh	http://example.org/6702191#Topic650-30	
Success in business	http://id.loc.gov/authorities/subjects/sh85129589	lcsh	http://example.org/6702191#Topic650-31	
Management	http://id.loc.gov/authorities/subjects/sh2002007911	lcsh	http://example.org/6702191#Topic650-32	
Interviewing in law enforcement	http://id.loc.gov/authorities/subjects/sh85067557	lcsh	http://example.org/6785855#Topic650-29	
Police questioning	http://id.loc.gov/authorities/subjects/sh85104245	lcsh	http://example.org/6785855#Topic650-30	
Criminal investigation--Psychological aspects	http://id.loc.gov/authorities/subjects/sh2009122379	lcsh	http://example.org/6710978#Topic650-25	
Interviewing in law enforcement--Psychological aspects		lcsh	http://example.org/6710978#Topic650-26	
Police questioning--Psychological aspects		lcsh	http://example.org/6710978#Topic650-27	
Employee crimes	http://id.loc.gov/authorities/subjects/sh90002325	lcsh	http://example.org/6710978#Topic650-28	
Interviewing--Technique	http://id.loc.gov/authorities/subjects/sh2009008627	lcsh	http://example.org/6710978#Topic650-29	
Investigations--Handbooks, manuals, etc	http://id.loc.gov/authorities/subjects/sh2009127506	lcsh	http://example.org/6710978#Topic650-30	
Employment in foreign countries	http://id.loc.gov/authorities/subjects/sh85042920	lcsh	http://example.org/6786262#Topic650-28	
Investments--China	http://id.loc.gov/authorities/subjects/sh2008104478	lcsh	http://example.org/6786262#Topic650-29	
Investments	http://id.loc.gov/authorities/subjects/sh85067715	lcsh	http://example.org/6799744#Topic650-29	
Risk	http://id.loc.gov/authorities/subjects/sh85114195	lcsh	http://example.org/6799744#Topic650-30	
Financial risk	http://id.loc.gov/authorities/subjects/sh2006001093	lcsh	http://example.org/6799744#Topic650-31	
Portfolio management	http://id.loc.gov/authorities/subjects/sh85105080	lcsh	http://example.org/6799744#Topic650-32	
Investments--Textbooks		lcsh	http://example.org/6749881#Topic650-26	
Portfolio management--Textbooks		lcsh	http://example.org/6749881#Topic650-27	
English language--Foreign countries--Discourse analysis		lcsh	http://example.org/6799713#Topic650-28	
Postcolonialism--Language		lcsh	http://example.org/6799713#Topic650-29	
English language--Globalization--Social aspects		lcsh	http://example.org/6799713#Topic650-30	
Iodine--Industrial applications		lcsh	http://example.org/6720315#Topic650-31	
Iodine--Therapeutic use	http://id.loc.gov/authorities/subjects/sh85067776	lcsh	http://example.org/6720315#Topic650-32	
Iodine	http://id.loc.gov/authorities/subjects/sh85067769	lcsh	http://example.org/6720315#Topic650-33	
Ion bombardment	http://id.loc.gov/authorities/subjects/sh85067792	lcsh	http://example.org/6677708#Topic650-28	
Ion bombardment--Industrial applications	http://id.loc.gov/authorities/subjects/sh85067793	lcsh	http://example.org/6784459#Topic650-32	
Polymers--Effect of radiation on	http://id.loc.gov/authorities/subjects/sh2010107439	lcsh	http://example.org/6784459#Topic650-33	
Drug development	http://id.loc.gov/authorities/subjects/sh97007921	lcsh	http://example.org/6709531#Topic650-44	
Ion channels	http://id.loc.gov/authorities/subjects/sh85067794	lcsh	http://example.org/6709531#Topic650-45	
Pharmaceutical chemistry	http://id.loc.gov/authorities/subjects/sh85023026	lcsh	http://example.org/6709531#Topic650-46	
Drug development	http://id.loc.gov/authorities/subjects/sh97007921	fast	http://example.org/6709531#Topic650-47	
Ion channels	http://id.loc.gov/authorities/subjects/sh85067794	fast	http://example.org/6709531#Topic650-48	
Pharmaceutical chemistry	http://id.loc.gov/authorities/subjects/sh85023026	fast	http://example.org/6709531#Topic650-49	
Drug Discovery--methods		mesh	http://example.org/6709531#Topic650-50	
Ion channels	http://id.loc.gov/authorities/subjects/sh85067794	mesh	http://example.org/6709531#Topic650-51	
Operating systems (Computers)	http://id.loc.gov/authorities/subjects/sh85094982	lcsh	http://example.org/6766573#Topic650-25	
Apple computer	http://id.loc.gov/authorities/subjects/sh85006124	lcsh	http://example.org/6766573#Topic650-26	
Application software--Development	http://id.loc.gov/authorities/subjects/sh95009362	lcsh	http://example.org/6752411#Topic650-29	
Application software--Development	http://id.loc.gov/authorities/subjects/sh95009362	lcsh	http://example.org/6809133#Topic650-31	
International business enterprises	http://id.loc.gov/authorities/subjects/sh85067372	lcsh	http://example.org/6809133#Topic650-32	
iPad (Computer)	http://id.loc.gov/authorities/subjects/sh2010009235	lcsh	http://example.org/6784425#Topic650-33	
iPhone (Smartphone)	http://id.loc.gov/authorities/subjects/sh2007007371	lcsh	http://example.org/6784425#Topic650-34	
Smartphones	http://id.loc.gov/authorities/subjects/sh2007006251	lcsh	http://example.org/6784425#Topic650-35	
Tablet computers	http://id.loc.gov/authorities/subjects/sh2010009240	lcsh	http://example.org/6784425#Topic650-36	
Digital video	http://id.loc.gov/authorities/subjects/sh94007636	lcsh	http://example.org/6659578#Topic650-31	
Motion pictures--Production and direction	http://id.loc.gov/authorities/subjects/sh85088104	lcsh	http://example.org/6659578#Topic650-32	
Motion pictures--Editing--Data processing	http://id.loc.gov/authorities/subjects/sh2008108021	lcsh	http://example.org/6659578#Topic650-33	
iPad (Computer)	http://id.loc.gov/authorities/subjects/sh2010009235	lcsh	http://example.org/6659578#Topic650-34	
iPhone (Smartphone)	http://id.loc.gov/authorities/subjects/sh2007007371	lcsh	http://example.org/6659578#Topic650-35	
iPad (Computer)--Amateurs' manuals		lcsh	http://example.org/6809452#Topic650-31	
Tablet computers--Amateurs' manuals		lcsh	http://example.org/6809452#Topic650-32	
Pocket computers--Amateurs' manuals		lcsh	http://example.org/6809452#Topic650-33	
Macintosh (Computer)--Amateurs' manuals		lcsh	http://example.org/6809452#Topic650-34	
iPad (Computer)--Handbooks, manuals, etc		lcsh	http://example.org/6809463#Topic650-31	
Technology and older people	http://id.loc.gov/authorities/subjects/sh2001006471	lcsh	http://example.org/6809463#Topic650-32	
Computers and children	http://id.loc.gov/authorities/subjects/sh85029571	lcsh	http://example.org/6807462#Topic650-30	
Computer literacy	http://id.loc.gov/authorities/subjects/sh85029509	lcsh	http://example.org/6807462#Topic650-31	
Education--Data processing	http://id.loc.gov/authorities/subjects/sh85041001	lcsh	http://example.org/6807462#Topic650-32	
iPad (Computer)	http://id.loc.gov/authorities/subjects/sh2010009235	lcsh	http://example.org/6807462#Topic650-33	
iPad (Computer)--Handbooks, manuals, etc		lcsh	http://example.org/6809453#Topic650-31	
Tablet computers--Handbooks, manuals, etc		lcsh	http://example.org/6809453#Topic650-32	
Portable media players--Handbooks, manuals, etc		lcsh	http://example.org/6809453#Topic650-33	
iPhone (Smartphone)	http://id.loc.gov/authorities/subjects/sh2007007371	lcsh	http://example.org/6809455#Topic650-31	
iPhone (Smartphone)	http://id.loc.gov/authorities/subjects/sh2007007371	lcsh	http://example.org/6809451#Topic650-29	
Smartphones	http://id.loc.gov/authorities/subjects/sh2007006251	lcsh	http://example.org/6809451#Topic650-30	
iPhone (Smartphone)	http://id.loc.gov/authorities/subjects/sh2007007371	lcsh	http://example.org/6809454#Topic650-31	
Software configuration management	http://id.loc.gov/authorities/subjects/sh91002171	lcsh	http://example.org/6808793#Topic650-32	
TCP/IP (Computer network protocol)	http://id.loc.gov/authorities/subjects/sh91005299	lcsh	http://example.org/6808793#Topic650-33	
Routers (Computer networks)	http://id.loc.gov/authorities/subjects/sh99004539	lcsh	http://example.org/6808793#Topic650-34	
Internetworking (Telecommunication)	http://id.loc.gov/authorities/subjects/sh94007902	lcsh	http://example.org/6808793#Topic650-35	
TCP/IP (Computer network protocol)	http://id.loc.gov/authorities/subjects/sh91005299	lcsh	http://example.org/6752404#Topic650-27	
Internet	http://id.loc.gov/authorities/subjects/sh92002816	lcsh	http://example.org/6752404#Topic650-28	
Music--Iran--History and criticism	http://id.loc.gov/authorities/subjects/sh2008108117	lcsh	http://example.org/6678945#Topic650-28	
Iraq War, 2003-2011--Influence	http://id.loc.gov/authorities/subjects/sh2008124138	lcsh	http://example.org/6813540#Topic650-32	
Failed states--Iraq		lcsh	http://example.org/6813540#Topic650-33	
Postwar reconstruction--Iraq	http://id.loc.gov/authorities/subjects/sh2008109135	lcsh	http://example.org/6813540#Topic650-34	
Political culture--Iraq		lcsh	http://example.org/6813540#Topic650-35	
Iraq War, 2003-2011--Influence	http://id.loc.gov/authorities/subjects/sh2008124138	lcsh	http://example.org/6813040#Topic650-27	
Failed states--Iraq		lcsh	http://example.org/6813040#Topic650-28	
Postwar reconstruction--Iraq	http://id.loc.gov/authorities/subjects/sh2008109135	lcsh	http://example.org/6813040#Topic650-29	
Political culture--Iraq		lcsh	http://example.org/6813040#Topic650-30	
Cosmopolitanism in literature	http://id.loc.gov/authorities/subjects/sh2006006482	lcsh	http://example.org/6799436#Topic650-47	
English literature--Irish authors--History and criticism	http://id.loc.gov/authorities/subjects/sh2008103191	lcsh	http://example.org/6799436#Topic650-48	
Modernism (Literature)--Ireland	http://id.loc.gov/authorities/subjects/sh2008107890	lcsh	http://example.org/6799436#Topic650-49	
Cosmopolitanism in literature	http://id.loc.gov/authorities/subjects/sh2006006482	fast	http://example.org/6799436#Topic650-50	
English literature--Irish authors	http://id.loc.gov/authorities/subjects/sh85043846	fast	http://example.org/6799436#Topic650-51	
Modernism (Literature)	http://id.loc.gov/authorities/subjects/sh85086446	fast	http://example.org/6799436#Topic650-52	
Nuclear reactors	http://id.loc.gov/authorities/subjects/sh85093071	lcsh	http://example.org/6752247#Topic650-36	
Nuclear pressure vessels	http://id.loc.gov/authorities/subjects/sh85093062	lcsh	http://example.org/6752247#Topic650-37	
Nuclear pressure vessels	http://id.loc.gov/authorities/subjects/sh85093062	fast	http://example.org/6752247#Topic650-38	
Nuclear reactors	http://id.loc.gov/authorities/subjects/sh85093071	fast	http://example.org/6752247#Topic650-39	
Stocks--United States	http://id.loc.gov/authorities/subjects/sh2008111461	lcsh	http://example.org/6802834#Topic650-30	
Stock exchanges--United States	http://id.loc.gov/authorities/subjects/sh85128194	lcsh	http://example.org/6802834#Topic650-31	
Stocks--Prices--United States	http://id.loc.gov/authorities/subjects/sh2008112292	lcsh	http://example.org/6802834#Topic650-32	
Real property--Prices--United States		lcsh	http://example.org/6802834#Topic650-33	
Risk	http://id.loc.gov/authorities/subjects/sh85114195	lcsh	http://example.org/6802834#Topic650-34	
Dow Jones industrial average	http://id.loc.gov/authorities/subjects/sh94005436	lcsh	http://example.org/6802834#Topic650-35	
Refugees--Asia		lcsh	http://example.org/6704420#Topic650-29	
Illegal aliens--Asia		lcsh	http://example.org/6704420#Topic650-30	
Foreign workers--Asia		lcsh	http://example.org/6704420#Topic650-31	
Terrorism--Religious aspects--Islam	http://id.loc.gov/authorities/subjects/sh2002003017	lcsh	http://example.org/6849949#Topic650-27	
Security, International	http://id.loc.gov/authorities/subjects/sh85119471	lcsh	http://example.org/6849949#Topic650-28	
Islam	http://id.loc.gov/authorities/subjects/sh85068390	lcsh	http://example.org/6799023#Topic650-27	
Finance--Religious aspects--Islam	http://id.loc.gov/authorities/subjects/sh2008120490	lcsh	http://example.org/6677552#Topic650-31	
Banks and banking--Religious aspects--Islam	http://id.loc.gov/authorities/subjects/sh88004780	lcsh	http://example.org/6677552#Topic650-32	
Financial institutions--Religious aspects--Islam		lcsh	http://example.org/6677552#Topic650-33	
Finance (Islamic law)	http://id.loc.gov/authorities/subjects/sh88004573	lcsh	http://example.org/6677552#Topic650-34	
Finance--Islamic countries	http://id.loc.gov/authorities/subjects/sh2008120489	lcsh	http://example.org/6677552#Topic650-35	
Economics--Religious aspects--Islam	http://id.loc.gov/authorities/subjects/sh91004207	lcsh	http://example.org/6677552#Topic650-36	
Women's rights--Tanzania--Zanzibar--History--19th century		lcsh	http://example.org/6849284#Topic650-25	
Women's rights--Tanzania--Zanzibar--History--20th century		lcsh	http://example.org/6849284#Topic650-26	
Civil rights--Tanzania--Zanzibar--History		lcsh	http://example.org/6849284#Topic650-27	
Justice, Administration of (Islamic law)--Tanzania--Zanzibar--History		lcsh	http://example.org/6849284#Topic650-28	
Islamic law--Tanzania--Zanzibar--History		lcsh	http://example.org/6849284#Topic650-29	
Women--Tanzania--Zanzibar--Social conditions		lcsh	http://example.org/6849284#Topic650-30	
Minorities--Tanzania--Zanzibar--Social conditions		lcsh	http://example.org/6849284#Topic650-31	
Orientalism	http://id.loc.gov/authorities/subjects/sh99010610	lcsh	http://example.org/6812438#Topic650-36	
Liberalism--Moral and ethical aspects	http://id.loc.gov/authorities/subjects/sh2009129633	lcsh	http://example.org/6812438#Topic650-37	
Islam--Relations	http://id.loc.gov/authorities/subjects/sh85068405	lcsh	http://example.org/6812438#Topic650-38	
East and West	http://id.loc.gov/authorities/subjects/sh85040522	lcsh	http://example.org/6812438#Topic650-39	
Orientalism	http://id.loc.gov/authorities/subjects/sh99010610	lcsh	http://example.org/6798791#Topic650-32	
Liberalism--Moral and ethical aspects	http://id.loc.gov/authorities/subjects/sh2009129633	lcsh	http://example.org/6798791#Topic650-33	
Islam--Relations	http://id.loc.gov/authorities/subjects/sh85068405	lcsh	http://example.org/6798791#Topic650-34	
East and West	http://id.loc.gov/authorities/subjects/sh85040522	lcsh	http://example.org/6798791#Topic650-35	
Volcanic eruptions--Social aspects--Iceland		lcsh	http://example.org/6804902#Topic650-33	
Lava flows--Iceland--History--18th century		lcsh	http://example.org/6804902#Topic650-34	
Weather--Effect of volcanic eruptions on--Europe--History--18th century		lcsh	http://example.org/6804902#Topic650-35	
Volcanology--History		lcsh	http://example.org/6804902#Topic650-36	
Isotope geology	http://id.loc.gov/authorities/subjects/sh85068678	lcsh	http://example.org/6811202#Topic650-35	
Geochemistry	http://id.loc.gov/authorities/subjects/sh85053960	lcsh	http://example.org/6811202#Topic650-36	
Earth sciences	http://id.loc.gov/authorities/subjects/sh85040468	lcsh	http://example.org/6811202#Topic650-37	
Mass spectrometry	http://id.loc.gov/authorities/subjects/sh85081907	lcsh	http://example.org/6698507#Topic650-24	
Arab-Israeli conflict--Diplomatic history	http://id.loc.gov/authorities/subjects/sh2009115169	lcsh	http://example.org/6769127#Topic650-31	
Arab-Israeli conflict--Peace	http://id.loc.gov/authorities/subjects/sh2009115170	lcsh	http://example.org/6769127#Topic650-32	
Football--Social aspects--United States		lcsh	http://example.org/6803164#Topic650-30	
Football players--United States--Social conditions		lcsh	http://example.org/6803164#Topic650-31	
Great Fire, Chicago, Ill., 1871--Juvenile fiction		lcsh	http://example.org/6855863#Topic650-29	
Fires--Illinois--Chicago--History--19th century--Juvenile fiction		lcsh	http://example.org/6855863#Topic650-30	
Sound recording industry	http://id.loc.gov/authorities/subjects/sh85125388	lcsh	http://example.org/6789284#Topic650-33	
Music and the Internet--Economic aspects		lcsh	http://example.org/6789284#Topic650-34	
Social change--Italy--Venice--History		lcsh	http://example.org/6799901#Topic650-29	
Italian literature--Women writers--History and criticism		lcsh	http://example.org/6795656#Topic650-32	
Italian literature--19th century--History and criticism	http://id.loc.gov/authorities/subjects/sh85068823	lcsh	http://example.org/6795656#Topic650-33	
Italian literature--20th century--History and criticism	http://id.loc.gov/authorities/subjects/sh2008105006	lcsh	http://example.org/6795656#Topic650-34	
Women and literature--Italy	http://id.loc.gov/authorities/subjects/sh2010118707	lcsh	http://example.org/6795656#Topic650-35	
Women in literature	http://id.loc.gov/authorities/subjects/sh85147587	lcsh	http://example.org/6795656#Topic650-36	
Motion picture producers and directors--United States--Diaries		lcsh	http://example.org/6790526#Topic650-33	
Screenwriters--United States--Diaries		lcsh	http://example.org/6790526#Topic650-34	
Motion pictures--Production and direction--United States--History--20th century		lcsh	http://example.org/6790526#Topic650-35	
Suicide--Juvenile fiction		lcsh	http://example.org/6803079#Topic650-26	
Grief--Juvenile fiction	http://id.loc.gov/authorities/subjects/sh2009126100	lcsh	http://example.org/6803079#Topic650-27	
Best friends--Juvenile fiction	http://id.loc.gov/authorities/subjects/sh2009116960	lcsh	http://example.org/6803079#Topic650-28	
Friendship--Juvenile fiction	http://id.loc.gov/authorities/subjects/sh2008103472	lcsh	http://example.org/6803079#Topic650-29	
Rock music--2011-2020	http://id.loc.gov/authorities/subjects/sh2011000500	lcsh	http://example.org/6849634#Topic650-26	
Recorded accompaniments (Guitar)	http://id.loc.gov/authorities/subjects/sh85111878	lcsh	http://example.org/6849634#Topic650-27	
Motion picture producers and directors--France--Biography	http://id.loc.gov/authorities/subjects/sh2008107981	lcsh	http://example.org/6766373#Topic650-27	
Jainism	http://id.loc.gov/authorities/subjects/sh85069282	lcsh	http://example.org/6796848#Topic650-30	
Literature and science--Great Britain--History--20th century		lcsh	http://example.org/6798505#Topic650-36	
Science in literature	http://id.loc.gov/authorities/subjects/sh85118667	lcsh	http://example.org/6798505#Topic650-37	
African American women--Fiction	http://id.loc.gov/authorities/subjects/sh2007100489	lcsh	http://example.org/6803608#Topic650-27	
African American journalists--Fiction		lcsh	http://example.org/6803608#Topic650-28	
Segregation--Fiction		lcsh	http://example.org/6803608#Topic650-29	
Alcoholism--Japan		lcsh	http://example.org/6799439#Topic650-33	
Alcoholism--Japan--Tokyo		lcsh	http://example.org/6799439#Topic650-34	
Alcoholics--Japan--Tokyo		lcsh	http://example.org/6799439#Topic650-35	
Alcoholism--Treatment--Japan--Tokyo		lcsh	http://example.org/6799439#Topic650-36	
Men--Japan--Tokyo		lcsh	http://example.org/6799439#Topic650-37	
Social change--Japan--History		lcsh	http://example.org/6774167#Topic650-33	
Japanese language--Textbooks for foreign speakers--English	http://id.loc.gov/authorities/subjects/sh2008106000	lcsh	http://example.org/6804903#Topic650-33	
Japanese language--Grammar--Study and teaching		lcsh	http://example.org/6804903#Topic650-34	
Japanese language--Sound recordings for English speakers		lcsh	http://example.org/6804903#Topic650-35	
Fashion--Japan--History		lcsh	http://example.org/6785938#Topic650-36	
Clothing and dress--Japan--History	http://id.loc.gov/authorities/subjects/sh2003012069	lcsh	http://example.org/6785938#Topic650-37	
Clothing and dress--Social aspects--Japan		lcsh	http://example.org/6785938#Topic650-38	
Vocal music--Japan--History and criticism		lcsh	http://example.org/6077180#Topic650-28	
Narrative poetry, Japanese--History and criticism		lcsh	http://example.org/6077180#Topic650-29	
Economic assistance, Japanese--Developing countries	http://id.loc.gov/authorities/subjects/sh2008102548	lcsh	http://example.org/6773569#Topic650-31	
Java (Computer program language)	http://id.loc.gov/authorities/subjects/sh95008574	lcsh	http://example.org/6712391#Topic650-28	
Object-oriented programs (Computer programs)	http://id.loc.gov/authorities/subjects/sh2013000158	lcsh	http://example.org/6712391#Topic650-29	
Java (Computer program language)	http://id.loc.gov/authorities/subjects/sh95008574	lcsh	http://example.org/6784466#Topic650-30	
Java (Computer program language)	http://id.loc.gov/authorities/subjects/sh95008574	lcsh	http://example.org/6809293#Topic650-32	
Programming languages (Electronic computers)	http://id.loc.gov/authorities/subjects/sh85107313	lcsh	http://example.org/6809293#Topic650-33	
Java (Computer program language)	http://id.loc.gov/authorities/subjects/sh95008574	lcsh	http://example.org/6712299#Topic650-30	
