Column 1	matched_ID	ID	score (0.8)	Column 2	Column 3	Column 4	blank
ClinicalKey				Organization		http://example.org/6811249#Agent710-46	
Denning, Andrew, 1983-	13314585784172300000	1.33145857841723E+020	0.8461538462	Person		http://example.org/6812471#Agent100-20	
Lowe-Wincentsen, Dawn	470146998384119000000	470146998384118941015;106938509	1	Person		http://example.org/6809420#Agent100-17	
Lovejoy, Paul E	56622887	56622887;108233541	0.9375	Person		http://example.org/6799221#Agent700-37	
Schwarz, Suzanne	2055609		0.9411764706	Person		http://example.org/6799221#Agent700-38	
Pargas, Damian Alan	12046032	120460321	1	Person		http://example.org/6804955#Agent100-21	
Babson, Kimberly A				Person		http://example.org/6813478#Agent700-33	
Feldner, Matthew	18144928030254300000	18144928030254341760;315989069	0.8421052632	Person		http://example.org/6813478#Agent700-34	
Olds, William	31340982	313409829;;	1	Person		http://example.org/6775817#Agent700-33	
Berry, Richard B., 1947- 	26595213	265952133	0.8571428571	Person		http://example.org/6736797#Agent100-15	
Wagner, Mary H	308233895		0.9333333333	Person		http://example.org/6736797#Agent700-31	
Taylor, Barbara, 1954-	19692331	19692331;;	0.9545454545	Person		http://example.org/6775931#Agent100-19	
Bromberg, K	31486806		0.9166666667	Person		http://example.org/6855826#Agent100-13	
Bromberg, K	31486806		0.9166666667	Person		http://example.org/6855826#Agent800-29	
Silverstein, Deborah C	53632938	53632938;311482521	0.9565217391	Person		http://example.org/6659732#Agent100-15	
Hopper, Kate	231696762	231696762;311482523	1	Person		http://example.org/6659732#Agent700-35	
Mattoon, John S	54259752	54259752;292999780;114400336	0.9375	Person		http://example.org/6785700#Agent700-31	
Nyland, Thomas G	24713732	24713732;293094416	0.9411764706	Person		http://example.org/6785700#Agent700-32	
Kirby, Rebecca	260620335	260620335;1907149368876885980006	1	Person		http://example.org/6789441#Agent100-20	
Rudloff, Elke	24114478271081600000	2.41144782710816E+020	1	Person		http://example.org/6789441#Agent700-40	
Linklater, Drew				Person		http://example.org/6789441#Agent700-41	
Giukin, Lenuta	28510359	285103594	0.9333333333	Person		http://example.org/6799440#Agent700-33	
Falkowska, Janina, 1951-	3968881	39688811	0.8571428571	Person		http://example.org/6799440#Agent700-34	
Desser, David	89062369	89062369;1560149919427906650006	1	Person		http://example.org/6799440#Agent700-35	
Kanellopoulos, N. K. (Nick K.)	7262144	72621440;231703542	1	Person		http://example.org/6812764#Agent700-27	
Neumann, Iver B	35914699839271900000		0.9375	Person		http://example.org/6769238#Agent700-33	
Carvalho, Benjamin de	306235414			Person		http://example.org/6769238#Agent700-34	
Stephens, Jennie	31071059	310710591;	1	Person		http://example.org/6783676#Agent100-24	
Wilson, Elizabeth J				Person		http://example.org/6783676#Agent700-43	
Peterson, Tarla Rai	16584515	165845151	0.95	Person		http://example.org/6783676#Agent700-44	
Guerin, Lisa, 1964-	27976754	279767549	1	Person		http://example.org/6815478#Agent100-19	
Quilter, J. David				Person		http://example.org/6638265#Agent100-25	
Rex, Adam				Person		http://example.org/6815504#Agent100-15	
McCarthy, Keeli	31350268	313502689	0.9375	Person		http://example.org/6815504#Agent700-29	
Claybourne, Anna	3459189	34591893	0.9411764706	Person		http://example.org/6775917#Agent100-21	
Miller, Ruth Austin, 1975-	11920011	119200110	0.8666666667	Person		http://example.org/6803401#Agent100-15	
Zhang, Bo, 1976-	26041091	260410917;	1	Person		http://example.org/6744131#Agent100-19	
Qiu, Dongyuan	30981917	309819172	1	Person		http://example.org/6744131#Agent700-31	
Heinonen, Juha	5421912	54219126;317132073	1	Person		http://example.org/6807477#Agent700-35	
Koskela, Pekka	3531881	35318815	0.9333333333	Person		http://example.org/6807477#Agent700-36	
Shanmugalingam, Nageswari	1819149108671170000000	1819149108671168780006;314861881	1	Person		http://example.org/6807477#Agent700-37	
Tyson, Jeremy T., 1972-	12045514	120455144	0.8518518519	Person		http://example.org/6807477#Agent700-38	
Heinonen, Juha	5421912	54219126;317132073	1	Person		http://example.org/6805558#Agent700-34	
Koskela, Pekka	3531881	35318815	0.9333333333	Person		http://example.org/6805558#Agent700-35	
Shanmugalingam, Nageswari	1819149108671170000000	1819149108671168780006;314861881	1	Person		http://example.org/6805558#Agent700-36	
Tyson, Jeremy T., 1972-	12045514	120455144	0.8518518519	Person		http://example.org/6805558#Agent700-37	
Bate, Richard, 1946-	8627278	86272786	1	Person		http://example.org/6798690#Agent100-17	
Jeffreys, Ian	2405196	24051961;305714048;	1	Person		http://example.org/6798690#Agent700-30	
Koopmans, Ruud	270188194	270188194;115104670	1	Person		http://example.org/6807449#Agent700-37	
Lancee, Bram	27326410	273264109;66145542630196642405	1	Person		http://example.org/6807449#Agent700-38	
Schaeffer, Merlin	29177388	291773881	1	Person		http://example.org/6807449#Agent700-39	
Barry, Jim				Person		http://example.org/6813101#Agent100-16	
Krishnan, Krish	30003205	300032057;	1	Person		http://example.org/6784540#Agent100-20	
Rogers, Shawn P				Person		http://example.org/6784540#Agent700-35	
Armstrong, David				Person		http://example.org/6773311#Agent700-31	
Rustin, Michael	44383627	44383627;	0.9375	Person		http://example.org/6773311#Agent700-32	
Boyd, Fenice B	24882259	24882259;306366678	0.9333333333	Person		http://example.org/6815362#Agent700-34	
Brock, Cynthia H	2751157	2751157;200642895	0.9411764706	Person		http://example.org/6815362#Agent700-35	
Donnelly-Roark, Paula	26956607	269566072	1	Person		http://example.org/6774101#Agent100-18	
Belair-Gagnon, Valerie	31071344	310713449	0.9565217391	Person		http://example.org/6811156#Agent100-19	
British Broadcasting Corporation				Organization		http://example.org/6811156#Agent610-31	
Belair-Gagnon, Valerie	31071344	310713449	0.9565217391	Person		http://example.org/6811067#Agent100-20	
British Broadcasting Corporation				Organization		http://example.org/6811067#Agent610-31	
Davis, Robert, 1967-				Person		http://example.org/6800041#Agent100-16	
Hiebner, Gary				Person		http://example.org/6630443#Agent100-33	
Hiebner, Simone				Person		http://example.org/6630443#Agent700-47	
Tanamachi, Mike				Person		http://example.org/6630443#Agent700-48	
Boshers, Sue				Person		http://example.org/6630443#Agent700-49	
Dahl, Stephan	32825037		1	Person		http://example.org/6755110#Agent100-20	
Trottier, Daniel	27280274	272802742;316955825;	1	Person		http://example.org/6710724#Agent700-34	
Fuchs, Christian, 1976- 	76643744	76643744;28146825434207632298;	0.8518518519	Person		http://example.org/6710724#Agent700-35	
Jacobsson, Kerstin	11825545	118255458	1	Person		http://example.org/6769295#Agent700-28	
Saxonberg, Steven	8528198	85281987;297303576;117312269	1	Person		http://example.org/6769295#Agent700-29	
Crossley, Nick, 1968- 	26706643	267066435	0.9523809524	Person		http://example.org/6713833#Agent700-34	
McAndrew, Siobhán, 1978- 	1718645	17186455	0.92	Person		http://example.org/6713833#Agent700-35	
Widdop, Paul	21478534	214785348	1	Person		http://example.org/6713833#Agent700-36	
Pratten, Stephen	214326968	214326968;94366511	1	Person		http://example.org/6773670#Agent700-34	
Strengers, Yolande, 1981-	30527772	305277726	1	Person		http://example.org/6773905#Agent700-34	
Maller, Cecily	31061541	310615417	1	Person		http://example.org/6773905#Agent700-35	
Strengers, Yolande, 1981-	30527772	305277726	1	Person		http://example.org/6788257#Agent700-34	
Maller, Cecily	31061541	310615417	1	Person		http://example.org/6788257#Agent700-35	
Scott, John C., 1963-	30982797	309827979	1	Person		http://example.org/6807456#Agent100-22	
Smith, Eliot R	74948091	74948091;	0.9333333333	Person		http://example.org/6808202#Agent100-26	
Mackie, Diane M	12419778	12419778;213407461;113058861	0.9375	Person		http://example.org/6808202#Agent700-39	
Claypool, Heather M	308230975	308230975;313429535	0.95	Person		http://example.org/6808202#Agent700-40	
Altman, Nancy J., 1950-	11936887	119368875	0.8518518519	Person		http://example.org/6812464#Agent100-19	
Kingson, Eric R	274010681	274010681;297116214;	0.9375	Person		http://example.org/6812464#Agent700-33	
Omitola, Tope	19714838946591100000	1.97148389465911E+020	1	Person		http://example.org/6813176#Agent100-16	
Ríos, Sebastián A				Person		http://example.org/6813176#Agent700-43	
Breslin, John G. (John Gerard)	10369413	103694135;103618143	1	Person		http://example.org/6813176#Agent700-44	
Singer, Alan J	3373665		0.9333333333	Person		http://example.org/6769199#Agent100-21	
Levine, Donald Nathan, 1931-	7011061	70110617	0.875	Person		http://example.org/6742835#Agent100-15	
Sinding, Christina, 1967-	7074609	70746090	1	Person		http://example.org/6666103#Agent700-35	
Barnes, Hazel, 1945-	30989453	309894534	1	Person		http://example.org/6666103#Agent700-36	
Quantz, Richard A., 1947-	14565993	145659935	1	Person		http://example.org/6740248#Agent100-19	
Lucas, Ceil	2467761	24677618	1	Person		http://example.org/6801624#Agent700-32	
Schembri, Adam	27080757	270807577;	1	Person		http://example.org/6801624#Agent700-33	
Moeller, Victor J., 1937-	2640152	26401524	1	Person		http://example.org/6803357#Agent100-20	
Moeller, Marc V., 1970-	2393572	23935726	1	Person		http://example.org/6803357#Agent700-34	
Moeller, Victor J., 1937-	2640152	26401524	1	Person		http://example.org/6803517#Agent100-21	
Moeller, Marc V., 1970-	2393572	23935726	1	Person		http://example.org/6803517#Agent700-35	
Ray, Kumar S	279237309		0.9230769231	Person		http://example.org/6808997#Agent100-18	
Sonmez, John Z	313496145	313496145;110146997388418892543;412144782714588009274	0.9333333333	Person		http://example.org/6809222#Agent100-16	
Aarno, Daniel	30982471	309824719	1	Person		http://example.org/6752344#Agent100-21	
Engblom, Jakob	16576825	165768255	0.9333333333	Person		http://example.org/6752344#Agent700-37	
Aarno, Daniel	30982471	309824719	1	Person		http://example.org/6752557#Agent100-18	
Engblom, Jakob	16576825	165768255	0.9333333333	Person		http://example.org/6752557#Agent700-32	
Sangwan, Raghvinder	270378790	270378790;	1	Person		http://example.org/6808918#Agent100-18	
Morreale, Patricia	6334578	63345782;116978581;103615129	1	Person		http://example.org/6808966#Agent100-18	
Anderson, James M				Person		http://example.org/6808966#Agent700-33	
Tripathy, Priyadarsh, 1958-				Person		http://example.org/6774032#Agent100-21	
Naik, Kshirasagar, 1959-	16235574	162355740	1	Person		http://example.org/6774032#Agent700-33	
Fayad, Mohamed, 1950-	6730363	67303636	1	Person		http://example.org/6786200#Agent100-14	
Banwart, Steven A	39604277	39604277;1018145857090622921974;317161925	0.9444444444	Person		http://example.org/6858966#Agent700-30	
Noellemeyer, Elke	30982039	309820393;3148812532745210215	1	Person		http://example.org/6858966#Agent700-31	
Milne, Eleanor, 1970-	30982039	309820396	1	Person		http://example.org/6858966#Agent700-32	
Lal, R				Person		http://example.org/6804058#Agent700-26	
Stewart, B. A. (Bobby Alton), 1932-	499120	4991204;	1	Person		http://example.org/6804058#Agent700-27	
White, Sean (Electrical engineer)	30875426	308754262	1	Person		http://example.org/6714542#Agent100-21	
Owczarski, Wojciech	10186063	101860632	1	Person		http://example.org/6807527#Agent700-33	
Cremasco, Maria Virginia Filomena	273150323818110000000	273150323818109972458;	1	Person		http://example.org/6807527#Agent700-34	
Kovalev, Vladimir A	32245996		0.95	Person		http://example.org/6855782#Agent100-20	
Stigter, Marc	30982673	309826732	1	Person		http://example.org/6802771#Agent100-17	
Cooper, Cary L	101846669	101846669;	0.9333333333	Person		http://example.org/6802771#Agent700-32	
Morgenstern, Soma, 1890-1976	12445889	12445889;;	0.9655172414	Person		http://example.org/6788780#Agent600-29	
Morgenstern, Soma, 1890-1976	12445889	12445889;;	0.9655172414	Person		http://example.org/6788780#Agent600-30	
Morgenstern, Soma, 1890-1976	12445889	12445889;;	0.9655172414	Person		http://example.org/6788780#Agent600-31	
Yancey, George A., 1962-	8133768	81337684	0.8571428571	Person		http://example.org/6799194#Agent100-18	
Williamson, David, 1955-	257154972			Person		http://example.org/6799194#Agent700-34	
Sutherland, Suzanne, 1987-	29981609	299816098	1	Person		http://example.org/6815412#Agent100-20	
Bailyn, Bernard	10839419	108394198	1	Person		http://example.org/6758852#Agent100-15	
Garrigus, Scott R	3469363	34693636	0.9444444444	Person		http://example.org/6605610#Agent100-18	
Miranda, Megan	17024104	170241047;934150323938709972829	1	Person		http://example.org/6815500#Agent100-15	
Houellebecq, Michel	6652242	66522427;;	1	Person		http://example.org/6811369#Agent100-13	
Wang, Grace, 1972-	30876645	308766453	1	Person		http://example.org/6861387#Agent100-21	
Spiegel, Andrew	9402462	94024627;;112473863	1	Person		http://example.org/6812594#Agent100-15	
Spiegel, Andrew	9402462	94024627;;112473863	1	Person		http://example.org/6812594#Agent600-25	
Dickson, Jessica L	30988794	309887949	0.9473684211	Person		http://example.org/6812594#Agent700-30	
Mann, Michael, 1959-	11945046		0.8333333333	Person		http://example.org/6773412#Agent100-25	
Hanappi, Gerhard, 1951-	16294171	162941717	1	Person		http://example.org/6710739#Agent700-31	
DuBois, Jill, 1952-	11605008	116050084	1	Person		http://example.org/6203618#Agent100-18	
Nevins, Debbie	30537808	305378080	1	Person		http://example.org/6203618#Agent700-31	
Chinkin, C. M	9926577	9926577;112981777	0.9285714286	Person		http://example.org/6801630#Agent700-37	
Baetens, Freya	312639934	312639934;140146998385518941154	1	Person		http://example.org/6801630#Agent700-38	
Crawford, James, 1948-	68989262	68989262;	0.8461538462	Person		http://example.org/6801630#Agent700-39	
Basalla, Susan Elizabeth, 1970-	27191049	271910496	1	Person		http://example.org/6789393#Agent100-19	
Debelius, Maggie, 1966-	27151080	271510805	1	Person		http://example.org/6789393#Agent700-35	
Ronson, Jon, 1967-	8573719	85737191	1	Person		http://example.org/6849645#Agent100-18	
Humlebæk, Carsten	30822975	308229752;;316761302	1	Person		http://example.org/6773888#Agent100-25	
Rish, Irina, 1969-	30743139	307431390	0.8181818182	Person		http://example.org/6786173#Agent100-14	
Grabarnik, Genady Ya	46414478271955400000	4.64144782719554E+020	1	Person		http://example.org/6786173#Agent700-31	
Gargiulo, Richard M	143332	1433321	0.95	Person		http://example.org/6765805#Agent100-16	
Moll, Victor H., 1956-	4208024	42080243;	1	Person		http://example.org/6748996#Agent100-14	
Koenig, David M	1146631		0.9375	Person		http://example.org/6799816#Agent100-15	
Fandrich, Delwin D	62149912359706200000	62149912359706210603;83586945;314861823	0.9473684211	Person		http://example.org/6799816#Agent700-31	
Silverstein, Robert M. (Robert Milton), 1916-2007	6161764	61617649	1	Person		http://example.org/6775686#Agent100-19	
Webster, Francis X	37089320	37089320;7424149368855385980009;202397958	0.9473684211	Person		http://example.org/6775686#Agent700-35	
Kiemle, David J	42135988	42135988;2747149368834185980008;305775142	0.9375	Person		http://example.org/6775686#Agent700-36	
Bryce, David L. (David Lawson), 1975-	30875166	308751660	1	Person		http://example.org/6775686#Agent700-37	
Yakira, Elhanan	3761285	37612854	0.9375	Person		http://example.org/6808198#Agent100-19	
Spinoza, Benedictus de, 1632-1677	22149024	22149024;;	0.9411764706	Person		http://example.org/6808198#Agent600-28	
Fitchett, George, 1948-	1151142	11511425	1	Person		http://example.org/6849939#Agent700-35	
Nolan, Steve	61023706		1	Person		http://example.org/6849939#Agent700-36	
Mata, Jennifer	30743266	307432669	1	Person		http://example.org/6740179#Agent100-18	
Walker, Donald F. (Donald F.)				Person		http://example.org/6741091#Agent700-38	
Courtois, Christine A	7537863	75378634	0.9545454545	Person		http://example.org/6741091#Agent700-39	
Aten, Jamie D	53620184	53620184;	0.9285714286	Person		http://example.org/6741091#Agent700-40	
American Psychological Association				Organization		http://example.org/6741091#Agent710-41	
AECOM (Firm)				Organization		http://example.org/6712229#Agent710-28	
E. &amp; F.N. Spon				Organization		http://example.org/6712229#Agent710-29	
AECOM (Firm)				Organization		http://example.org/6749008#Agent710-30	
AECOM (Firm)				Organization		http://example.org/6712228#Agent710-30	
LandPro Ltd Landscape Surveyors				Organization		http://example.org/6712228#Agent710-31	
E. &amp; F.N. Spon				Organization		http://example.org/6712228#Agent710-32	
AECOM (Firm)				Organization		http://example.org/6748994#Agent710-30	
Stewart, Bob, 1946-	7092903		0.8260869565	Person		http://example.org/6675715#Agent100-18	
Hoye, Russell, 1966-	11990140	119901402	1	Person		http://example.org/6815734#Agent700-26	
Smith, Aaron, 1972-	11995968	119959682	1	Person		http://example.org/6815734#Agent700-27	
Nicholson, Matthew	99215438	99215438;	1	Person		http://example.org/6815734#Agent700-28	
Stewart, Bob	8540142		1	Person		http://example.org/6815734#Agent700-29	
Hoye, Russell, 1966-	11990140	119901402	1	Person		http://example.org/6788426#Agent100-23	
Smith, Aaron, 1972-	11995968	119959682	1	Person		http://example.org/6788426#Agent700-37	
Nicholson, Matthew	99215438	99215438;	1	Person		http://example.org/6788426#Agent700-38	
Stewart, Bob	8540142		1	Person		http://example.org/6788426#Agent700-39	
Farrington, Neil	18756646	187566460;890147270494935700007	1	Person		http://example.org/6710558#Agent700-33	
Dashper, Katherine	30743337	307433378;310690892	1	Person		http://example.org/6672922#Agent100-19	
Fletcher, Thomas				Person		http://example.org/6672922#Agent700-30	
McCullough, Nicola	30743338	307433380;151149485456893420840;311758173	1	Person		http://example.org/6672922#Agent700-31	
Dashper, Katherine	30743337	307433378;310690892	1	Person		http://example.org/6669799#Agent700-32	
Fletcher, Thomas, 1984-	30822812	308228122	1	Person		http://example.org/6669799#Agent700-33	
McCullough, Nicola	30743338	307433380;151149485456893420840;311758173	1	Person		http://example.org/6669799#Agent700-34	
Steen, Rob	3630696	36306964;48490812;	1	Person		http://example.org/6775507#Agent100-22	
Shank, Matthew D	29786381	29786381;309867445;116549625	0.9411764706	Person		http://example.org/6755832#Agent100-17	
Lyberger, Mark R	30732491	307324917	0.9411764706	Person		http://example.org/6755832#Agent700-28	
MacMahon, Clare	10145192869070400000	10145192869070411889;107660460	1	Person		http://example.org/6789461#Agent700-32	
Jamieson, Perry D	50539742	50539742;311147733;110058610	0.9444444444	Person		http://example.org/6855900#Agent100-22	
Van Steen, Gonda Aline Hector, 1964-	9827619	98276190	0.9	Person		http://example.org/6799289#Agent100-16	
Baugh, Amy	31518428	315184289	0.9090909091	Person		http://example.org/6812773#Agent100-14	
Liu, Amy H	309856034	309856034;2832149068614965730009	0.9090909091	Person		http://example.org/6815305#Agent100-18	
Lund, Jacalyn Lea, 1950-	11973919	119739192	1	Person		http://example.org/6808300#Agent100-17	
Lund, Jacalyn Lea, 1950-	11973919	119739192	1	Person		http://example.org/6808300#Agent700-30	
Tannehill, Deborah	426351	4263514	1	Person		http://example.org/6808300#Agent700-31	
Cai, Yongshun	16035275	160352751	1	Person		http://example.org/6811288#Agent100-18	
Özel, Işik	962255	9622553;	1	Person		http://example.org/6678502#Agent100-18	
Aizaki, Hideo	30875304		1	Person		http://example.org/6677714#Agent100-15	
Nakatani, Tomoaki, 1969-	2458637	24586375	1	Person		http://example.org/6677714#Agent700-31	
Sato, Kazuo	60143655		1	Person		http://example.org/6677714#Agent700-32	
Belyi, Andrei V., 1975-	28796091	287960912	1	Person		http://example.org/6813500#Agent700-30	
Talus, Kim	8357739	83577392;2242149619366204010009	1	Person		http://example.org/6813500#Agent700-31	
Basu, Ann	308751838		1	Person		http://example.org/6786475#Agent100-20	
Roth, Philip	10023537	100235370;;	1	Person		http://example.org/6786475#Agent600-32	
Mandel, Emily St. John, 1979-	2654420	26544203;	1	Person		http://example.org/6814063#Agent100-19	
Sleigh, Tom	1612838	16128387	1	Person		http://example.org/6803480#Agent100-14	
Gould, Lawrence (A. Lawrence)	314868524		1	Person		http://example.org/6797150#Agent700-34	
Zhao, Wei, 1975-	31071565	310715651	1	Person		http://example.org/6786238#Agent700-28	
Yang, Harry	31071564	310715646	1	Person		http://example.org/6786238#Agent700-29	
Reddy, M. Venkataswamy	31061126	310611260	1	Person		http://example.org/6799118#Agent100-18	
Sengupta, Ashis	24010261	24010261;	0.9375	Person		http://example.org/6020396#Agent700-31	
Samanta, Tapas	166043872	166043872;	0.9333333333	Person		http://example.org/6020396#Agent700-32	
Basu, Ayanendranath	63914699844121900000	6.39146998441219E+020	1	Person		http://example.org/6020396#Agent700-33	
Longford, Nicholas T., 1955-	6902577	69025771	0.875	Person		http://example.org/6804800#Agent100-17	
Kay, R. (Richard), 1949-	3451973	34519737	1	Person		http://example.org/6720287#Agent100-24	
Ganapathy, V	113306184		0.9230769231	Person		http://example.org/6802791#Agent100-20	
Ganapathy, V	113306184		0.9230769231	Person		http://example.org/6748982#Agent100-14	
Draper, Sharon M. (Sharon Mills)	1324123	13241238;	1	Person		http://example.org/6790420#Agent100-17	
Ku Klux Klan (1915- )				Organization		http://example.org/6790420#Agent610-27	
Chiofalo, Rosanna	27716168	277161684	1	Person		http://example.org/6795594#Agent100-13	
Vishwakarma, Ajay	30076085	300760859	0.9444444444	Person		http://example.org/6811987#Agent700-33	
Sharpe, Paul				Person		http://example.org/6811987#Agent700-34	
Shi, Songtao	31553310		1	Person		http://example.org/6811987#Agent700-35	
Wang, Xiu-Ping				Person		http://example.org/6811987#Agent700-36	
Aghdami, Nasser, 1971-	26099959	260999591	1	Person		http://example.org/6797136#Agent700-31	
Baharvand, Hossein	9109850	91098505;	1	Person		http://example.org/6797136#Agent700-32	
Rich, Ivan N., 1950-	6217352	62173529	1	Person		http://example.org/6799510#Agent700-35	
King, Stephen, 1947-	97113511		0.8333333333	Person		http://example.org/6808169#Agent600-26	
Simpson, Philip L., 1964-	26165627	261656275	0.8620689655	Person		http://example.org/6808169#Agent700-27	
McAleer, Patrick, 1980-	2162270	21622703	1	Person		http://example.org/6808169#Agent700-28	
Benedict, Stanley H	30638308	306383081	0.95	Person		http://example.org/6625681#Agent700-27	
Schlesinger, David J	30638308		0.9523809524	Person		http://example.org/6625681#Agent700-28	
Goetsch, Steven J	908598	9085985	0.9444444444	Person		http://example.org/6625681#Agent700-29	
Kavanagh, Brian D	16625420	16625420;249190400;242191186	0.9444444444	Person		http://example.org/6625681#Agent700-30	
Taylor, Barbara, 1954-	19692331	19692331;;	0.9545454545	Person		http://example.org/6760258#Agent100-20	
Bryant, Ann	7323686	7323686;100044798	1	Person		http://example.org/6758264#Agent100-19	
Elkerton, Andy	9106045	91060454;59145971335132330734;5953148209313300460001	1	Person		http://example.org/6758264#Agent700-34	
Canadian Science Advisory Secretariat				Organization		http://example.org/6810870#Agent710-32	
Canada. Department of Fisheries and Oceans. Newfoundland and Labrador Region				Jurisdiction		http://example.org/6810870#Agent710-33	
Box, C. J				Person		http://example.org/6849666#Agent100-12	
Box, C.J.	102403163			Person		http://example.org/6849666#Agent800-29	
Hubbard, Ben, 1973-	2901148	29011483	1	Person		http://example.org/6789339#Agent100-21	
Nightingale, Florence, 1820-1910	5417269	54172695	0.9696969697	Person		http://example.org/6789339#Agent600-32	
Bagley, Sarah G				Person		http://example.org/6789339#Agent600-33	
Jones, Mother, 1837-1930	19371131	193711314;	1	Person		http://example.org/6789339#Agent600-34	
Lindsey, Johanna	2860	28600;;2974148947907154950007	1	Person		http://example.org/6815179#Agent100-13	
Lindsey, Johanna	2860	28600;;2974148947907154950007	1	Person		http://example.org/6815179#Agent800-30	
Rahmouni, Aicha	29795860	297958603	1	Person		http://example.org/6815353#Agent100-20	
Riley, James, 1977-	12108499	121084993;	1	Person		http://example.org/6803083#Agent100-18	
Proud, Louis	30349871	303498719	1	Person		http://example.org/6784387#Agent100-18	
Alba, Richard D	105955416	105955416;	1	Person		http://example.org/6774818#Agent100-14	
Foner, Nancy, 1945-	10927996	109279968	0.8260869565	Person		http://example.org/6774818#Agent700-31	
Baber, Anne	5578644	55786447;	1	Person		http://example.org/6784633#Agent100-18	
Waymon, Lynne	6302141	63021413	1	Person		http://example.org/6784633#Agent700-34	
Alphonso, André				Person		http://example.org/6784633#Agent700-35	
Wylde, Jim				Person		http://example.org/6784633#Agent700-36	
Baber, Anne, 1938-	5578644	55786447	1	Person		http://example.org/6799331#Agent100-14	
Waymon, Lynne	6302141	63021413	1	Person		http://example.org/6799331#Agent700-28	
Alphonso, André				Person		http://example.org/6799331#Agent700-29	
Wylde, Jim				Person		http://example.org/6799331#Agent700-30	
Adams, Jefferson				Person		http://example.org/6720016#Agent100-19	
Green, Michael J				Person		http://example.org/6790562#Agent700-27	
Cooper, Zach				Person		http://example.org/6790562#Agent700-28	
Center for Strategic and International Studies (Washington, D.C.)				Organization		http://example.org/6790562#Agent710-29	
Brennan, Linda L	28913899	28913899;	0.9411764706	Person		http://example.org/6813106#Agent100-15	
Sisk, Faye				Person		http://example.org/6813106#Agent700-29	
Walker, Robyn	4857653	48576536;;7601149368856285980004	1	Person		http://example.org/6706752#Agent100-16	
Brown, William A., 1964-	30535968		1	Person		http://example.org/6812602#Agent100-16	
Joyce, Paul, 1952-	11259865	112598652	0.8181818182	Person		http://example.org/6811094#Agent100-20	
Harrison, Jeffrey S., 1957-	1006476	10064769;100990736	1	Person		http://example.org/6800016#Agent100-17	
Thompson, Steven M				Person		http://example.org/6800016#Agent700-36	
De Graaf, Beatrice	2826077	28260776;;	1	Person		http://example.org/6808482#Agent100-15	
Dimitriu, George	28401766	284017663	1	Person		http://example.org/6808482#Agent700-31	
Ringsmose, Jens	5139775	51397753	1	Person		http://example.org/6808482#Agent700-32	
Rushton, Michael, 1959-	2922616	29226160	1	Person		http://example.org/6744051#Agent100-19	
Rushton, Michael, 1959-	2922616	29226160	1	Person		http://example.org/6659194#Agent100-23	
Massiah, Gustave	1724532	17245320;262145857038922921335;312641846	1	Person		http://example.org/6775861#Agent100-13	
Massiah, Élise	17006327	170063271;620145857109322922587	1	Person		http://example.org/6775861#Agent700-28	
Robitaille, Raymond	106492555		1	Person		http://example.org/6775861#Agent700-29	
Ferris, Shawna, 1973-	10640679	106406793	1	Person		http://example.org/6667773#Agent100-21	
Rasheed, Hayder A	25402023	254020231	0.9444444444	Person		http://example.org/6802793#Agent100-20	
Kiser, Laurel J., 1955-	1365595	13655959	1	Person		http://example.org/6802365#Agent100-17	
Bernstein, Aimee	31070972	310709723	1	Person		http://example.org/6809258#Agent100-18	
Herman, Keith C	17042592	170425926	0.9375	Person		http://example.org/6808298#Agent100-18	
Reinke, Wendy M	16999808	169998088	0.9375	Person		http://example.org/6808298#Agent700-31	
Harvey, Richard L	24522324		0.9444444444	Person		http://example.org/6700971#Agent700-51	
Stein, Joel, 1961-	4863108	48631083	1	Person		http://example.org/6700971#Agent700-52	
Winstein, Carolee J	30743555	307435552	0.95	Person		http://example.org/6700971#Agent700-53	
Wittenberg, George				Person		http://example.org/6700971#Agent700-54	
Zorowitz, Richard D	30743555	307435553	0.95	Person		http://example.org/6700971#Agent700-55	
Owens, Raymond J	17311112	173111126	0.9411764706	Person		http://example.org/6799502#Agent700-38	
Cid, María-Magdalena	31489163	314891634;	1	Person		http://example.org/6797201#Agent700-30	
Bravo, Jorge				Person		http://example.org/6797201#Agent700-31	
Quaye, Stephen John, 1980-	27477355	274773553	1	Person		http://example.org/6709631#Agent700-36	
Harper, Shaun R., 1975-	9538385	95383857	0.8518518519	Person		http://example.org/6709631#Agent700-37	
Wright, Robert D., 1950-	31061438		1	Person		http://example.org/6759699#Agent700-39	
LeBon, Marilee	1411007	14110076	1	Person		http://example.org/6808273#Agent100-14	
Roberts, Laura Weiss, 1960-	9539994	95399948	0.9	Person		http://example.org/6076087#Agent700-30	
Louie, Alan K., 1955-	30983056	309830568	1	Person		http://example.org/6076087#Agent700-31	
American Psychiatric Publishing				Organization		http://example.org/6076087#Agent710-32	
Judge, Tejinder	30982473	309824734	0.8333333333	Person		http://example.org/6752436#Agent700-31	
Neustaedter, Carman	26845443	268454435	1	Person		http://example.org/6752436#Agent700-32	
Hansson, Stina	84381635		1	Person		http://example.org/6773558#Agent700-35	
Hellberg, Sofie	22248505	222485057	1	Person		http://example.org/6773558#Agent700-36	
Stern, Maria				Person		http://example.org/6773558#Agent700-37	
Spang, Rebecca L., 1961-	6910279	69102794	0.8571428571	Person		http://example.org/6808084#Agent100-30	
Revolution (France : 1789-1799)				Meeting		http://example.org/6808084#Agent611-41	
