LC	LC-ID	ID	Value	ID1	LC-P	LCP-ID	Column 2	Column 3	Column 4	blank
Caiazzo, Alfonso, 1968-	http://id.loc.gov/authorities/names/n2014184184	http://id.loc.gov/authorities/names/n2014184184	Caiazzo, Alfonso, 1968-	http://id.loc.gov/authorities/names/n2014184184	Caiazzo, Alfonso, 1968-....	n2014184184	Person		http://example.org/6720321#Agent700-32	
Brown, Samuel A. (Samuel Ayers)	http://id.loc.gov/authorities/names/n2015182335	http://id.loc.gov/authorities/names/n2015182335	Brown, Samuel A. (Samuel Ayers)	http://id.loc.gov/authorities/names/n2015182335	Brown, Samuel A. (Samuel Ayers)	n2015182335	Person		http://example.org/6776199#Agent100-17	
Radja, Frank E.	http://id.loc.gov/authorities/names/n2015182336	http://id.loc.gov/authorities/names/n2015182336	Radja, Frank E.	http://id.loc.gov/authorities/names/n2015182336	Radja, Frank E.	n2015182336	Person		http://example.org/6776199#Agent700-32	
Reider, Bruce	http://id.loc.gov/authorities/names/n88290713	http://id.loc.gov/authorities/names/n88290713	Reider, Bruce	http://id.loc.gov/authorities/names/n88290713	Reider, Bruce.	n88290713	Person		http://example.org/6799468#Agent700-35	
Davies, George J.	http://id.loc.gov/authorities/names/n84039545	http://id.loc.gov/authorities/names/n84039545	Davies, George J.	http://id.loc.gov/authorities/names/n84039545	Davies, George J.,		Person		http://example.org/6799468#Agent700-36	
Provencher, Matthew T.	http://id.loc.gov/authorities/names/n2008181809	http://id.loc.gov/authorities/names/n2008181809	Provencher, Matthew T.	http://id.loc.gov/authorities/names/n2008181809	Provencher, Matthew T.	n2008181809	Person		http://example.org/6799468#Agent700-37	
Miller, Mark D.	http://id.loc.gov/authorities/names/n92800299	http://id.loc.gov/authorities/names/n92800299	Miller, Mark D.	http://id.loc.gov/authorities/names/n92800299	Miller, Mark D.	n92800299	Person		http://example.org/6706308#Agent700-32	
Namdari Surena			Namdari, Surena		Namdari, Surena,		Person		http://example.org/6754315#Agent100-15	
Pill Stephan G			Pill, Stephan G		Pill, Stephan G.,		Person		http://example.org/6754315#Agent700-34	
Mehta, Samir	http://id.loc.gov/authorities/names/n99803337	http://id.loc.gov/authorities/names/n99803337	Mehta, Samir	http://id.loc.gov/authorities/names/n99803337	Mehta, Samir.	n99803337	Person		http://example.org/6754315#Agent700-35	
Westendorf, Jennifer J.	http://id.loc.gov/authorities/names/nb2008010308	http://id.loc.gov/authorities/names/nb2008010308	Westendorf, Jennifer J.	http://id.loc.gov/authorities/names/nb2008010308	Westendorf, Jennifer J.	nb2008010308	Person		http://example.org/6754935#Agent100-19	
Van Wijnen, Andre J.	http://id.loc.gov/authorities/names/no2014143366	http://id.loc.gov/authorities/names/no2014143366	Van Wijnen, Andre J.	http://id.loc.gov/authorities/names/no2014143366	van Wijnen, Andre J.	no2014143366	Person		http://example.org/6754935#Agent700-28	
White, Kevin M.	http://id.loc.gov/authorities/names/no2008017531	http://id.loc.gov/authorities/names/no2008017531	White, Kevin M.	http://id.loc.gov/authorities/names/no2008017531	White, Kevin M.	no2008017531	Person		http://example.org/6809201#Agent100-18	
Kousky, Vern	http://id.loc.gov/authorities/names/n2014021369	http://id.loc.gov/authorities/names/n2014021369	Kousky, Vern	http://id.loc.gov/authorities/names/n2014021369	Kousky, Vern	n2014021369	Person		http://example.org/6811048#Agent100-15	
Beachy, Lester, 1959-	http://id.loc.gov/authorities/names/no2015109592	http://id.loc.gov/authorities/names/no2015109592	Beachy, Lester, 1959-	http://id.loc.gov/authorities/names/no2015109592	Beachy, Lester,		Person		http://example.org/6768696#Agent100-11	
Sembène, Ousmane, 1923-2007	http://id.loc.gov/authorities/names/n50049939	http://id.loc.gov/authorities/names/n50049939	Sembène, Ousmane, 1923-2007	http://id.loc.gov/authorities/names/n50049939	Sembène, Ousmane, 1923-2007	n50049939	Person		http://example.org/6815605#Agent600-27	
Vetinde, Lifongo J.	http://id.loc.gov/authorities/names/no2014122746	http://id.loc.gov/authorities/names/no2014122746	Vetinde, Lifongo J.	http://id.loc.gov/authorities/names/no2014122746	Vetinde, Lifongo J.	no2014122746	Person		http://example.org/6815605#Agent700-32	
Fofana, Amadou Tidiane, 1965-	http://id.loc.gov/authorities/names/n2002025360	http://id.loc.gov/authorities/names/n2002025360	Fofana, Amadou Tidiane, 1965-	http://id.loc.gov/authorities/names/n2002025360	Fofana, Amadou Tidiane, 1965-....	n2002025360	Person		http://example.org/6815605#Agent700-33	
Hopwood-Stephens, Isabel	http://id.loc.gov/authorities/names/n2012035955	http://id.loc.gov/authorities/names/n2012035955	Hopwood-Stephens, Isabel	http://id.loc.gov/authorities/names/n2012035955	Hopwood-Stephens, Isabel	n2012035955	Person		http://example.org/6790537#Agent100-20	
Cusk, Rachel, 1967-	http://id.loc.gov/authorities/names/nr94028997	http://id.loc.gov/authorities/names/nr94028997	Cusk, Rachel, 1967-	http://id.loc.gov/authorities/names/nr94028997	Cusk, Rachel, 1967-....	nr94028997	Person		http://example.org/6803610#Agent100-17	
Hockrow, Ross		no2013122613	Hockrow, Ross	http://id.loc.gov/authorities/names/no2013122613	Hockrow, Ross	no2013122613	Person		http://example.org/6659484#Agent100-18	
Roth, William F.	http://id.loc.gov/authorities/names/n84216177	http://id.loc.gov/authorities/names/n84216177	Roth, William F.	http://id.loc.gov/authorities/names/n84216177	Roth, William F.,		Person		http://example.org/6742699#Agent100-16	
Wilkinson, Lee A. (Lee Anthony)	http://id.loc.gov/authorities/names/no2010052244	http://id.loc.gov/authorities/names/no2010052244	Wilkinson, Lee A. (Lee Anthony)	http://id.loc.gov/authorities/names/no2010052244	Wilkinson, Lee A. (Lee Anthony)	no2010052244	Person		http://example.org/6802815#Agent100-18	
Structures of the World Political Economy and Future Global Conflict and Cooperation (Conference) (2013 : University of California, Riverside)	http://id.loc.gov/authorities/names/n2014025973	http://id.loc.gov/authorities/names/n2014025973	Structures of the World Political Economy and Future Global Conflict and Cooperation (Conference) (2013 : University of California, Riverside)	http://id.loc.gov/authorities/names/n2014025973	Structures of the World Political Economy and Future Global Conflict and Cooperation (Conference) (2013 : University of California, Riverside)		Meeting		http://example.org/6676224#Agent111-15	
Wallerstein, Immanuel Maurice, 1930-	http://id.loc.gov/authorities/names/n80034122	http://id.loc.gov/authorities/names/n80034122	Wallerstein, Immanuel Maurice, 1930-	http://id.loc.gov/authorities/names/n80034122	Wallerstein, Immanuel Maurice, 1930-....	n80034122	Person		http://example.org/6676224#Agent700-28	
Chase-Dunn, Christopher K.	http://id.loc.gov/authorities/names/n82100177	http://id.loc.gov/authorities/names/n82100177	Chase-Dunn, Christopher K.	http://id.loc.gov/authorities/names/n82100177	Chase-Dunn, Christopher K.	n82100177	Person		http://example.org/6676224#Agent700-29	
Suter, Christian, 1956-	http://id.loc.gov/authorities/names/n91029571	http://id.loc.gov/authorities/names/n91029571	Suter, Christian, 1956-	http://id.loc.gov/authorities/names/n91029571	Suter, Christian, 1956-....	n91029571	Person		http://example.org/6676224#Agent700-30	
Singer, Janet, 1958-	http://id.loc.gov/authorities/names/n2014034525	http://id.loc.gov/authorities/names/n2014034525	Singer, Janet, 1958-	http://id.loc.gov/authorities/names/n2014034525	Singer, Janet, 1958-		Person		http://example.org/6855895#Agent100-14	
Gillihan, Seth, 1975-	http://id.loc.gov/authorities/names/n2014034529	http://id.loc.gov/authorities/names/n2014034529	Gillihan, Seth, 1975-	http://id.loc.gov/authorities/names/n2014034529	Gillihan, Seth, 1975-	n2014034529	Person		http://example.org/6855895#Agent600-23	
Gillihan, Seth, 1975-	http://id.loc.gov/authorities/names/n2014034529	http://id.loc.gov/authorities/names/n2014034529	Gillihan, Seth, 1975-	http://id.loc.gov/authorities/names/n2014034529	Gillihan, Seth, 1975-	n2014034529	Person		http://example.org/6855895#Agent700-27	
Charish, Kristi	http://id.loc.gov/authorities/names/no2015035958	http://id.loc.gov/authorities/names/no2015035958	Charish, Kristi	http://id.loc.gov/authorities/names/no2015035958	Charish, Kristi	no2015035958	Person		http://example.org/6795596#Agent100-10	
Knobe, Joshua, 1974-	http://id.loc.gov/authorities/names/no2006075951	http://id.loc.gov/authorities/names/no2006075951	Knobe, Joshua, 1974-	http://id.loc.gov/authorities/names/no2006075951	Knobe, Joshua Michael, 1974-		Person		http://example.org/6799313#Agent700-30	
Lombrozo, Tania	http://id.loc.gov/authorities/names/no2015013955	http://id.loc.gov/authorities/names/no2015013955	Lombrozo, Tania	http://id.loc.gov/authorities/names/no2015013955	Lombrozo, Tania	no2015013955	Person		http://example.org/6799313#Agent700-31	
Nichols, Shaun	http://id.loc.gov/authorities/names/n2003107311	http://id.loc.gov/authorities/names/n2003107311	Nichols, Shaun	http://id.loc.gov/authorities/names/n2003107311	Nichols, Shaun.	n2003107311	Person		http://example.org/6799313#Agent700-32	
Timmons, Mark, 1951-	http://id.loc.gov/authorities/names/n85177191	http://id.loc.gov/authorities/names/n85177191	Timmons, Mark, 1951-	http://id.loc.gov/authorities/names/n85177191	Timmons, Mark, 1951-	n85177191	Person		http://example.org/6799306#Agent700-29	
Thompson, Kevin G., 1966-	http://id.loc.gov/authorities/names/n2014030495	http://id.loc.gov/authorities/names/n2014030495	Thompson, Kevin G., 1966-	http://id.loc.gov/authorities/names/n2014030495	Thompson, Kevin G., 1966-	n2014030495	Person		http://example.org/6716627#Agent100-22	
Thompson, Kevin G., 1966-	http://id.loc.gov/authorities/names/n2014030495	http://id.loc.gov/authorities/names/n2014030495	Thompson, Kevin G., 1966-	http://id.loc.gov/authorities/names/n2014030495	Thompson, Kevin G., 1966-	n2014030495	Person		http://example.org/6707306#Agent100-18	
Goldberg, Mary Ellen	http://id.loc.gov/authorities/names/n2014187391	http://id.loc.gov/authorities/names/n2014187391	Goldberg, Mary Ellen	http://id.loc.gov/authorities/names/n2014187391	Goldberg, Mary Ellen	n2014187391	Person		http://example.org/6736152#Agent700-37	
Shaffran, Nancy	http://id.loc.gov/authorities/names/no2012017021	http://id.loc.gov/authorities/names/no2012017021	Shaffran, Nancy	http://id.loc.gov/authorities/names/no2012017021	Shaffran, Nancy	no2012017021	Person		http://example.org/6736152#Agent700-38	
Bradley, Raymond S., 1948-	http://id.loc.gov/authorities/names/n84008990	http://id.loc.gov/authorities/names/n84008990	Bradley, Raymond S., 1948-	http://id.loc.gov/authorities/names/n84008990	Bradley, Raymond S., 1948-....	n84008990	Person		http://example.org/6630567#Agent100-16	
Weiss, Elizabeth	http://id.loc.gov/authorities/names/n2008036159	http://id.loc.gov/authorities/names/n2008036159	Weiss, Elizabeth	http://id.loc.gov/authorities/names/n2008036159	Weiss, Elizabeth,		Person		http://example.org/6815385#Agent100-21	
Doukelis, Aggelos	http://id.loc.gov/authorities/names/nb2014027749	http://id.loc.gov/authorities/names/nb2014027749	Doukelis, Aggelos	http://id.loc.gov/authorities/names/nb2014027749	Doukelis, Aggelos	nb2014027749	Person		http://example.org/6759739#Agent700-36	
Atsonios K			Atsonios, K		Atsonios, K.,		Person		http://example.org/6759739#Agent700-37	
Matzo, Marianne		n95800435	Matzo, Marianne	http://id.loc.gov/authorities/names/n95800435	Matzo, Marianne	n95800435	Person		http://example.org/6669796#Agent700-30	
Sherman, Deborah Witt		n00005992	Sherman, Deborah Witt	http://id.loc.gov/authorities/names/n00005992	Sherman, Deborah Witt	n00005992	Person		http://example.org/6669796#Agent700-31	
Morand, Serge, 1969-	http://id.loc.gov/authorities/names/nr94029283	http://id.loc.gov/authorities/names/nr94029283	Morand, Serge, 1969-	http://id.loc.gov/authorities/names/nr94029283	Morand, Serge,		Person		http://example.org/6849279#Agent700-27	
Krasnov, Boris R., 1950-	http://id.loc.gov/authorities/names/n98100425	http://id.loc.gov/authorities/names/n98100425	Krasnov, Boris R., 1950-	http://id.loc.gov/authorities/names/n98100425	Krasnov, Boris R.,		Person		http://example.org/6849279#Agent700-28	
Littlewood D. Timothy J.			Littlewood, D. T. J. (D. Timothy J.), 1961-	http://id.loc.gov/authorities/names/n00012902	Littlewood, D. Timothy J.,		Person		http://example.org/6849279#Agent700-29	
Peacock, Christopher (Christopher Sean)	http://id.loc.gov/authorities/names/no2014149958	http://id.loc.gov/authorities/names/no2014149958	Peacock, Christopher (Christopher Sean)	http://id.loc.gov/authorities/names/no2014149958	Peacock, Christopher (Christopher Sean)	no2014149958	Person		http://example.org/6799506#Agent700-39	
Geissler, Wenzel.		n2006180571	Geissler, Wenzel	http://id.loc.gov/authorities/names/n2006180571	Geissler, Wenzel.	n2006180571	Person		http://example.org/6813062#Agent700-34	
Smith, Paul, 1967-	http://id.loc.gov/authorities/names/n84088675	http://id.loc.gov/authorities/names/n84088675	Smith, Paul, 1967-	http://id.loc.gov/authorities/names/n84088675	Smith, Paul, 1967-		Person		http://example.org/6752720#Agent100-15	
Hiebert, Janet, 1960-	http://id.loc.gov/authorities/names/n93063063	http://id.loc.gov/authorities/names/n93063063	Hiebert, Janet, 1960-	http://id.loc.gov/authorities/names/n93063063	Hiebert, Janet, 1960-	n93063063	Person		http://example.org/6800010#Agent100-20	
Kelly, James B. (James Bernard), 1968-	http://id.loc.gov/authorities/names/no2006002787	http://id.loc.gov/authorities/names/no2006002787	Kelly, James B. (James Bernard), 1968-	http://id.loc.gov/authorities/names/no2006002787	Kelly, James B. (James Bernard), 1968-	no2006002787	Person		http://example.org/6800010#Agent700-36	
Jaiswal, Ravi	http://id.loc.gov/authorities/names/n2014073070	http://id.loc.gov/authorities/names/n2014073070	Jaiswal, Ravi	http://id.loc.gov/authorities/names/n2014073070	Jaiswal, Ravi.	n2014073070	Person		http://example.org/6812128#Agent700-37	
Mittal, K. L., 1945-	http://id.loc.gov/authorities/names/n79065383	http://id.loc.gov/authorities/names/n79065383	Mittal, K. L., 1945-	http://id.loc.gov/authorities/names/n79065383	Mittal, K.L. 1945-	n79065383	Person		http://example.org/6812128#Agent700-38	
Bon, Stefan Antonius Franciscus		no2010185923	Bon, Stefan Antonius Franciscus	http://id.loc.gov/authorities/names/no2010185923	Bon, Stefan Antonius Franciscus	no2010185923	Person		http://example.org/6812829#Agent700-44	
Ngai, To		nb2015002918	Ngai, To	http://id.loc.gov/authorities/names/nb2015002918	Ngai, To	nb2015002918	Person		http://example.org/6812829#Agent700-45	
Bonotti, Matteo		no2015016726	Bonotti, Matteo	http://id.loc.gov/authorities/names/no2015016726	Bonotti, Matteo	no2015016726	Person		http://example.org/6805066#Agent700-27	
Bader, Veit			Bader, Veit-Michael	http://id.loc.gov/authorities/names/n90623169	Bader, Veit.		Person		http://example.org/6805066#Agent700-28	
Heaney, Michael T.	http://id.loc.gov/authorities/names/n2015003125	http://id.loc.gov/authorities/names/n2015003125	Heaney, Michael T.	http://id.loc.gov/authorities/names/n2015003125	Heaney, Michael T.	n2015003125	Person		http://example.org/6805542#Agent100-22	
Democratic Party (U.S.)	http://id.loc.gov/authorities/names/n79054058	http://id.loc.gov/authorities/names/n79054058	Democratic Party (U.S.)	http://id.loc.gov/authorities/names/n79054058	Democratic Party (U.S.)		Organization		http://example.org/6805542#Agent610-36	
Rojas, Fabio, 1972-	http://id.loc.gov/authorities/names/n2006088291	http://id.loc.gov/authorities/names/n2006088291	Rojas, Fabio, 1972-	http://id.loc.gov/authorities/names/n2006088291	Rojas, Fabio, 1972-	n2006088291	Person		http://example.org/6805542#Agent700-44	
Gherghina, Sergiu	http://id.loc.gov/authorities/names/nb2009020696	http://id.loc.gov/authorities/names/nb2009020696	Gherghina, Sergiu	http://id.loc.gov/authorities/names/nb2009020696	Gherghina, Sergiu.	nb2009020696	Person		http://example.org/6765697#Agent100-20	
Hrebenar, Ronald J., 1945-	http://id.loc.gov/authorities/names/n78048792	http://id.loc.gov/authorities/names/n78048792	Hrebenar, Ronald J., 1945-	http://id.loc.gov/authorities/names/n78048792	Hrebenar, Ronald J., 1945-....	n78048792	Person		http://example.org/6808347#Agent700-40	
Nakamura, Akira	http://id.loc.gov/authorities/names/n81072263	http://id.loc.gov/authorities/names/n81072263	Nakamura, Akira	http://id.loc.gov/authorities/names/n81072263	Nakamura, Akira,		Person		http://example.org/6808347#Agent700-41	
Richards, Jack C., 1943-	http://id.loc.gov/authorities/names/n83065436	http://id.loc.gov/authorities/names/n83065436	Richards, Jack C., 1943-	http://id.loc.gov/authorities/names/n83065436	Richards, Jack C.,		Person		http://example.org/6759869#Agent100-17	
Sandy, Chuck	http://id.loc.gov/authorities/names/no96043338	http://id.loc.gov/authorities/names/no96043338	Sandy, Chuck	http://id.loc.gov/authorities/names/no96043338	Sandy, Chuck,		Person		http://example.org/6759869#Agent700-29	
Williams, Robert, 1967-	http://id.loc.gov/authorities/names/nb99068784	http://id.loc.gov/authorities/names/nb99068784	Williams, Robert, 1967-	http://id.loc.gov/authorities/names/nb99068784	Williams, Robert, 1967-		Person		http://example.org/6784481#Agent100-17	
Blackburn, Simon, 1944-	http://id.loc.gov/authorities/names/n83201640	http://id.loc.gov/authorities/names/n83201640	Blackburn, Simon, 1944-	http://id.loc.gov/authorities/names/n83201640	Blackburn, Simon, 1944-....	n83201640	Person		http://example.org/6799314#Agent600-27	
Johnson, Robert N. (Robert Neal)	http://id.loc.gov/authorities/names/no2012008173	http://id.loc.gov/authorities/names/no2012008173	Johnson, Robert N. (Robert Neal)	http://id.loc.gov/authorities/names/no2012008173	Johnson, Robert N. (Robert Neal)	no2012008173	Person		http://example.org/6799314#Agent700-29	
Smith, Michael, 1954 July 23-	http://id.loc.gov/authorities/names/n2005050681	http://id.loc.gov/authorities/names/n2005050681	Smith, Michael, 1954 July 23-	http://id.loc.gov/authorities/names/n2005050681	Smith, Michael, 1954 July 23-	n2005050681	Person		http://example.org/6799314#Agent700-30	
Samuels, Andrew	http://id.loc.gov/authorities/names/n84008232	http://id.loc.gov/authorities/names/n84008232	Samuels, Andrew	http://id.loc.gov/authorities/names/n84008232	Samuels, Andrew.	n84008232	Person		http://example.org/6756308#Agent100-18	
Sherwin, Jane Alison		n2014072622	Sherwin, Jane Alison	http://id.loc.gov/authorities/names/n2014072622	Sherwin, Jane Alison	n2014072622	Person		http://example.org/6802956#Agent100-20	
Christie, Phil	http://id.loc.gov/authorities/names/n2008078953	http://id.loc.gov/authorities/names/n2008078953	Christie, Phil	http://id.loc.gov/authorities/names/n2008078953	Christie, Phil	n2008078953	Person		http://example.org/6802956#Agent700-34	
Procop, Gary W.	http://id.loc.gov/authorities/names/n2014182640	http://id.loc.gov/authorities/names/n2014182640	Procop, Gary W.	http://id.loc.gov/authorities/names/n2014182640	Procop, Gary W.	n2014182640	Person		http://example.org/6744689#Agent700-41	
Pritt, Bobbi S.	http://id.loc.gov/authorities/names/n2014182641	http://id.loc.gov/authorities/names/n2014182641	Pritt, Bobbi S.	http://id.loc.gov/authorities/names/n2014182641	Pritt, Bobbi S.	n2014182641	Person		http://example.org/6744689#Agent700-42	
Mickey, Robert	http://id.loc.gov/authorities/names/no97033118	http://id.loc.gov/authorities/names/no97033118	Mickey, Robert	http://id.loc.gov/authorities/names/no97033118	Mickey, Robert,		Person		http://example.org/6802890#Agent100-20	
Leckman, James F.	http://id.loc.gov/authorities/names/n85312984	http://id.loc.gov/authorities/names/n85312984	Leckman, James F.	http://id.loc.gov/authorities/names/n85312984	Leckman, James F.	n85312984	Person		http://example.org/6785973#Agent700-32	
Menoni, Olga	http://id.loc.gov/authorities/names/n2014183123	http://id.loc.gov/authorities/names/n2014183123	Menoni, Olga	http://id.loc.gov/authorities/names/n2014183123	Menoni, Olga	n2014183123	Person		http://example.org/6759755#Agent100-17	
Battevi, Natale	http://id.loc.gov/authorities/names/n2014183124	http://id.loc.gov/authorities/names/n2014183124	Battevi, Natale	http://id.loc.gov/authorities/names/n2014183124	Battevi, Natale	n2014183124	Person		http://example.org/6759755#Agent700-35	
Cairoli, Silvia	http://id.loc.gov/authorities/names/n2014183126	http://id.loc.gov/authorities/names/n2014183126	Cairoli, Silvia	http://id.loc.gov/authorities/names/n2014183126	Cairoli, Silvia	n2014183126	Person		http://example.org/6759755#Agent700-36	
Parks Canada	http://id.loc.gov/authorities/names/n50035452	http://id.loc.gov/authorities/names/n50035452	Canada	http://id.loc.gov/authorities/names/n79007233	Canada.		Jurisdiction		http://example.org/6774813#Agent610-29	
Patten, Steve, 1961-	http://id.loc.gov/authorities/names/nb2007000750	http://id.loc.gov/authorities/names/nb2007000750	Patten, Steve, 1961-	http://id.loc.gov/authorities/names/nb2007000750	Patten, Steve, 1961-	nb2007000750	Person		http://example.org/6774813#Agent700-34	
Harder, Lois, 1966-	http://id.loc.gov/authorities/names/no2003099413	http://id.loc.gov/authorities/names/no2003099413	Harder, Lois, 1966-	http://id.loc.gov/authorities/names/no2003099413	Harder, Lois, 1966-....	no2003099413	Person		http://example.org/6774813#Agent700-35	
Den Hartog, Jonathan J.	http://id.loc.gov/authorities/names/no2006072954	http://id.loc.gov/authorities/names/no2006072954	Den Hartog, Jonathan J.	http://id.loc.gov/authorities/names/no2006072954	Den Hartog, Jonathan J.	no2006072954	Person		http://example.org/6804930#Agent100-19	
Federal Party (U.S.)	http://id.loc.gov/authorities/names/n84044605	http://id.loc.gov/authorities/names/n84044605	Federal Party (U.S.)	http://id.loc.gov/authorities/names/n84044605	Federal Party (U.S.)		Organization		http://example.org/6804930#Agent610-31	
Hale, Henry E., 1966-	http://id.loc.gov/authorities/names/n2005020423	http://id.loc.gov/authorities/names/n2005020423	Hale, Henry E., 1966-	http://id.loc.gov/authorities/names/n2005020423	Hale, Henry E., 1966-	n2005020423	Person		http://example.org/6803587#Agent100-20	
Wendell, Eric, 1984-	http://id.loc.gov/authorities/names/n2014035024	http://id.loc.gov/authorities/names/n2014035024	Wendell, Eric, 1984-	http://id.loc.gov/authorities/names/n2014035024	Wendell, Eric, 1984-	n2014035024	Person		http://example.org/6799233#Agent100-17	
Smith, Patti. Horses	http://id.loc.gov/authorities/names/n2010048587	http://id.loc.gov/authorities/names/n2010048587	Smith, Patti	http://id.loc.gov/authorities/names/n84095418	Smith, Patti.		Person		http://example.org/6799233#Agent600-28	
Wendell, Eric, 1984-	http://id.loc.gov/authorities/names/n2014035024	http://id.loc.gov/authorities/names/n2014035024	Wendell, Eric, 1984-	http://id.loc.gov/authorities/names/n2014035024	Wendell, Eric, 1984-	n2014035024	Person		http://example.org/6774431#Agent100-24	
Smith, Patti. Horses	http://id.loc.gov/authorities/names/n2010048587	http://id.loc.gov/authorities/names/n2010048587	Smith, Patti	http://id.loc.gov/authorities/names/n84095418	Smith, Patti.		Person		http://example.org/6774431#Agent600-37	
Bonca, Cornel, 1958-	http://id.loc.gov/authorities/names/n2014035172	http://id.loc.gov/authorities/names/n2014035172	Bonca, Cornel, 1958-	http://id.loc.gov/authorities/names/n2014035172	Bonca, Cornel, 1958-	n2014035172	Person		http://example.org/6759905#Agent100-18	
Simon, Paul, 1941-	http://id.loc.gov/authorities/names/n50023671	http://id.loc.gov/authorities/names/n50023671	Simon, Paul, 1941-	http://id.loc.gov/authorities/names/n50023671	Simon, Paul, 1941-		Person		http://example.org/6759905#Agent600-28	
Kotlowski, Dean J.	http://id.loc.gov/authorities/names/n00086742	http://id.loc.gov/authorities/names/n00086742	Kotlowski, Dean J.	http://id.loc.gov/authorities/names/n00086742	Kotlowski, Dean J.	n00086742	Person		http://example.org/6815532#Agent100-20	
McNutt, Paul V. (Paul Vories), 1891-1955		n91001130	McNutt, Paul V. (Paul Vories), 1891-1955	http://id.loc.gov/authorities/names/n91001130	McNutt, Paul V. (Paul Vories), 1891-1955	n91001130	Person		http://example.org/6815532#Agent600-32	
Roosevelt, Franklin D. (Franklin Delano), 1882-1945	http://id.loc.gov/authorities/names/n79022932	http://id.loc.gov/authorities/names/n79022932	Roosevelt, Franklin D. (Franklin Delano), 1882-1945	http://id.loc.gov/authorities/names/n79022932	Roosevelt, Franklin D. (Franklin Delano), 1882-1945		Person		http://example.org/6815532#Agent600-33	
McNutt, Paul V. (Paul Vories), 1891-1955	http://id.loc.gov/authorities/names/n91001130	http://id.loc.gov/authorities/names/n91001130	McNutt, Paul V. (Paul Vories), 1891-1955	http://id.loc.gov/authorities/names/n91001130	McNutt, Paul V. (Paul Vories), 1891-1955	n91001130	Person		http://example.org/6815532#Agent600-34	
Paul, the Apostle, Saint.			Paul, the Apostle, Saint	http://id.loc.gov/authorities/names/n79064565	Paul, the Apostle, Saint.		Person		http://example.org/6812589#Agent600-29	
Nanos, Mark D., 1954-	http://id.loc.gov/authorities/names/n95107778	http://id.loc.gov/authorities/names/n95107778	Nanos, Mark D., 1954-	http://id.loc.gov/authorities/names/n95107778	Nanos, Mark D., 1954-	n95107778	Person		http://example.org/6812589#Agent700-31	
Zetterholm, Magnus, 1958-	http://id.loc.gov/authorities/names/n2002110833	http://id.loc.gov/authorities/names/n2002110833	Zetterholm, Magnus, 1958-	http://id.loc.gov/authorities/names/n2002110833	Zetterholm, Magnus, 1958-....	n2002110833	Person		http://example.org/6812589#Agent700-32	
Howard, Philip N.	http://id.loc.gov/authorities/names/n2003091174	http://id.loc.gov/authorities/names/n2003091174	Howard, Philip N.	http://id.loc.gov/authorities/names/n2003091174	Howard, Philip N.,		Person		http://example.org/6849638#Agent100-16	
Williams, Branden R.	http://id.loc.gov/authorities/names/n2009072743	http://id.loc.gov/authorities/names/n2009072743	Williams, Branden R.	http://id.loc.gov/authorities/names/n2009072743	Williams, Branden R.	n2009072743	Person		http://example.org/6784494#Agent100-21	
Chuvakin Anton A		nb2004024302	Chuvakin, Anton A	nb2004024302	Chuvakin, Anton.	nb2004024302	Person		http://example.org/6784494#Agent700-38	
Milroy Derek			Milroy, Derek		Milroy, Derek,		Person		http://example.org/6784494#Agent700-39	
Croco Sarah			Croco, Sarah E., 1978-	http://id.loc.gov/authorities/names/n2014052786	Croco, Sarah,		Person		http://example.org/6849306#Agent100-14	
Johnson, Robin (Robin R.)	http://id.loc.gov/authorities/names/n2005060943	http://id.loc.gov/authorities/names/n2005060943	Johnson, Robin (Robin R.)	http://id.loc.gov/authorities/names/n2005060943	Johnson, Robin (Robin R.)	n2005060943	Person		http://example.org/6786716#Agent100-23	
Comar, Philippe.		n97090961	Comar, Philippe	http://id.loc.gov/authorities/names/n97090961	Comar, Philippe.	n97090961	Person		http://example.org/6811378#Agent100-12	
Gökçekuş, Ömer, 1964-	http://id.loc.gov/authorities/names/no00101111	http://id.loc.gov/authorities/names/no00101111	Gökçekuş, Ömer, 1964-	http://id.loc.gov/authorities/names/no00101111	Gökçekuş, Ömer, 1964-	no00101111	Person		http://example.org/6748833#Agent100-17	
Bengyak, Kevin		n2014054428	Bengyak, Kevin	http://id.loc.gov/authorities/names/n2014054428	Bengyak, Kevin.	n2014054428	Person		http://example.org/6748833#Agent700-31	
Selbst, Steven M.	http://id.loc.gov/authorities/names/n87884929	http://id.loc.gov/authorities/names/n87884929	Selbst, Steven M.	http://id.loc.gov/authorities/names/n87884929	Selbst, Steven M.	n87884929	Person		http://example.org/6799464#Agent700-37	
De Sevo, Margot	http://id.loc.gov/authorities/names/n2010181568	http://id.loc.gov/authorities/names/n2010181568	De Sevo, Margot	http://id.loc.gov/authorities/names/n2010181568	De Sevo, Margot	n2010181568	Person		http://example.org/6788508#Agent100-23	
De Sevo, Margot	http://id.loc.gov/authorities/names/n2010181568	http://id.loc.gov/authorities/names/n2010181568	De Sevo, Margot	http://id.loc.gov/authorities/names/n2010181568	De Sevo, Margot	n2010181568	Person		http://example.org/6760745#Agent100-17	
Lippincott Williams &amp; Wilkins			Lippincott Williams &amp; Wilkins		Lippincott Williams &amp; Wilkins,		Organization		http://example.org/6629544#Agent710-35	
