Val	match-ID-F	score-lc	Column 1	LC-VP	match-ID	score	Cor	LC-VC	score-c	org	Column 3	Column 4	blank
Edwards, Kenneth Charles	n50024465	100	Edwards, Kenneth Charles	n50024465	n50024465	0.96	Edwards, Kenneth Charles			Person		http://example.org/1044396#Agent100-11	
Swinnerton, H. H. (Henry Hurd), 1875-1966	n85810625	100	Swinnerton, H. H. (Henry Hurd), 1875-1966	n85810625	n85810625	1	Swinnerton, H. H. (Henry Hurd), 1875-1966			Person		http://example.org/1044396#Agent700-22	
Hall, R. H.	n88649470	100	Hall, R. H				Hall, R. H			Person		http://example.org/1044396#Agent700-23	
Detroit Institute of Arts	n79045542	100	Detroit Institute of Arts		n79045542		Detroit Institute of Arts	n79045542	0.92	Organization		http://example.org/1085134#Agent110-10	
Peale family			Peale family				Peale family			Family		http://example.org/1085134#Agent600-18	
Elam, Charles H.	n87839922	100	Elam, Charles H	n87839922	n87839922	0.9375	Elam, Charles H			Person		http://example.org/1085134#Agent700-19	
Munson-Williams-Proctor Institute	n80019523	100	Munson-Williams-Proctor Institute		n80019523		Munson-Williams-Proctor Institute	n80019523	0.9705882353	Organization		http://example.org/1085134#Agent710-20	
Bourgeoys, Marguerite, Saint, 1620-1700	n83033260	100	Bourgeoys, Marguerite, Saint, 1620-1700	n83033260	n83033260	1	Bourgeoys, Marguerite, Saint, 1620-1700			Person		http://example.org/1019697#Agent600-16	
Bourgeoys, Marguerite, Saint, 1620-1700	n83033260	100	Bourgeoys, Marguerite, Saint, 1620-1700	n83033260	n83033260	1	Bourgeoys, Marguerite, Saint, 1620-1700			Person		http://example.org/1019697#Agent700-17	
Congrégation de Notre-Dame de Montréal	n2009015800	97	Congrégation de Notre-Dame de Montréal				Congrégation de Notre-Dame de Montréal			Organization		http://example.org/1019697#Agent710-18	
Crawford, John F., 1940-	n88160252	100	Crawford, John F., 1940-	n88160252	n88160252	1	Crawford, John F., 1940-			Person		http://example.org/106246#Agent700-21	
Hoyem, Andrew	n50028571	100	Hoyem, Andrew	n50028571	n50028571	1	Hoyem, Andrew			Person		http://example.org/106246#Agent700-22	
British Library. Cotton Nero A. x	n79076056	85	British Library. Cotton Nero A. x				British Library. Cotton Nero A. x			Organization		http://example.org/106246#Agent710-23	
Stokes, Eric	n85225841	100	Stokes, Eric	n85225841	n85225841	1	Stokes, Eric			Person		http://example.org/1002670#Agent100-14	
Bayly, C. A. (Christopher Alan)	n79055357	100	Bayly, C. A. (Christopher Alan)	n79055357	n79055357	1	Bayly, C. A. (Christopher Alan)			Person		http://example.org/1002670#Agent700-26	
Vucinich, Wayne S.	n50013145	100	Vucinich, Wayne S	n50013145	n50013145	0.9444444444	Vucinich, Wayne S			Person		http://example.org/1028266#Agent700-26	
Curtiss, John Shelton, 1899-	n82031946	100	Curtiss, John Shelton, 1899-	n82031946	n82031946	0.875	Curtiss, John Shelton, 1899-			Person		http://example.org/1028266#Agent700-27	
Stanford University	n79054636	100	Stanford University		n79054636		Stanford University	n79054636	0.9473684211	Organization		http://example.org/1028266#Agent710-28	
Dunn, Stephen Porter, 1928-	n50024928	100	Dunn, Stephen Porter, 1928-	n50024928	n50024928	0.8709677419	Dunn, Stephen Porter, 1928-			Person		http://example.org/1028299#Agent100-17	
Dunn, Ethel	n83190995	100	Dunn, Ethel	n83190995	n83190995	1	Dunn, Ethel			Person		http://example.org/1028299#Agent700-29	
Le Roy Ladurie, Emmanuel	n79059268	100	Le Roy Ladurie, Emmanuel	n79059268	n79059268	1	Le Roy Ladurie, Emmanuel			Person		http://example.org/1073446#Agent100-14	
Reymont, Władysław Stanisław, 1867-1925	n50075843	100	Reymont, Władysław Stanisław, 1867-1925	n50075843	n50075843	0.975	Reymont, Władysław Stanisław, 1867-1925			Person		http://example.org/1097106#Agent100-12	
Dziewicki, Michael Henry	no2009177840	100	Dziewicki, Michael Henry	no2009177840	no2009177840	1	Dziewicki, Michael Henry			Person		http://example.org/1097106#Agent700-21	
Simić, Andrei	nr92045056	96	Simić, Andrei	nr92045056	nr92045056	1	Simić, Andrei			Person		http://example.org/1017798#Agent100-13	
Lehmann, Phyllis Williams, 1912-2004	n79126921	100	Lehmann, Phyllis Williams, 1912-2004	n79126921	n79126921	1	Lehmann, Phyllis Williams, 1912-2004			Person		http://example.org/1084788#Agent100-12	
Calas, Nicolas	n50033158	100	Calas, Nicolas	n50033158	n50033158	1	Calas, Nicolas			Person		http://example.org/1078397#Agent100-11	
Guggenheim, Peggy, 1898-1979	n79091233	100	Guggenheim, Peggy, 1898-1979	n79091233	n79091233	0.9655172414	Guggenheim, Peggy, 1898-1979			Person		http://example.org/1078397#Agent600-19	
Calas, Elena	no2002000996	100	Calas, Elena	no2002000996	no2002000996	0.9230769231	Calas, Elena			Person		http://example.org/1078397#Agent700-21	
Gallant, Mavis	n79062728	100	Gallant, Mavis	n79062728	n79062728	1	Gallant, Mavis			Person		http://example.org/108467#Agent100-10	
Thucydides	n79021175	100	Thucydides	n79021175	n79021175	1	Thucydides			Person		http://example.org/1091020#Agent100-11	
Jowett, Benjamin, 1817-1893	n50062804	100	Jowett, Benjamin, 1817-1893	n50062804	n50062804	1	Jowett, Benjamin, 1817-1893			Person		http://example.org/1091020#Agent700-21	
Brunt, P. A.	n50039901	100	Brunt, P. A	n50039901	n50039901	0.9166666667	Brunt, P. A			Person		http://example.org/1091020#Agent700-22	
Chase, J. Smeaton (Joseph Smeaton), 1864-1923	n86128655	100	Chase, J. Smeaton (Joseph Smeaton), 1864-1923	n86128655	n86128655	1	Chase, J. Smeaton (Joseph Smeaton), 1864-1923			Person		http://example.org/100380#Agent100-10	
Burrow, T. (Thomas)	n83125336	100	Burrow, T. (Thomas)	n83125336	n83125336	1	Burrow, T. (Thomas)			Person		http://example.org/1099354#Agent100-15	
Bhattacharya, Sudhibhushan			Bhattacharya, Sudhibhushan				Bhattacharya, Sudhibhushan			Person		http://example.org/1099354#Agent700-24	
McEvedy, Colin	n80016988	100	McEvedy, Colin	n80016988	n80016988	0.9333333333	McEvedy, Colin			Person		http://example.org/1065503#Agent100-16	
Kinder, Hermann, 1944-	n85148889	100	Kinder, Hermann, 1944-	n85148889	n85148889	0.8461538462	Kinder, Hermann, 1944-			Person		http://example.org/1074661#Agent100-16	
Hilgemann, Werner	n83208779	100	Hilgemann, Werner	n83208779	n83208779	1	Hilgemann, Werner			Person		http://example.org/1074661#Agent700-29	
Heseltine, Harry P.	n50029519	100	Heseltine, Harry P	n50029519	n50029519	0.9473684211	Heseltine, Harry P			Person		http://example.org/1007921#Agent100-10	
Grigson, Geoffrey, 1905-1985	n79018491	100	Grigson, Geoffrey, 1905-1985	n79018491	n79018491	1	Grigson, Geoffrey, 1905-1985			Person		http://example.org/100127#Agent700-18	
Perry, George C	n50009739	84	Perry, George C				Perry, George C			Person		http://example.org/1086012#Agent100-14	
Aldridge, Alan	n50037324	100	Aldridge, Alan	n50037324	n50037324	1	Aldridge, Alan			Person		http://example.org/1086012#Agent700-24	
Lucas, Joyce	n81068674	100	Lucas, Joyce	n81068674	n81068674	0.9230769231	Lucas, Joyce			Person		http://example.org/1049673#Agent100-11	
McKennell, Vivienne			McKennell, Vivienne				McKennell, Vivienne			Person		http://example.org/1049673#Agent700-21	
Conran, Anthony	n83145503	100	Conran, Anthony	n83145503	n83145503	1	Conran, Anthony			Person		http://example.org/1092648#Agent100-11	
Williams, J. E. Caerwyn (John Ellis Caerwyn)	n80149567	100	Williams, J. E. Caerwyn (John Ellis Caerwyn)	n80149567	n80149567	1	Williams, J. E. Caerwyn (John Ellis Caerwyn)			Person		http://example.org/1092648#Agent700-21	
Hoffnung, Gerard	n81089470	100	Hoffnung, Gerard	n81089470	n81089470	1	Hoffnung, Gerard			Person		http://example.org/1085601#Agent100-10	
Greenfield, Edward	n50030491	100	Greenfield, Edward	n50030491	n50030491	1	Greenfield, Edward			Person		http://example.org/109190#Agent100-14	
Layton, Robert	no2010209207	100	Layton, Robert				Layton, Robert			Person		http://example.org/109190#Agent700-25	
March, Ivan	n50040671	100	March, Ivan	n50040671	n50040671	0.9166666667	March, Ivan			Person		http://example.org/109190#Agent700-26	
Glover, Michael, 1922-	n50030607	88	Glover, Michael, 1922-	n50030607	n50030607	0.8461538462	Glover, Michael, 1922-			Person		http://example.org/1047781#Agent100-13	
Selsam, J. Paul (John Paul), 1898-1950	no93004092	100	Selsam, J. Paul (John Paul), 1898-1950	no93004092	no93004092	1	Selsam, J. Paul (John Paul), 1898-1950			Person		http://example.org/1046844#Agent100-13	
Pennsylvania	n79022911	100	Pennsylvania				Pennsylvania			Jurisdiction		http://example.org/1046844#Agent610-24	
Jackson, John W.	n84145613	100	Jackson, John W				Jackson, John W			Person		http://example.org/1045544#Agent100-13	
Staff, Frank	n80113013	100	Staff, Frank	n80113013	n80113013	0.9230769231	Staff, Frank			Person		http://example.org/1007323#Agent100-11	
Mendelsohn, Harold A	n50036974	88	Mendelsohn, Harold A				Mendelsohn, Harold A			Person		http://example.org/102463#Agent100-13	
O'Keefe, Garrett J.	n82228675	100	O'Keefe, Garrett J	n82228675	n82228675	0.9473684211	O'Keefe, Garrett J			Person		http://example.org/102463#Agent700-24	
Lesly, Philip, 1918-	n79052209	100	Lesly, Philip, 1918-	n79052209	n79052209	0.8333333333	Lesly, Philip, 1918-			Person		http://example.org/1009597#Agent100-9	
Wooster, Ralph A.	n50013189	100	Wooster, Ralph A	n50013189	n50013189	0.9411764706	Wooster, Ralph A			Person		http://example.org/1052072#Agent100-12	
Rodgers, William, 1928-	n83033616	100	Rodgers, William, 1928-	n83033616	n83033616	1	Rodgers, William, 1928-			Person		http://example.org/1046413#Agent100-11	
Labour Party (Great Britain)	n79018534	100	Labour Party (Great Britain)		n79018534		Labour Party (Great Britain)	n79018534	1	Organization		http://example.org/1046413#Agent610-19	
Donoughue, Bernard, 1934-	n87900659	100	Donoughue, Bernard, 1934-	n87900659	n87900659	1	Donoughue, Bernard, 1934-			Person		http://example.org/1046413#Agent700-21	
Town Hall, Inc.	n87884347	100	Town Hall, Inc		n87884347		Town Hall, Inc	n87884347	0.9333333333	Organization		http://example.org/1022918#Agent110-12	
Hughes, Mary Margaret	n79145436	100	Hughes, Margaret Mary				Hughes, Margaret Mary			Person		http://example.org/1022918#Agent700-25	
MacNeil, Robert, 1931-	n81050691	100	MacNeil, Robert, 1931-	n81050691	n81050691	0.8461538462	MacNeil, Robert, 1931-			Person		http://example.org/1007967#Agent100-18	
Stewart, T. D. (Thomas Dale), 1901-1997	n91037338	100	Stewart, T. D. (Thomas Dale), 1901-1997	n91037338	n91037338	1	Stewart, T. D. (Thomas Dale), 1901-1997			Person		http://example.org/1077527#Agent100-14	
Ehrenberg, Victor, 1891-1976	n79149067	100	Ehrenberg, Victor, 1891-1976				Ehrenberg, Victor, 1891-1976			Person		http://example.org/1090855#Agent100-11	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-19	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-20	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-21	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-22	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-23	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-24	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-25	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-26	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-27	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-28	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-29	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-30	
Aristophanes	n79072756	100	Aristophanes	n79072756	n79072756	1	Aristophanes			Person		http://example.org/1090855#Agent600-31	
Reichel-Dolmatoff, Gerardo	n79011220	100	Reichel-Dolmatoff, Gerardo	n79011220	n79011220	0.962962963	Reichel-Dolmatoff, Gerardo			Person		http://example.org/1025691#Agent100-11	
Reichel-Dolmatoff, Alicia	n93056764	100	Reichel-Dolmatoff, Alicia	n93056764	n93056764	1	Reichel-Dolmatoff, Alicia			Person		http://example.org/1025691#Agent700-24	
Mitsakos, Charles L.	n85377154	100	Mitsakos, Charles L	n85377154	n85377154	0.95	Mitsakos, Charles L			Person		http://example.org/1001915#Agent700-23	
West, Edith, 1917-			West, Edith, 1917-				West, Edith, 1917-			Person		http://example.org/1001915#Agent700-24	
University of Minnesota. Project Social Studies Curriculum Center			University of Minnesota. Project Social Studies Curriculum Center				University of Minnesota. Project Social Studies Curriculum Center			Organization		http://example.org/1001915#Agent710-25	
Steward, Julian Haynes, 1902-1972	n91014723	100	Steward, Julian Haynes, 1902-1972	n91014723	n91014723	1	Steward, Julian Haynes, 1902-1972			Person		http://example.org/1025634#Agent100-14	
University of Puerto Rico (Río Piedras Campus). Social Science Research Center	n50062954	99	University of Puerto Rico (Río Piedras Campus). Social Science Research Center		n50062954		University of Puerto Rico (Río Piedras Campus). Social Science Research Center	n50062954	1	Organization		http://example.org/1025634#Agent710-26	
Starkloff, Carl F., 1933-2008	n2002108686	100	Starkloff, Carl F., 1933-2008	n2002108686	n2002108686	1	Starkloff, Carl F., 1933-2008			Person		http://example.org/1034798#Agent100-13	
Christensen, Asher Norman, 1903- 	no00023071	87	Christensen, Asher Norman, 1903- 				Christensen, Asher Norman, 1903- 			Person		http://example.org/1040111#Agent100-11	
Kirkpatrick, E. M. (Evron Maurice), 1911-	no2002012207	93	Kirkpatrick, E. M. (Evron Maurice), 1911-	no2002012207	no2002012207	0.9111111111	Kirkpatrick, E. M. (Evron Maurice), 1911-			Person		http://example.org/1040111#Agent700-21	
Bellows, Thomas J., 1935-	n80098360	100	Bellows, Thomas J., 1935-	n80098360	n80098360	1	Bellows, Thomas J., 1935-			Person		http://example.org/1051780#Agent100-12	
People's Action Party (Singapore)	n50010779	100	People's Action Party (Singapore)		n50010779		People's Action Party (Singapore)	n50010779	1	Organization		http://example.org/1051780#Agent610-22	
Lazarsfeld, Paul F., 1901-1976	n79082169	100	Lazarsfeld, Paul F., 1901-1976	n79082169	n79082169	1	Lazarsfeld, Paul F., 1901-1976			Person		http://example.org/1043040#Agent100-16	
Berelson, Bernard, 1912-1979	n79107832	100	Berelson, Bernard, 1912-1979	n79107832	n79107832	1	Berelson, Bernard, 1912-1979			Person		http://example.org/1043040#Agent700-30	
Gaudet, Hazel	n79018428	100	Gaudet, Hazel	n79018428	n79018428	0.9285714286	Gaudet, Hazel			Person		http://example.org/1043040#Agent700-31	
Brown, William Burlie	no2016050631	89	Brown, William Burlie				Brown, William Burlie			Person		http://example.org/1043055#Agent100-11	
Arthur, Paul, 1945-	n81037429	100	Arthur, Paul, 1945-				Arthur, Paul, 1945-			Person		http://example.org/1037388#Agent100-12	
People's Democracy (Northern Ireland)	n86802387	100	People's Democracy (Northern Ireland)		n86802387		People's Democracy (Northern Ireland)	n86802387	1	Organization		http://example.org/1037388#Agent610-20	
Cole, G. D. H. (George Douglas Howard), 1889-1959	n80039736	100	Cole, G. D. H. (George Douglas Howard), 1889-1959	n80039736	n80039736	0.9591836735	Cole, G. D. H. (George Douglas Howard), 1889-1959			Person		http://example.org/1050766#Agent100-12	
Labour Party (Great Britain)	n79018534	100	Labour Party (Great Britain)		n79018534		Labour Party (Great Britain)	n79018534	1	Organization		http://example.org/1050766#Agent610-23	
Browder, Earl, 1891-1973	n82162115	100	Browder, Earl, 1891-1973	n82162115	n82162115	1	Browder, Earl, 1891-1973			Person		http://example.org/1036034#Agent100-11	
Herman, Stanley M., 1928-	n93097387	100	Herman, Stanley M., 1928-	n93097387	n93097387	1	Herman, Stanley M., 1928-			Person		http://example.org/1013148#Agent100-13	
Peirce, Neal R.	n50009013	100	Peirce, Neal R	n50009013	n50009013	0.9333333333	Peirce, Neal R			Person		http://example.org/1045441#Agent100-12	
Morris, Max, 1913-2008	n83146105	100	Morris, Max, 1913-2008	n83146105	n83146105	1	Morris, Max, 1913-2008			Person		http://example.org/1050754#Agent100-11	
Oosterman, Gordon, 1927-	n85038993	100	Oosterman, Gordon, 1927-	n85038993	n85038993	1	Oosterman, Gordon, 1927-			Person		http://example.org/1014528#Agent100-11	
Wells, John Murrel	no99054954	83	Wells, John Murrel				Wells, John Murrel			Person		http://example.org/1044670#Agent700-29	
Wilhelm, Maria	no2009189471	100	Wilhelm, Maria				Wilhelm, Maria			Person		http://example.org/1044670#Agent700-30	
Community Service Workshop, University of Chicago, 1966-1967			Community Service Workshop, University of Chicago, 1966-1967				Community Service Workshop, University of Chicago, 1966-1967			Meeting		http://example.org/1025408#Agent111-13	
Tax, Sol, 1907-1995	n78089017	100	Tax, Sol, 1907-1995	n78089017	n78089017	1	Tax, Sol, 1907-1995			Person		http://example.org/1025408#Agent700-23	
University of Chicago	n79058404	100	University of Chicago		n79058404		University of Chicago	n79058404	0.9545454545	Organization		http://example.org/1025408#Agent710-24	
Agar, W. E. (Wilfred Eade), 1882-1951	no2011009200	100	Agar, W. E. (Wilfred Eade), 1882-1951	no2011009200	no2011009200	1	Agar, W. E. (Wilfred Eade), 1882-1951			Person		http://example.org/1053162#Agent700-24	
Phillips, Philip David			Phillips, Philip David				Phillips, Philip David			Person		http://example.org/1053162#Agent700-25	
Wood, G. L. (Gordon Leslie), 1890-1953	no89000155	100	Wood, G. L. (Gordon Leslie), 1890-1953	no89000155	no89000155	1	Wood, G. L. (Gordon Leslie), 1890-1953			Person		http://example.org/1053162#Agent700-26	
Evans, Ralph Merrill	nr97024289	83	Evans, Ralph Merrill				Evans, Ralph Merrill			Person		http://example.org/1045708#Agent100-13	
Pond, Richard Burrill			Pond, Richard Burrill				Pond, Richard Burrill			Person		http://example.org/1067885#Agent100-9	
Zaring, Jane Margaret Thomas, 1936-			Zaring, Jane Margaret Thomas, 1936-				Zaring, Jane Margaret Thomas, 1936-			Person		http://example.org/1051967#Agent100-11	
Gray, Verna King, 1926-			Gray, Verna King, 1926-				Gray, Verna King, 1926-			Person		http://example.org/1062059#Agent100-9	
Tischler, Hans, 1915-2010	n83051377	100	Tischler, Hans, 1915-2010	n83051377	n83051377	1	Tischler, Hans, 1915-2010			Person		http://example.org/1075765#Agent100-11	
Ivey, Paul Wesley, 1890			Ivey, Paul Wesley, 1890				Ivey, Paul Wesley, 1890			Organization		http://example.org/1009669#Agent110-10	
Pere Marquette Railroad	n85030121	100	Pere Marquette Railroad		n85030121		Pere Marquette Railroad	n85030121	1	Organization		http://example.org/1009669#Agent610-18	
Rosenstein-Rozakis, Christos, 1941-			Rosenstein-Rozakis, Christos, 1941-				Rosenstein-Rozakis, Christos, 1941-			Person		http://example.org/103931#Agent100-9	
Sykes, Gerald, 1903-	n83167363	100	Sykes, Gerald, 1903-	n83167363	n83167363	1	Sykes, Gerald, 1903-			Person		http://example.org/1088661#Agent100-14	
Fitch, Henry	n85046146	100	Fitch, Henry	n85363362	n85363362	0.8	Fitch, Henry			Person		http://example.org/1010106#Agent100-10	
Goldbeck, Frederik, 1902-1981	no92016739	100	Goldbeck, Frederik, 1902-1981	no92016739	no92016739	1	Goldbeck, Frederik, 1902-1981			Person		http://example.org/1079561#Agent100-11	
Fletcher, Henry	n85053616	100	Fletcher, Henry				Fletcher, Henry			Person		http://example.org/1055121#Agent100-11	
Cromwell, Oliver, 1599-1658	n80067079	100	Cromwell, Oliver, 1599-1658	n80067079	n80067079	0.9642857143	Cromwell, Oliver, 1599-1658			Person		http://example.org/1055121#Agent600-21	
Raybould, William	n85053617	100	Raybould, William	n85053617	n85053617	1	Raybould, William			Person		http://example.org/1055121#Agent700-22	
Chamberlen, Paul	n90653268	100	Chamberlen, Paul	n90653268	n90653268	1	Chamberlen, Paul			Person		http://example.org/1058324#Agent700-22	
Pomper, Gerald M.	n79139169	100	Pomper, Gerald M	n79139169	n79139169	0.9411764706	Pomper, Gerald M			Person		http://example.org/1044014#Agent100-13	
Barnett, David, 1907-1985	n82163977	100	Barnett, David, 1907-1985	n82163977	n82163977	1	Barnett, David, 1907-1985			Person		http://example.org/1074686#Agent100-13	
Knighton, Lennis M			Knighton, Lennis M				Knighton, Lennis M			Person		http://example.org/1023320#Agent100-11	
Cadbury, Henry Joel, 1883-			Cadbury, Henry Joel, 1883-				Cadbury, Henry Joel, 1883-			Person		http://example.org/108274#Agent100-9	
Jesus Christ	n79084784	100	Jesus Christ				Jesus Christ			Person		http://example.org/108274#Agent600-18	
Harper, Trevor Arthur	no2005022467	82	Harper, Trevor Arthur				Harper, Trevor Arthur			Person		http://example.org/1057194#Agent100-10	
Zelis, Robert	n82067626	100	Zelis, Robert	n82067626	n82067626	1	Zelis, Robert			Person		http://example.org/108003#Agent100-11	
Taaffe, Edward J. (Edward James)	nr91006034	100	Taaffe, Edward J. (Edward James)	nr91006034	nr91006034	1	Taaffe, Edward J. (Edward James)			Person		http://example.org/1006025#Agent100-11	
Northwestern University (Evanston, Ill.). Transportation Center	n79045918	97	Evanston (Ill.) Transportation Center at Northwestern University				Evanston (Ill.) Transportation Center at Northwestern University			Jurisdiction		http://example.org/1006025#Agent710-21	
Hubbard, John I., 1930-	n50031035	100	Hubbard, John I., 1930-	n50031035	n50031035	1	Hubbard, John I., 1930-			Person		http://example.org/1061702#Agent100-11	
Morse, Dean	n79063835	100	Morse, Dean	n79063835	n79063835	1	Morse, Dean			Person		http://example.org/1003183#Agent100-13	
Conservation of Human Resources Project (Columbia University)	n81047028	100	Conservation of Human Resources Project (Columbia University)		n81047028		Conservation of Human Resources Project (Columbia University)	n81047028	1	Organization		http://example.org/1003183#Agent710-26	
Bull, William Perkins, 1870-1948	nr97013666	100	Bull, William Perkins, 1870-1948	nr97013666	nr97013666	1	Bull, William Perkins, 1870-1948			Person		http://example.org/1077462#Agent100-11	
Cambon, Jules, 1845-1935	n85351784	100	Cambon, Jules, 1845-1935	n85351784	n85351784	1	Cambon, Jules, 1845-1935			Person		http://example.org/1053483#Agent700-23	
Chamberlain, Austen, Sir, 1863-1937	n85298947	100	Chamberlain, Austen, Sir, 1863-1937	n85298947	n85298947	1	Chamberlain, Austen, Sir, 1863-1937			Person		http://example.org/1053483#Agent700-24	
Kühlmann, Richard von, 1873-1948	nr97008167	98	Kühlmann, Richard von, 1873-1948	nr97008167	nr97008167	1	Kühlmann, Richard von, 1873-1948			Person		http://example.org/1053483#Agent700-25	
Davis, John W. (John William), 1873-1955	n88218900	100	Davis, John W. (John William), 1873-1955	n88218900	n88218900	1	Davis, John W. (John William), 1873-1955			Person		http://example.org/1053483#Agent700-26	
Council on foreign relations, inc	n81061396		Council on foreign relations, inc		n81061396		Council on foreign relations, inc	n81061396	0.8484848485	Organization		http://example.org/1053483#Agent710-27	
Fogle, Richard Harter	n50003621	100	Fogle, Richard Harter	n50003621	n50003621	1	Fogle, Richard Harter			Person		http://example.org/1027614#Agent100-15	
Melman, Seymour	n50007223	100	Melman, Seymour	n50007223	n50007223	1	Melman, Seymour			Person		http://example.org/1075930#Agent100-14	
International Permian-Triassic Conference, Calgary, 1971			International Permian-Triassic Conference, Calgary, 1971				International Permian-Triassic Conference, Calgary, 1971			Meeting		http://example.org/1057233#Agent111-9	
Logan, Alan	n50072848	100	Logan, Alan				Logan, Alan			Person		http://example.org/1057233#Agent700-20	
Hills, L. V.	n82019488	100	Hills, L. V	n82019488	n82019488	0.9166666667	Hills, L. V			Person		http://example.org/1057233#Agent700-21	
Edwards, A. Cecil (Arthur Cecil), 1881-	n92122633	100	Edwards, A. Cecil (Arthur Cecil), 1881-	n92122633	n92122633	1	Edwards, A. Cecil (Arthur Cecil), 1881-			Person		http://example.org/1088018#Agent100-11	
Aeschylus	n79055702	100	Aeschylus	n79055702	n79055702	0.9	Aeschylus			Person		http://example.org/1090733#Agent100-14	
Podlecki, Anthony J., 1936- 	n84052716	88	Podlecki, Anthony J., 1936- 				Podlecki, Anthony J., 1936- 			Person		http://example.org/1090733#Agent700-25	
Spiro, Jacob S. (Jacob Steven), 1894-	no2006108991	100	Spiro, Jacob S. (Jacob Steven), 1894-	no2006108991	no2006108991	1	Spiro, Jacob S. (Jacob Steven), 1894-			Person		http://example.org/1016352#Agent100-11	
Schulman, Martin	n83217265	100	Schulman, Martin				Schulman, Martin			Person		http://example.org/1016344#Agent100-12	
Wolff, Werner, 1904-1957	n50013736	100	Wolff, Werner, 1904-1957	n50013736	n50013736	0.96	Wolff, Werner, 1904-1957			Person		http://example.org/1064127#Agent100-12	
Ribble, Margaret A. (Margaret Antoinette), 1890-	no97049103	94	Ribble, Margaret A. (Margaret Antoinette), 1890-	no97049103	no97049103	0.9230769231	Ribble, Margaret A. (Margaret Antoinette), 1890-			Person		http://example.org/1029874#Agent100-10	
Soderquist, Harold Oliver, 1894-	no2011056666	100	Soderquist, Harold Oliver, 1894-	no2011056666	no2011056666	1	Soderquist, Harold Oliver, 1894-			Person		http://example.org/1060595#Agent100-10	
Radford, John	nb99070234	100	Radford, John				Radford, John			Person		http://example.org/100247#Agent100-10	
Kirby, Richard	n80089763	100	Kirby, Richard				Kirby, Richard			Person		http://example.org/100247#Agent700-21	
Powell, John R., 1932-			Powell, John R., 1932-				Powell, John R., 1932-			Person		http://example.org/1066164#Agent700-20	
Betters, Paul Vernon, 1906-1956	n50009113	100	Betters, Paul Vernon, 1906-1956	n50009113	n50009113	1	Betters, Paul Vernon, 1906-1956			Person		http://example.org/1045585#Agent100-11	
United States. Personnel Classification Board	no2008058020	100	United States. Personnel Classification Board		no2008058020		United States. Personnel Classification Board	no2008058020	1	Jurisdiction		http://example.org/1045585#Agent610-19	
Blood, Jerome W.	no97010452	100	Blood, Jerome W	no97010452	no97010452	0.9375	Blood, Jerome W			Person		http://example.org/1013029#Agent100-10	
American Management Association. Personnel Division	no2005116849	100	American Management Association. Personnel Division		no2005116849		American Management Association. Personnel Division	no2005116849	1	Organization		http://example.org/1013882#Agent110-10	
French, Wendell L., 1923-	n50025429	100	French, Wendell L., 1923-	n50025429	n50025429	0.8620689655	French, Wendell L., 1923-			Person		http://example.org/1013114#Agent100-12	
Finley, Robert E.	no00073829	100	Finley, Robert E	no00073829	no00073829	0.9411764706	Finley, Robert E			Person		http://example.org/1013100#Agent100-11	
Adelberg, Morton	no00073828	100	Adelberg, Morton	no00073828	no00073828	1	Adelberg, Morton			Person		http://example.org/1013100#Agent700-21	
American Management Association	n79060211	100	American Management Association		n79060211		American Management Association	n79060211	0.935483871	Organization		http://example.org/1013100#Agent710-22	
Sokolik, Stanley Lewis, 1928-	n79145611	100	Sokolik, Stanley Lewis, 1928-	n79145611	n79145611	1	Sokolik, Stanley Lewis, 1928-			Person		http://example.org/1013343#Agent100-13	
Myerscough-Walker, Raymond	n86843552	100	Myerscough-Walker, Raymond	n86843552	n86843552	1	Myerscough-Walker, Raymond			Person		http://example.org/1083633#Agent100-10	
Pearson, John, 1930-	n79018161	100	Pearson, John, 1930-	n79018161	n79018161	0.8333333333	Pearson, John, 1930-			Person		http://example.org/1014554#Agent100-11	
