Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4
American Philological Association	n80119869	100	American Philological Association		n80119869		American Philological Association	n80119869	0.9393939393939394	Organization		http://example.org/1091354#Agent710-23
Cordeaux, E. H. (Edward Harold)	n82103131	100	Cordeaux, E. H. (Edward Harold)	n82103131	n82103131	1	Cordeaux, E. H. (Edward Harold)			Person		http://example.org/1072738#Agent100-14
University of Oxford	n79095521	100	University of Oxford		n79095521		University of Oxford	n79095521	0.9523809523809523	Organization		http://example.org/1072738#Agent610-22
Merry, D. H. (Denis Harry)	n82103132	100	Merry, D. H. (Denis Harry)	n82103132	n82103132	1	Merry, D. H. (Denis Harry)			Person		http://example.org/1072738#Agent700-23
Wright, Louise Leonard, 1896-	n83184278	100	Wright, Louise Leonard, 1896-	n83184278	n83184278	0.8787878787878788	Wright, Louise Leonard, 1896-			Person		http://example.org/1062297#Agent100-10
Wright, Quincy, 1890-1970	n80056647	100	Wright, Quincy, 1890-1970	n80056647	n80056647	0.9615384615384616	Wright, Quincy, 1890-1970			Person		http://example.org/1062297#Agent600-19
Zion, Mary Jo			Zion, Mary Jo				Zion, Mary Jo			Person		http://example.org/1062230#Agent100-10
Schaefer, James F.	n50017216	100	Schaefer, James F	n50017216	n50017216	0.9444444444444444	Schaefer, James F			Person		http://example.org/1064980#Agent100-12
ERIC Clearinghouse on Teacher Education	n50008738	100	ERIC Clearinghouse on Teacher Education		n50008738		ERIC Clearinghouse on Teacher Education	n50008738	1	Organization		http://example.org/1064980#Agent710-22
Jamison, Paul E	n77017660	86	Jamison, Paul E				Jamison, Paul E			Person		http://example.org/1014504#Agent100-13
National Library of Wales	n50062130	100	National Library of Wales		n50062130		National Library of Wales	n50062130	0.96	Organization		http://example.org/1039927#Agent110-10
Owen, Robert, 1771-1858	n80037004	100	Owen, Robert, 1771-1858	n80037004	n80037004	0.9583333333333334	Owen, Robert, 1771-1858			Person		http://example.org/1039927#Agent600-19
Hawkes, Arthur John, 1885-	nr96030401	100	Hawkes, Arthur John, 1885-	nr96030401	nr96030401	1	Hawkes, Arthur John, 1885-			Person		http://example.org/1039927#Agent700-20
Williams, William, keeper of printed books, National library of Wales			Williams, William, keeper of printed books, National library of Wales				Williams, William, keeper of printed books, National library of Wales			Person		http://example.org/1039927#Agent700-21
Ballinger, John, 1860-1933	nr96030403	100	Ballinger, John, 1860-1933	nr96030403	nr96030403	1	Ballinger, John, 1860-1933			Person		http://example.org/1039927#Agent700-22
University of Wales. University press board			University of Wales. University press board				University of Wales. University press board			Organization		http://example.org/1039927#Agent710-23
Craigie, James	n84014212	100	Craigie, James	n84014212	n84014212	1	Craigie, James			Person		http://example.org/1042860#Agent100-12
Searle, Townley	n86805175	100	Searle, Townley	n86805175	n86805175	1	Searle, Townley			Person		http://example.org/1082005#Agent100-11
Gilbert, W. S. (William Schwenck), 1836-1911	n80045872	100	Gilbert, W. S. (William Schwenck), 1836-1911	n80045872	n80045872	0.9772727272727273	Gilbert, W. S. (William Schwenck), 1836-1911			Person		http://example.org/1082005#Agent600-21
Sullivan, Arthur, 1842-1900	n80019543	100	Sullivan, Arthur, 1842-1900	n80019543	n80019543	0.9642857142857143	Sullivan, Arthur, 1842-1900			Person		http://example.org/1082005#Agent600-22
Lewanski, Richard Casimir, 1918-	n79089860	100	Lewanski, Richard Casimir, 1918-	n79089860	n79089860	0.9696969696969697	Lewanski, Richard Casimir, 1918-			Person		http://example.org/1022509#Agent100-11
Johns Hopkins University. Bologna Center. Library	nr99019751	100	Johns Hopkins University. Bologna Center. Library		nr99019751		Johns Hopkins University. Bologna Center. Library	nr99019751	1	Organization		http://example.org/1022509#Agent810-23
Johns Hopkins University. Bologna Center. Library	nr99019751	100	Johns Hopkins University. Bologna Center. Library		nr99019751		Johns Hopkins University. Bologna Center. Library	nr99019751	1	Organization		http://example.org/1022509#Agent810-24
Johns Hopkins University. Bologna Center. Library	nr99019751	100	Johns Hopkins University. Bologna Center. Library		nr99019751		Johns Hopkins University. Bologna Center. Library	nr99019751	1	Organization		http://example.org/1022509#Agent810-25
Johns Hopkins University. Bologna Center. Library	nr99019751	100	Johns Hopkins University. Bologna Center. Library		nr99019751		Johns Hopkins University. Bologna Center. Library	nr99019751	1	Organization		http://example.org/1022509#Agent810-26
Eaton, Allen H. (Allen Hendershott), 1878-1962	nr95027222	100	Eaton, Allen H. (Allen Hendershott), 1878-1962	nr95027222	nr95027222	1	Eaton, Allen H. (Allen Hendershott), 1878-1962			Person		http://example.org/1025241#Agent100-11
Harrison, Shelby M. (Shelby Millard), 1881-	nr95027226	94	Harrison, Shelby M. (Shelby Millard), 1881-	nr95027226	nr95027226	0.9148936170212766	Harrison, Shelby M. (Shelby Millard), 1881-			Person		http://example.org/1025241#Agent700-21
Russell Sage Foundation. Dept. of surveys and exhibits	no97000817	95	Russell Sage Foundation. Dept. of surveys and exhibits		no97000817		Russell Sage Foundation. Dept. of surveys and exhibits	no97000817	0.864406779661017	Organization		http://example.org/1025241#Agent710-22
Gulutsan, Metro			Gulutsan, Metro				Gulutsan, Metro			Person		http://example.org/1079369#Agent100-9
Steinmetz, Harry C			Steinmetz, Harry C				Steinmetz, Harry C			Person		http://example.org/1079369#Agent700-20
Creswell, K. A. C. (Keppel Archibald Cameron), Sir, 1879-	n82121931	91	Creswell, K. A. C. (Keppel Archibald Cameron), Sir, 1879-	n82121931	n82121931	0.8245614035087719	Creswell, K. A. C. (Keppel Archibald Cameron), Sir, 1879-			Person		http://example.org/1080280#Agent100-11
Ekpiken, A. N			Ekpiken, A. N				Ekpiken, A. N			Person		http://example.org/1028563#Agent100-12
University of Ibadan. Library	n80090311	100	University of Ibadan. Library		n80090311		University of Ibadan. Library	n80090311	1	Jurisdiction		http://example.org/1028563#Agent810-24
Muir, Percy H. (Percy Horace), 1894-1979	n50016838	100	Muir, Percy H. (Percy Horace), 1894-1979	n50016838	n50016838	1	Muir, Percy H. (Percy Horace), 1894-1979			Person		http://example.org/1004658#Agent100-10
Hewlett, Maurice, 1861-1923	n50039548	100	Hewlett, Maurice, 1861-1923	n50039548	n50039548	1	Hewlett, Maurice, 1861-1923			Person		http://example.org/1004658#Agent600-18
Reid, Dennis R.	n50050911	100	Reid, Dennis R	n50050911	n50050911	0.9333333333333333	Reid, Dennis R			Person		http://example.org/1085544#Agent100-13
Group of Seven (Group of artists)	n80152858	100	Group of Seven (Group of artists)		n80152858		Group of Seven (Group of artists)	n80152858	1	Organization		http://example.org/1085544#Agent610-21
Hocken, Thomas Morland, 1836-1910	n93041839	100	Hocken, Thomas Morland, 1836-1910	n93041839	n93041839	1	Hocken, Thomas Morland, 1836-1910			Person		http://example.org/1057741#Agent100-11
Johnstone, A. H. (Alexander Henry)	n78026221	100	Johnstone, A. H. (Alexander Henry)	n78026221	n78026221	0.9705882352941176	Johnstone, A. H. (Alexander Henry)			Person		http://example.org/1057741#Agent700-27
Smith, William Charles	no2005003388	89	Smith, William Charles				Smith, William Charles			Person		http://example.org/1073367#Agent100-10
Walsh, John, -1736	n77003514	87	Walsh, John, -1736				Walsh, John, -1736			Person		http://example.org/1073367#Agent600-18
Smith, William Charles	no2005003388	89	Smith, William Charles				Smith, William Charles			Person		http://example.org/1073368#Agent100-15
Walsh, John, 1665 or 6-1736	n86140605	87	Walsh, John, 1665 or 6-1736	n86140605	n86140605	0.9	Walsh, John, 1665 or 6-1736			Person		http://example.org/1073368#Agent600-24
Humphries, Charles	no2010072887	100	Humphries, Charles	no2010072887	no2010072887	0.9473684210526315	Humphries, Charles			Person		http://example.org/1073368#Agent700-27
Schuyler, Montgomery, 1877-1955	no2003069495	100	Schuyler, Montgomery, 1877-1955	no2003069495	no2003069495	1	Schuyler, Montgomery, 1877-1955			Person		http://example.org/1098136#Agent100-11
Andrews, Theodora	n81053561	100	Andrews, Theodora	n81053561	n81053561	0.9444444444444444	Andrews, Theodora			Person		http://example.org/108165#Agent100-11
Hazen, Allen T. (Allen Tracy), 1904-	n50025837	100	Hazen, Allen T. (Allen Tracy), 1904-	n50025837	n50025837	1	Hazen, Allen T. (Allen Tracy), 1904-			Person		http://example.org/1061279#Agent100-11
Strawberry Hill Press			Strawberry Hill Press				Strawberry Hill Press			Organization		http://example.org/1061279#Agent610-20
Kirby, J. P. (John Pendy)	nr98008330	100	Kirby, J. P. (John Pendy)	nr98008330	nr98008330	1	Kirby, J. P. (John Pendy)			Person		http://example.org/1061279#Agent700-22
Mings, Robert C.	n80010070	100	Mings, Robert C	n80010070	n80010070	0.9375	Mings, Robert C			Person		http://example.org/1041832#Agent100-11
United States. National Section of the Pan American Institute of Geography and History	n87120794	100	United States. National Section of the Pan American Institute of Geography and History		n87120794		United States. National Section of the Pan American Institute of Geography and History	n87120794	1	Organization		http://example.org/1041832#Agent810-21
Turner, Martin John	nb98046756		Turner, Martin John	nb98046756	nb98046756	0.8421052631578947	Turner, Martin John			Person		http://example.org/1066190#Agent100-10
Anstey, F., 1856-1934	n50046328	100	Anstey, F., 1856-1934	n50046328	n50046328	1	Anstey, F., 1856-1934			Person		http://example.org/1066190#Agent600-19
Hopkinson, Cecil	n50028478	100	Hopkinson, Cecil	n50028478	n50028478	0.9411764705882353	Hopkinson, Cecil			Person		http://example.org/1045362#Agent100-9
Verdi, Giuseppe, 1813-1901	n79038460	100	Verdi, Giuseppe, 1813-1901	n79038460	n79038460	0.9629629629629629	Verdi, Giuseppe, 1813-1901			Person		http://example.org/1045362#Agent600-18
Armitage, Christopher M.	n85265387	100	Armitage, Christopher M	n85265387	n85265387	0.9583333333333334	Armitage, Christopher M			Person		http://example.org/1045364#Agent100-11
MacNeice, Louis, 1907-1963	n79032198	100	MacNeice, Louis, 1907-1963	n79032198	n79032198	1	MacNeice, Louis, 1907-1963			Person		http://example.org/1045364#Agent600-19
Clark, Neil	n2015042361	100	Clark, Neil				Clark, Neil			Person		http://example.org/1045364#Agent700-20
Scollard, Robert J., 1908- 			Scollard, Robert J., 1908- 				Scollard, Robert J., 1908- 			Person		http://example.org/1049833#Agent100-9
Collins, Charles, 1874-1923	no2008027595	100	Collins, Charles, 1874-1923	no2008027595	no2008027595	1	Collins, Charles, 1874-1923			Person		http://example.org/1049833#Agent600-18
Evans-Pritchard, E. E. (Edward Evan), 1902-1973	n79077275	100	Evans-Pritchard, E. E. (Edward Evan), 1902-1973	n79077275	n79077275	0.9787234042553191	Evans-Pritchard, E. E. (Edward Evan), 1902-1973			Person		http://example.org/100672#Agent100-11
Evans-Pritchard, E. E. (Edward Evan), 1902-1973	n79077275	100	Evans-Pritchard, E. E. (Edward Evan), 1902-1973	n79077275	n79077275	0.9787234042553191	Evans-Pritchard, E. E. (Edward Evan), 1902-1973			Person		http://example.org/100672#Agent600-19
Evans-Pritchard, E. E. (Edward Evan), 1902-1973	n79077275	100	Evans-Pritchard, E. E. (Edward Evan), 1902-1973	n79077275	n79077275	0.9787234042553191	Evans-Pritchard, E. E. (Edward Evan), 1902-1973			Person		http://example.org/100672#Agent600-20
Beidelman, T. O. (Thomas O.), 1931-	n50006626	100	Beidelman, T. O. (Thomas O.), 1931-	n50006626	n50006626	1	Beidelman, T. O. (Thomas O.), 1931-			Person		http://example.org/100672#Agent700-21
Wright, Samuel, 1905-	n87932358	100	Wright, Samuel, 1905-	n87932358	n87932358	0.84	Wright, Samuel, 1905-			Person		http://example.org/100460#Agent100-11
Pater, Walter, 1839-1894	n79117248	100	Pater, Walter, 1839-1894	n79117248	n79117248	0.96	Pater, Walter, 1839-1894			Person		http://example.org/100460#Agent600-20
Bason, Frederick T.	n85295114	100	Bason, Frederick T	n85295114	n85295114	0.9473684210526315	Bason, Frederick T			Person		http://example.org/106201#Agent100-9
Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	100	Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	n79036830	0.9615384615384616	Maugham, W. Somerset (William Somerset), 1874-1965			Person		http://example.org/106201#Agent600-19
Dyer, Isaac W. (Isaac Watson), 1855-1937	n87856601	100	Dyer, Isaac W. (Isaac Watson), 1855-1937	n87856601	n87856601	1	Dyer, Isaac W. (Isaac Watson), 1855-1937			Person		http://example.org/1077703#Agent100-9
Carlyle, Thomas, 1795-1881	n79022968	100	Carlyle, Thomas, 1795-1881	n79022968	n79022968	0.9629629629629629	Carlyle, Thomas, 1795-1881			Person		http://example.org/1077703#Agent600-19
Klymasz, Robert Bogdan, 1936-	n80065734	100	Klymasz, Robert Bogdan, 1936-	n80065734	n80065734	1	Klymasz, Robert Bogdan, 1936-			Person		http://example.org/1017301#Agent100-12
Atkin, Pauline			Atkin, Pauline				Atkin, Pauline			Person		http://example.org/1007425#Agent100-9
Chapman, Guy	n79006683	100	Chapman, Guy				Chapman, Guy			Person		http://example.org/10800#Agent100-9
Beckford, William, 1760-1844	n78095665	100	Beckford, William, 1760-1844	n78095665	n78095665	1	Beckford, William, 1760-1844			Person		http://example.org/10800#Agent600-19
Hodgkin, John	n84168025	80	Hodgkin, John				Hodgkin, John			Person		http://example.org/10800#Agent700-20
Seymour, Richard K.	n85817936	100	Seymour, Richard K	n85817936	n85817936	0.9473684210526315	Seymour, Richard K			Person		http://example.org/1095122#Agent100-12
Dechene, Verona M			Dechene, Verona M				Dechene, Verona M			Person		http://example.org/1000397#Agent100-12
University of Manitoba. Libraries	n87818332	100	University of Manitoba. Libraries		n87818332		University of Manitoba. Libraries	n87818332	1	Organization		http://example.org/1000397#Agent610-21
University of Manitoba. Libraries	n87818332	100	University of Manitoba. Libraries		n87818332		University of Manitoba. Libraries	n87818332	1	Organization		http://example.org/1000397#Agent710-24
MacPhail, Cathy			MacPhail, Cathy				MacPhail, Cathy			Person		http://example.org/1071320#Agent100-10
Sault Area International Library Association			Sault Area International Library Association				Sault Area International Library Association			Organization		http://example.org/1071320#Agent710-20
Hagar, Helmut			Hagar, Helmut				Hagar, Helmut			Person		http://example.org/1008859#Agent100-11
Institutum Litterarum Estonicum (Stockholm, Sweden)	n86060967	100	Institutum Litterarum Estonicum (Stockholm, Sweden)		n86060967		Institutum Litterarum Estonicum (Stockholm, Sweden)	n86060967	1	Organization		http://example.org/1008859#Agent710-24
Ränk, Aino	n86060966	94	Ränk, Aino	n86060966	n86060966	1	Ränk, Aino			Person		http://example.org/1097582#Agent100-12
Israel, Stanley	no99038471	100	Israel, Stanley	no99038471	no99038471	1	Israel, Stanley			Person		http://example.org/1012968#Agent100-11
Rathmell, John M.	n50053998	100	Rathmell, John M	n50053998	n50053998	0.9411764705882353	Rathmell, John M			Person		http://example.org/1011888#Agent100-11
Pettman, B. O.	n50010453	100	Pettman, B. O	n50010453	n50010453	0.9285714285714286	Pettman, B. O			Person		http://example.org/1010528#Agent100-10
Institute of Scientific Business (Great Britain)	n85244494	100	Institute of Scientific Business (Great Britain)		n85244494		Institute of Scientific Business (Great Britain)	n85244494	1	Organization		http://example.org/1010528#Agent810-21
Blaustein, Albert P., 1921-1994	n50009890	100	Blaustein, Albert P., 1921-1994	n50009890	n50009890	1	Blaustein, Albert P., 1921-1994			Person		http://example.org/1027482#Agent100-11
Matthews, Jessie L			Matthews, Jessie L				Matthews, Jessie L			Person		http://example.org/1027482#Agent700-20
DeVergie, Adrienne, 1936-	n80020724	100	DeVergie, Adrienne, 1936-	n80020724	n80020724	1	DeVergie, Adrienne, 1936- 			Person		http://example.org/1027482#Agent700-21
Rawson, Margaret B.	n50054042	100	Rawson, Margaret B	n50054042	n50054042	0.9473684210526315	Rawson, Margaret B			Person		http://example.org/1064669#Agent100-11
Orton Society	n82078432	100	Orton Society		n82078432		Orton Society	n82078432	1	Organization		http://example.org/1064669#Agent710-22
Rawson, Margaret B.	n50054042	100	Rawson, Margaret B	n50054042	n50054042	0.9473684210526315	Rawson, Margaret B			Person		http://example.org/1069292#Agent100-10
Orton Society	n82078432	100	Orton Society		n82078432		Orton Society	n82078432	1	Organization		http://example.org/1069292#Agent710-21
Gutkind, Peter Claus Wolfgang	n50024204	100	Gutkind, Peter Claus Wolfgang	n50024204	n50024204	1	Gutkind, Peter Claus Wolfgang			Person		http://example.org/1065312#Agent100-10
Harrauer, Hermann	n85101729	100	Harrauer, Hermann	n85101729	n85101729	0.9444444444444444	Harrauer, Hermann			Person		http://example.org/1091649#Agent100-13
Tibullus	n78087625	100	Tibullus				Tibullus			Person		http://example.org/1091649#Agent600-22
Wheat, Carl I. (Carl Irving), 1892-1966	n85050468	100	Wheat, Carl I. (Carl Irving), 1892-1966	n85050468	n85050468	1	Wheat, Carl I. (Carl Irving), 1892-1966			Person		http://example.org/1026166#Agent100-10
Svensson, Nils-Eric	n92044120	100	Svensson, Nils-Eric	n92044120	n92044120	1	Svensson, Nils-Eric			Person		http://example.org/1069171#Agent100-10
Dahllöf, Urban	n85083740	96	Dahllöf, Urban	n85083740	n85083740	1	Dahllöf, Urban			Person		http://example.org/1069163#Agent100-13
Berman, Daniel M.	n82069477	100	Berman, Daniel M	n82069477	n82069477	0.9411764705882353	Berman, Daniel M			Person		http://example.org/1044926#Agent100-12
United States	n78095330	100	United States				United States			Jurisdiction		http://example.org/1044926#Agent610-20
